# E_lab [MeV]	delta_real [deg]	delta_imag [deg]	cross_section [mb]	S_factor [MeV*mb]
0.7074	146.4632	0.0000	0.0000	0.0000
0.7085	146.5056	0.0000	0.0000	0.0000
0.7096	146.5471	0.0000	0.0000	0.0000
0.7107	146.5876	0.0000	0.0000	0.0000
0.7118	146.6273	0.0000	0.0000	0.0000
0.7128	146.6661	0.0000	0.0000	0.0000
0.7139	146.7041	0.0000	0.0000	0.0000
0.7150	146.7412	0.0000	0.0000	0.0000
0.7161	146.7774	0.0000	0.0000	0.0000
0.7172	146.8129	0.0000	0.0000	0.0000
0.7183	146.8475	0.0000	0.0000	0.0000
0.7193	146.8814	0.0000	0.0000	0.0000
0.7204	146.9144	0.0000	0.0000	0.0000
0.7215	146.9467	0.0000	0.0000	0.0000
0.7226	146.9783	0.0000	0.0000	0.0000
0.7237	147.0091	0.0000	0.0000	0.0000
0.7248	147.0392	0.0000	0.0000	0.0000
0.7258	147.0686	0.0000	0.0000	0.0000
0.7269	147.0973	0.0000	0.0000	0.0000
0.7280	147.1253	0.0000	0.0000	0.0000
0.7291	147.1526	0.0000	0.0000	0.0000
0.7302	147.1792	0.0000	0.0000	0.0000
0.7313	147.2052	0.0000	0.0000	0.0000
0.7323	147.2305	0.0000	0.0000	0.0000
0.7334	147.2552	0.0000	0.0000	0.0000
0.7345	147.2793	0.0000	0.0000	0.0000
0.7356	147.3027	0.0000	0.0000	0.0000
0.7367	147.3256	0.0000	0.0000	0.0000
0.7378	147.3478	0.0000	0.0000	0.0000
0.7388	147.3695	0.0000	0.0000	0.0000
0.7399	147.3905	0.0000	0.0000	0.0000
0.7410	147.4110	0.0000	0.0000	0.0000
0.7421	147.4310	0.0000	0.0000	0.0000
0.7432	147.4504	0.0000	0.0000	0.0000
0.7443	147.4692	0.0000	0.0000	0.0000
0.7453	147.4875	0.0000	0.0000	0.0000
0.7464	147.5053	0.0000	0.0000	0.0000
0.7475	147.5225	0.0000	0.0000	0.0000
0.7486	147.5393	0.0000	0.0000	0.0000
0.7497	147.5555	0.0000	0.0000	0.0000
0.7508	147.5712	0.0000	0.0000	0.0000
0.7518	147.5865	0.0000	0.0000	0.0000
0.7529	147.6012	0.0000	0.0000	0.0000
0.7540	147.6155	0.0000	0.0000	0.0000
0.7551	147.6293	0.0000	0.0000	0.0000
0.7562	147.6427	0.0000	0.0000	0.0000
0.7573	147.6556	0.0000	0.0000	0.0000
0.7583	147.6680	0.0000	0.0000	0.0000
0.7594	147.6800	0.0000	0.0000	0.0000
0.7605	147.6916	0.0000	0.0000	0.0000
0.7616	147.7027	0.0000	0.0000	0.0000
0.7627	147.7134	0.0000	0.0000	0.0000
0.7638	147.7237	0.0000	0.0000	0.0000
0.7648	147.7336	0.0000	0.0000	0.0000
0.7659	147.7431	0.0000	0.0000	0.0000
0.7670	147.7521	0.0000	0.0000	0.0000
0.7681	147.7608	0.0000	0.0000	0.0000
0.7692	147.7691	0.0000	0.0000	0.0000
0.7703	147.7770	0.0000	0.0000	0.0000
0.7713	147.7845	0.0000	0.0000	0.0000
0.7724	147.7916	0.0000	0.0000	0.0000
0.7735	147.7984	0.0000	0.0000	0.0000
0.7746	147.8048	0.0000	0.0000	0.0000
0.7757	147.8109	0.0000	0.0000	0.0000
0.7768	147.8165	0.0000	0.0000	0.0000
0.7778	147.8219	0.0000	0.0000	0.0000
0.7789	147.8269	0.0000	0.0000	0.0000
0.7800	147.8315	0.0000	0.0000	0.0000
0.7811	147.8359	0.0000	0.0000	0.0000
0.7822	147.8398	0.0000	0.0000	0.0000
0.7833	147.8435	0.0000	0.0000	0.0000
0.7843	147.8468	0.0000	0.0000	0.0000
0.7854	147.8499	0.0000	0.0000	0.0000
0.7865	147.8526	0.0000	0.0000	0.0000
0.7876	147.8549	0.0000	0.0000	0.0000
0.7887	147.8570	0.0000	0.0000	0.0000
0.7898	147.8588	0.0000	0.0000	0.0000
0.7908	147.8603	0.0000	0.0000	0.0000
0.7919	147.8615	0.0000	0.0000	0.0000
0.7930	147.8624	0.0000	0.0000	0.0000
0.7941	147.8630	0.0000	0.0000	0.0000
0.7952	147.8633	0.0000	0.0000	0.0000
0.7963	147.8633	0.0000	0.0000	0.0000
0.7973	147.8631	0.0000	0.0000	0.0000
0.7984	147.8626	0.0000	0.0000	0.0000
0.7995	147.8618	0.0000	0.0000	0.0000
0.8006	147.8608	0.0000	0.0000	0.0000
0.8017	147.8595	0.0000	0.0000	0.0000
0.8028	147.8579	0.0000	0.0000	0.0000
0.8038	147.8561	0.0000	0.0000	0.0000
0.8049	147.8540	0.0000	0.0000	0.0000
0.8060	147.8517	0.0000	0.0000	0.0000
0.8071	147.8491	0.0000	0.0000	0.0000
0.8082	147.8463	0.0000	0.0000	0.0000
0.8093	147.8432	0.0000	0.0000	0.0000
0.8103	147.8399	0.0000	0.0000	0.0000
0.8114	147.8363	0.0000	0.0000	0.0000
0.8125	147.8326	0.0000	0.0000	0.0000
0.8136	147.8286	0.0000	0.0000	0.0000
0.8147	147.8243	0.0000	0.0000	0.0000
0.8158	147.8199	0.0000	0.0000	0.0000
0.8168	147.8152	0.0000	0.0000	0.0000
0.8179	147.8103	0.0000	-0.0000	-0.0000
0.8190	147.8052	0.0000	0.0000	0.0000
0.8201	147.7998	0.0000	0.0000	0.0000
0.8212	147.7943	0.0000	0.0000	0.0000
0.8223	147.7885	0.0000	0.0000	0.0000
0.8233	147.7826	0.0000	-0.0000	-0.0000
0.8244	147.7764	0.0000	0.0000	0.0000
0.8255	147.7701	0.0000	0.0000	0.0000
0.8266	147.7635	0.0000	0.0000	0.0000
0.8277	147.7567	0.0000	0.0000	0.0000
0.8288	147.7498	0.0000	0.0000	0.0000
0.8298	147.7426	0.0000	0.0000	0.0000
0.8309	147.7353	0.0000	0.0000	0.0000
0.8320	147.7277	0.0000	0.0000	0.0000
0.8331	147.7200	0.0000	0.0000	0.0000
0.8342	147.7121	0.0000	0.0000	0.0000
0.8353	147.7040	0.0000	0.0000	0.0000
0.8363	147.6958	0.0000	0.0000	0.0000
0.8374	147.6873	0.0000	0.0000	0.0000
0.8385	147.6787	0.0000	0.0000	0.0000
0.8396	147.6699	0.0000	0.0000	0.0000
0.8407	147.6609	0.0000	0.0000	0.0000
0.8418	147.6518	0.0000	0.0000	0.0000
0.8428	147.6425	0.0000	0.0000	0.0000
0.8439	147.6330	0.0000	0.0000	0.0000
0.8450	147.6233	0.0000	0.0000	0.0000
0.8461	147.6135	0.0000	0.0000	0.0000
0.8472	147.6036	0.0000	0.0000	0.0000
0.8483	147.5935	0.0000	0.0000	0.0000
0.8493	147.5832	0.0000	0.0000	0.0000
0.8504	147.5727	0.0000	0.0000	0.0000
0.8515	147.5621	0.0000	0.0000	0.0000
0.8526	147.5514	0.0000	0.0000	0.0000
0.8537	147.5405	0.0000	0.0000	0.0000
0.8548	147.5294	0.0000	0.0000	0.0000
0.8558	147.5182	0.0000	0.0000	0.0000
0.8569	147.5069	0.0000	0.0000	0.0000
0.8580	147.4954	0.0000	0.0000	0.0000
0.8591	147.4838	0.0000	0.0000	0.0000
0.8602	147.4720	0.0000	-0.0000	-0.0000
0.8613	147.4601	0.0000	-0.0000	-0.0000
0.8623	147.4481	0.0000	0.0000	0.0000
0.8634	147.4359	0.0000	0.0000	0.0000
0.8645	147.4235	0.0000	0.0000	0.0000
0.8656	147.4111	0.0000	0.0000	0.0000
0.8667	147.3985	0.0000	0.0000	0.0000
0.8678	147.3858	0.0000	0.0000	0.0000
0.8688	147.3729	0.0000	0.0000	0.0000
0.8699	147.3599	0.0000	0.0000	0.0000
0.8710	147.3468	0.0000	0.0000	0.0000
0.8721	147.3336	0.0000	0.0000	0.0000
0.8732	147.3202	0.0000	0.0000	0.0000
0.8743	147.3067	0.0000	0.0000	0.0000
0.8753	147.2931	0.0000	0.0000	0.0000
0.8764	147.2794	0.0000	0.0000	0.0000
0.8775	147.2656	0.0000	0.0000	0.0000
0.8786	147.2516	0.0000	0.0000	0.0000
0.8797	147.2375	0.0000	0.0000	0.0000
0.8808	147.2233	0.0000	0.0000	0.0000
0.8818	147.2090	0.0000	0.0000	0.0000
0.8829	147.1946	0.0000	0.0000	0.0000
0.8840	147.1800	0.0000	0.0000	0.0000
0.8851	147.1654	0.0000	0.0000	0.0000
0.8862	147.1506	0.0000	-0.0000	-0.0000
0.8873	147.1357	0.0000	0.0000	0.0000
0.8883	147.1208	0.0000	0.0000	0.0000
0.8894	147.1057	0.0000	0.0000	0.0000
0.8905	147.0905	0.0000	0.0000	0.0000
0.8916	147.0752	0.0000	0.0000	0.0000
0.8927	147.0598	0.0000	0.0000	0.0000
0.8938	147.0443	0.0000	0.0000	0.0000
0.8948	147.0287	0.0000	0.0000	0.0000
0.8959	147.0130	0.0000	0.0000	0.0000
0.8970	146.9972	0.0000	0.0000	0.0000
0.8981	146.9813	0.0000	0.0000	0.0000
0.8992	146.9653	0.0000	0.0000	0.0000
0.9003	146.9492	0.0000	0.0000	0.0000
0.9013	146.9330	0.0000	0.0000	0.0000
0.9024	146.9167	0.0000	0.0000	0.0000
0.9035	146.9003	0.0000	0.0000	0.0000
0.9046	146.8838	0.0000	0.0000	0.0000
0.9057	146.8672	0.0000	0.0000	0.0000
0.9068	146.8506	0.0000	0.0000	0.0000
0.9078	146.8338	0.0000	0.0000	0.0000
0.9089	146.8170	0.0000	0.0000	0.0000
0.9100	146.8000	0.0000	0.0000	0.0000
0.9111	146.7830	0.0000	0.0000	0.0000
0.9122	146.7659	0.0000	0.0000	0.0000
0.9133	146.7487	0.0000	0.0000	0.0000
0.9143	146.7314	0.0000	0.0000	0.0000
0.9154	146.7141	0.0000	0.0000	0.0000
0.9165	146.6966	0.0000	0.0000	0.0000
0.9176	146.6791	0.0000	0.0000	0.0000
0.9187	146.6615	0.0000	0.0000	0.0000
0.9198	146.6438	0.0000	0.0000	0.0000
0.9208	146.6260	0.0000	0.0000	0.0000
0.9219	146.6082	0.0000	0.0000	0.0000
0.9230	146.5903	0.0000	0.0000	0.0000
0.9241	146.5722	0.0000	0.0000	0.0000
0.9252	146.5542	0.0000	0.0000	0.0000
0.9263	146.5360	0.0000	0.0000	0.0000
0.9273	146.5178	0.0000	0.0000	0.0000
0.9284	146.4994	0.0000	0.0000	0.0000
0.9295	146.4811	0.0000	0.0000	0.0000
0.9306	146.4626	0.0000	0.0000	0.0000
0.9317	146.4441	0.0000	0.0000	0.0000
0.9328	146.4254	0.0000	0.0000	0.0000
0.9338	146.4068	0.0000	0.0000	0.0000
0.9349	146.3880	0.0000	0.0000	0.0000
0.9360	146.3692	0.0000	0.0000	0.0000
0.9371	146.3503	0.0000	0.0000	0.0000
0.9382	146.3313	0.0000	0.0000	0.0000
0.9393	146.3123	0.0000	0.0000	0.0000
0.9403	146.2932	0.0000	0.0000	0.0000
0.9414	146.2741	0.0000	0.0000	0.0000
0.9425	146.2548	0.0000	0.0000	0.0000
0.9436	146.2355	0.0000	0.0000	0.0000
0.9447	146.2162	0.0000	0.0000	0.0000
0.9458	146.1967	0.0000	0.0000	0.0000
0.9468	146.1773	0.0000	0.0000	0.0000
0.9479	146.1577	0.0000	0.0000	0.0000
0.9490	146.1381	0.0000	0.0000	0.0000
0.9501	146.1184	0.0000	0.0000	0.0000
0.9512	146.0987	0.0000	0.0000	0.0000
0.9523	146.0789	0.0000	0.0000	0.0000
0.9533	146.0590	0.0000	0.0000	0.0000
0.9544	146.0391	0.0000	0.0000	0.0000
0.9555	146.0191	0.0000	0.0000	0.0000
0.9566	145.9991	0.0000	0.0000	0.0000
0.9577	145.9790	0.0000	0.0000	0.0000
0.9588	145.9588	0.0000	0.0000	0.0000
0.9598	145.9386	0.0000	0.0000	0.0000
0.9609	145.9183	0.0000	-0.0000	-0.0000
0.9620	145.8980	0.0000	0.0000	0.0000
0.9631	145.8776	0.0000	0.0000	0.0000
0.9642	145.8572	0.0000	0.0000	0.0000
0.9653	145.8367	0.0000	0.0000	0.0000
0.9663	145.8161	0.0000	0.0000	0.0000
0.9674	145.7955	0.0000	0.0000	0.0000
0.9685	145.7749	0.0000	0.0000	0.0000
0.9696	145.7542	0.0000	0.0000	0.0000
0.9707	145.7334	0.0000	0.0000	0.0000
0.9718	145.7126	0.0000	0.0000	0.0000
0.9728	145.6918	0.0000	0.0000	0.0000
0.9739	145.6708	0.0000	0.0000	0.0000
0.9750	145.6499	0.0000	0.0000	0.0000
0.9761	145.6289	0.0000	0.0000	0.0000
0.9772	145.6078	0.0000	0.0000	0.0000
0.9783	145.5867	0.0000	0.0000	0.0000
0.9793	145.5655	0.0000	0.0000	0.0000
0.9804	145.5443	0.0000	0.0000	0.0000
0.9815	145.9769	0.0000	0.0000	0.0000
0.9826	145.9531	0.0000	0.0000	0.0000
0.9837	145.9292	0.0000	0.0000	0.0000
0.9848	145.9053	0.0000	0.0000	0.0000
0.9858	145.8814	0.0000	0.0000	0.0000
0.9869	145.8575	0.0000	0.0000	0.0000
0.9880	145.8335	0.0000	0.0000	0.0000
0.9891	145.8095	0.0000	0.0000	0.0000
0.9902	145.7854	0.0000	0.0000	0.0000
0.9913	145.7614	0.0000	0.0000	0.0000
0.9923	145.7372	0.0000	0.0000	0.0000
0.9934	145.7131	0.0000	0.0000	0.0000
0.9945	145.6889	0.0000	0.0000	0.0000
0.9956	145.6647	0.0000	0.0000	0.0000
0.9967	145.6404	0.0000	0.0000	0.0000
0.9978	145.6161	0.0000	-0.0000	-0.0000
0.9988	145.5918	0.0000	0.0000	0.0000
0.9999	145.5675	0.0000	0.0000	0.0000
1.0010	145.5431	0.0000	0.0000	0.0000
1.0021	145.5187	0.0000	0.0000	0.0000
1.0032	145.4942	0.0000	0.0000	0.0000
1.0043	145.4698	0.0000	0.0000	0.0000
1.0053	145.4452	0.0000	0.0000	0.0000
1.0064	145.4207	0.0000	0.0000	0.0000
1.0075	145.3961	0.0000	0.0000	0.0000
1.0086	145.3715	0.0000	0.0000	0.0000
1.0097	145.3469	0.0000	0.0000	0.0000
1.0108	145.3223	0.0000	0.0000	0.0000
1.0118	145.2976	0.0000	0.0000	0.0000
1.0129	145.2729	0.0000	0.0000	0.0000
1.0140	145.2481	0.0000	0.0000	0.0000
1.0151	145.2234	0.0000	0.0000	0.0000
1.0162	145.1986	0.0000	0.0000	0.0000
1.0173	145.1737	0.0000	0.0000	0.0000
1.0183	145.1489	0.0000	0.0000	0.0000
1.0194	145.1240	0.0000	0.0000	0.0000
1.0205	145.0991	0.0000	0.0000	0.0000
1.0216	145.0742	0.0000	0.0000	0.0000
1.0227	145.0492	0.0000	0.0000	0.0000
1.0238	145.0242	0.0000	0.0000	0.0000
1.0248	144.9992	0.0000	0.0000	0.0000
1.0259	144.9742	0.0000	0.0000	0.0000
1.0270	144.9491	0.0000	0.0000	0.0000
1.0281	144.9240	0.0000	0.0000	0.0000
1.0292	144.8989	0.0000	0.0000	0.0000
1.0303	144.8738	0.0000	0.0000	0.0000
1.0313	144.8486	0.0000	0.0000	0.0000
1.0324	144.8234	0.0000	0.0000	0.0000
1.0335	144.7982	0.0000	0.0000	0.0000
1.0346	144.7730	0.0000	0.0000	0.0000
1.0357	144.7477	0.0000	0.0000	0.0000
1.0368	144.7225	0.0000	0.0000	0.0000
1.0378	144.6972	0.0000	0.0000	0.0000
1.0389	144.6718	0.0000	0.0000	0.0000
1.0400	144.6465	0.0000	0.0000	0.0000
1.0411	144.6211	0.0000	0.0000	0.0000
1.0422	144.5957	0.0000	-0.0000	-0.0000
1.0433	144.5703	0.0000	0.0000	0.0000
1.0443	144.5449	0.0000	0.0000	0.0000
1.0454	144.5194	0.0000	0.0000	0.0000
1.0465	144.4939	0.0000	0.0000	0.0000
1.0476	144.4685	0.0000	0.0000	0.0000
1.0487	144.4429	0.0000	0.0000	0.0000
1.0498	144.4174	0.0000	0.0000	0.0000
1.0508	144.3918	0.0000	0.0000	0.0000
1.0519	144.3663	0.0000	-0.0000	-0.0000
1.0530	144.3406	0.0000	0.0000	0.0000
1.0541	144.3150	0.0000	0.0000	0.0000
1.0552	144.2894	0.0000	0.0000	0.0000
1.0563	144.2637	0.0000	0.0000	0.0000
1.0573	144.2381	0.0000	0.0000	0.0000
1.0584	144.2124	0.0000	0.0000	0.0000
1.0595	144.1866	0.0000	0.0000	0.0000
1.0606	144.1609	0.0000	0.0000	0.0000
1.0617	144.1351	0.0000	0.0000	0.0000
1.0628	144.1094	0.0000	0.0000	0.0000
1.0638	144.0836	0.0000	0.0000	0.0000
1.0649	144.0578	0.0000	0.0000	0.0000
1.0660	144.0319	0.0000	0.0000	0.0000
1.0671	144.0061	0.0000	0.0000	0.0000
1.0682	143.9802	0.0000	0.0000	0.0000
1.0693	143.9544	0.0000	0.0000	0.0000
1.0703	143.9285	0.0000	0.0000	0.0000
1.0714	143.9026	0.0000	0.0000	0.0000
1.0725	143.8766	0.0000	0.0000	0.0000
1.0736	143.8507	0.0000	0.0000	0.0000
1.0747	143.8247	0.0000	0.0000	0.0000
1.0758	143.7987	0.0000	0.0000	0.0000
1.0768	143.7727	0.0000	0.0000	0.0000
1.0779	143.7467	0.0000	0.0000	0.0000
1.0790	143.7207	0.0000	-0.0000	-0.0000
1.0801	143.6947	0.0000	0.0000	0.0000
1.0812	143.6686	0.0000	0.0000	0.0000
1.0823	143.6425	0.0000	0.0000	0.0000
1.0833	143.6165	0.0000	0.0000	0.0000
1.0844	143.5904	0.0000	0.0000	0.0000
1.0855	143.5642	0.0000	0.0000	0.0000
1.0866	143.5381	0.0000	0.0000	0.0000
1.0877	143.5120	0.0000	0.0000	0.0000
1.0888	143.4858	0.0000	0.0000	0.0000
1.0898	143.4596	0.0000	0.0000	0.0000
1.0909	143.4334	0.0000	0.0000	0.0000
1.0920	143.4072	0.0000	0.0000	0.0000
1.0931	143.3810	0.0000	0.0000	0.0000
1.0942	143.3548	0.0000	0.0000	0.0000
1.0952	143.3285	0.0000	0.0000	0.0000
1.0963	143.3023	0.0000	0.0000	0.0000
1.0974	143.2760	0.0000	0.0000	0.0000
1.0985	143.2497	0.0000	0.0000	0.0000
1.0996	143.2234	0.0000	0.0000	0.0000
1.1007	143.1971	0.0000	0.0000	0.0000
1.1017	143.1708	0.0000	0.0000	0.0000
1.1028	143.1445	0.0000	0.0000	0.0000
1.1039	143.1181	0.0000	0.0000	0.0000
1.1050	143.0918	0.0000	0.0000	0.0000
1.1061	143.0654	0.0000	0.0000	0.0000
1.1072	143.0390	0.0000	0.0000	0.0000
1.1082	143.0126	0.0000	0.0000	0.0000
1.1093	142.9862	0.0000	0.0000	0.0000
1.1104	142.9598	0.0000	0.0000	0.0000
1.1115	142.9334	0.0000	0.0000	0.0000
1.1126	142.9070	0.0000	0.0000	0.0000
1.1137	142.8805	0.0000	0.0000	0.0000
1.1147	142.8540	0.0000	0.0000	0.0000
1.1158	142.8276	0.0000	0.0000	0.0000
1.1169	142.8011	0.0000	0.0000	0.0000
1.1180	142.7746	0.0000	0.0000	0.0000
1.1191	142.7481	0.0000	0.0000	0.0000
1.1202	142.7216	0.0000	0.0000	0.0000
1.1212	142.6951	0.0000	0.0000	0.0000
1.1223	142.6685	0.0000	0.0000	0.0000
1.1234	142.6420	0.0000	0.0000	0.0000
1.1245	142.6154	0.0000	0.0000	0.0000
1.1256	142.5889	0.0000	0.0000	0.0000
1.1267	142.5623	0.0000	0.0000	0.0000
1.1277	142.5357	0.0000	0.0000	0.0000
1.1288	142.5091	0.0000	0.0000	0.0000
1.1299	142.4825	0.0000	0.0000	0.0000
1.1310	142.4559	0.0000	0.0000	0.0000
1.1321	142.4293	0.0000	0.0000	0.0000
1.1332	142.4027	0.0000	0.0000	0.0000
1.1342	142.3760	0.0000	0.0000	0.0000
1.1353	142.3494	0.0000	0.0000	0.0000
1.1364	142.3227	0.0000	0.0000	0.0000
1.1375	142.2960	0.0000	0.0000	0.0000
1.1386	142.2694	0.0000	0.0000	0.0000
1.1397	142.2427	0.0000	0.0000	0.0000
1.1407	142.2160	0.0000	-0.0000	-0.0000
1.1418	142.1893	0.0000	0.0000	0.0000
1.1429	142.1626	0.0000	0.0000	0.0000
1.1440	142.1359	0.0000	0.0000	0.0000
1.1451	142.1092	0.0000	0.0000	0.0000
1.1462	142.0825	0.0000	0.0000	0.0000
1.1472	142.0557	0.0000	0.0000	0.0000
1.1483	142.0290	0.0000	0.0000	0.0000
1.1494	142.0022	0.0000	0.0000	0.0000
1.1505	141.9755	0.0000	0.0000	0.0000
1.1516	141.9487	0.0000	0.0000	0.0000
1.1527	141.9219	0.0000	0.0000	0.0000
1.1537	141.8952	0.0000	0.0000	0.0000
1.1548	141.8684	0.0000	0.0000	0.0000
1.1559	141.8416	0.0000	-0.0000	-0.0000
1.1570	141.8148	0.0000	0.0000	0.0000
1.1581	141.7880	0.0000	0.0000	0.0000
1.1592	141.7612	0.0000	0.0000	0.0000
1.1602	141.7343	0.0000	0.0000	0.0000
1.1613	141.7075	0.0000	0.0000	0.0000
1.1624	141.6807	0.0000	0.0000	0.0000
1.1635	141.6539	0.0000	0.0000	0.0000
1.1646	141.6270	0.0000	0.0000	0.0000
1.1657	141.6002	0.0000	0.0000	0.0000
1.1667	141.5733	0.0000	0.0000	0.0000
1.1678	141.5464	0.0000	0.0000	0.0000
1.1689	141.5196	0.0000	0.0000	0.0000
1.1700	141.4927	0.0000	0.0000	0.0000
1.1711	141.4658	0.0000	0.0000	0.0000
1.1722	141.4389	0.0000	0.0000	0.0000
1.1732	141.4121	0.0000	0.0000	0.0000
1.1743	141.3852	0.0000	0.0000	0.0000
1.1754	141.3583	0.0000	0.0000	0.0000
1.1765	141.3314	0.0000	0.0000	0.0000
1.1776	141.3045	0.0000	0.0000	0.0000
1.1787	141.2775	0.0000	0.0000	0.0000
1.1797	141.2506	0.0000	0.0000	0.0000
1.1808	141.2237	0.0000	0.0000	0.0000
1.1819	141.1968	0.0000	0.0000	0.0000
1.1830	141.1698	0.0000	0.0000	0.0000
1.1841	141.1429	0.0000	0.0000	0.0000
1.1852	141.1160	0.0000	0.0000	0.0000
1.1862	141.0890	0.0000	0.0000	0.0000
1.1873	141.0621	0.0000	0.0000	0.0000
1.1884	141.0351	0.0000	0.0000	0.0000
1.1895	141.0082	0.0000	0.0000	0.0000
1.1906	140.9812	0.0000	0.0000	0.0000
1.1917	140.9542	0.0000	0.0000	0.0000
1.1927	140.9273	0.0000	0.0000	0.0000
1.1938	140.9003	0.0000	0.0000	0.0000
1.1949	140.8733	0.0000	0.0000	0.0000
1.1960	140.8463	0.0000	0.0000	0.0000
1.1971	140.8193	0.0000	0.0000	0.0000
1.1982	140.7924	0.0000	0.0000	0.0000
1.1992	140.7654	0.0000	0.0000	0.0000
1.2003	140.7384	0.0000	0.0000	0.0000
1.2014	140.7114	0.0000	0.0000	0.0000
1.2025	140.6844	0.0000	0.0000	0.0000
1.2036	140.6574	0.0000	0.0000	0.0000
1.2047	140.6304	0.0000	0.0000	0.0000
1.2057	140.6033	0.0000	0.0000	0.0000
1.2068	140.5763	0.0000	0.0000	0.0000
1.2079	140.5493	0.0000	0.0000	0.0000
1.2090	140.5223	0.0000	0.0000	0.0000
1.2101	140.4953	0.0000	0.0000	0.0000
1.2112	140.4682	0.0000	0.0000	0.0000
1.2122	140.4412	0.0000	0.0000	0.0000
1.2133	140.4142	0.0000	0.0000	0.0000
1.2144	140.3872	0.0000	0.0000	0.0000
1.2155	140.3601	0.0000	0.0000	0.0000
1.2166	140.3331	0.0000	0.0000	0.0000
1.2177	140.3060	0.0000	0.0000	0.0000
1.2187	140.2790	0.0000	-0.0000	-0.0000
1.2198	140.2520	0.0000	0.0000	0.0000
1.2209	140.2249	0.0000	0.0000	0.0000
1.2220	140.1979	0.0000	0.0000	0.0000
1.2231	140.1708	0.0000	0.0000	0.0000
1.2242	140.1438	0.0000	0.0000	0.0000
1.2252	140.1167	0.0000	0.0000	0.0000
1.2263	140.0897	0.0000	0.0000	0.0000
1.2274	140.0626	0.0000	0.0000	0.0000
1.2285	140.0355	0.0000	0.0000	0.0000
1.2296	140.0085	0.0000	0.0000	0.0000
1.2307	139.9814	0.0000	0.0000	0.0000
1.2317	139.9544	0.0000	0.0000	0.0000
1.2328	139.9273	0.0000	0.0000	0.0000
1.2339	139.9002	0.0000	0.0000	0.0000
1.2350	139.8732	0.0000	0.0000	0.0000
1.2361	139.8461	0.0000	0.0000	0.0000
1.2372	139.8190	0.0000	0.0000	0.0000
1.2382	139.7919	0.0000	0.0000	0.0000
1.2393	139.7649	0.0000	0.0000	0.0000
1.2404	139.7378	0.0000	0.0000	0.0000
1.2415	139.7107	0.0000	0.0000	0.0000
1.2426	139.6837	0.0000	0.0000	0.0000
1.2437	139.6566	0.0000	0.0000	0.0000
1.2447	139.6295	0.0000	0.0000	0.0000
1.2458	139.6024	0.0000	0.0000	0.0000
1.2469	139.5753	0.0000	0.0000	0.0000
1.2480	139.5483	0.0000	-0.0000	-0.0000
1.2491	139.5212	0.0000	0.0000	0.0000
1.2502	139.4941	0.0000	0.0000	0.0000
1.2512	139.4670	0.0000	0.0000	0.0000
1.2523	139.4399	0.0000	0.0000	0.0000
1.2534	139.4129	0.0000	-0.0000	-0.0000
1.2545	139.3858	0.0000	0.0000	0.0000
1.2556	139.3587	0.0000	-0.0000	-0.0000
1.2567	139.3316	0.0000	0.0000	0.0000
1.2577	139.3045	0.0000	0.0000	0.0000
1.2588	139.2774	0.0000	0.0000	0.0000
1.2599	139.2504	0.0000	0.0000	0.0000
1.2610	139.2233	0.0000	0.0000	0.0000
1.2621	139.1962	0.0000	0.0000	0.0000
1.2632	139.1691	0.0000	0.0000	0.0000
1.2642	139.1420	0.0000	0.0000	0.0000
1.2653	139.1150	0.0000	0.0000	0.0000
1.2664	139.0879	0.0000	-0.0000	-0.0000
1.2675	139.0608	0.0000	0.0000	0.0000
1.2686	139.0337	0.0000	0.0000	0.0000
1.2697	139.0066	0.0000	0.0000	0.0000
1.2707	138.9795	0.0000	0.0000	0.0000
1.2718	138.9525	0.0000	0.0000	0.0000
1.2729	138.9254	0.0000	0.0000	0.0000
1.2740	138.8983	0.0000	0.0000	0.0000
1.2751	138.8712	0.0000	0.0000	0.0000
1.2762	138.8441	0.0000	0.0000	0.0000
1.2772	138.8171	0.0000	0.0000	0.0000
1.2783	138.7900	0.0000	0.0000	0.0000
1.2794	138.7629	0.0000	0.0000	0.0000
1.2805	138.7358	0.0000	0.0000	0.0000
1.2816	138.7088	0.0000	0.0000	0.0000
1.2827	138.6817	0.0000	0.0000	0.0000
1.2837	138.6546	0.0000	-0.0000	-0.0000
1.2848	138.6276	0.0000	0.0000	0.0000
1.2859	138.6005	0.0000	0.0000	0.0000
1.2870	138.5734	0.0000	0.0000	0.0000
1.2881	138.5463	0.0000	0.0000	0.0000
1.2892	138.5193	0.0000	0.0000	0.0000
1.2902	138.4922	0.0000	0.0000	0.0000
1.2913	138.4651	0.0000	0.0000	0.0000
1.2924	138.4381	0.0000	0.0000	0.0000
1.2935	138.4110	0.0000	0.0000	0.0000
1.2946	138.3840	0.0000	0.0000	0.0000
1.2957	138.3569	0.0000	0.0000	0.0000
1.2967	138.3298	0.0000	0.0000	0.0000
1.2978	138.3028	0.0000	0.0000	0.0000
1.2989	138.2757	0.0000	0.0000	0.0000
1.3000	138.2487	0.0000	0.0000	0.0000
1.3011	138.2216	0.0000	0.0000	0.0000
1.3022	138.1946	0.0000	0.0000	0.0000
1.3032	138.1675	0.0000	0.0000	0.0000
1.3043	138.1405	0.0000	0.0000	0.0000
1.3054	138.1134	0.0000	0.0000	0.0000
1.3065	138.0864	0.0000	0.0000	0.0000
1.3076	138.0593	0.0000	0.0000	0.0000
1.3087	138.0323	0.0000	0.0000	0.0000
