# E_lab [MeV]	delta_real [deg]	delta_imag [deg]	cross_section [mb]	S_factor [MeV*mb]
0.1625	0.0098	0.0000	0.0000	0.0000
0.1636	0.0103	0.0000	0.0000	0.0000
0.1647	0.0108	0.0000	0.0000	0.0000
0.1658	0.0114	0.0000	0.0000	0.0000
0.1668	0.0119	0.0000	0.0000	0.0000
0.1679	0.0125	0.0000	0.0000	0.0000
0.1690	0.0132	0.0000	0.0000	0.0000
0.1701	0.0138	0.0000	-0.0000	-0.0000
0.1712	0.0145	0.0000	0.0000	0.0000
0.1723	0.0152	0.0000	0.0000	0.0000
0.1733	0.0159	0.0000	0.0000	0.0000
0.1744	0.0167	0.0000	0.0000	0.0000
0.1755	0.0175	0.0000	0.0000	0.0000
0.1766	0.0183	0.0000	0.0000	0.0000
0.1777	0.0191	0.0000	0.0000	0.0000
0.1788	0.0200	0.0000	0.0000	0.0000
0.1798	0.0209	0.0000	0.0000	0.0000
0.1809	0.0219	0.0000	0.0000	0.0000
0.1820	0.0228	0.0000	0.0000	0.0000
0.1831	0.0238	0.0000	0.0000	0.0000
0.1842	0.0249	0.0000	0.0000	0.0000
0.1853	0.0260	0.0000	0.0000	0.0000
0.1863	0.0271	0.0000	0.0000	0.0000
0.1874	0.0283	0.0000	0.0000	0.0000
0.1885	0.0295	0.0000	0.0000	0.0000
0.1896	0.0307	0.0000	0.0000	0.0000
0.1907	0.0320	0.0000	0.0000	0.0000
0.1918	0.0333	0.0000	0.0000	0.0000
0.1928	0.0347	0.0000	0.0000	0.0000
0.1939	0.0361	0.0000	0.0000	0.0000
0.1950	0.0376	0.0000	-0.0000	-0.0000
0.1961	0.0391	0.0000	0.0000	0.0000
0.1972	0.0407	0.0000	0.0000	0.0000
0.1983	0.0423	0.0000	0.0000	0.0000
0.1993	0.0439	0.0000	-0.0000	-0.0000
0.2004	0.0457	0.0000	0.0000	0.0000
0.2015	0.0474	0.0000	0.0000	0.0000
0.2026	0.0493	0.0000	0.0000	0.0000
0.2037	0.0511	0.0000	0.0000	0.0000
0.2048	0.0531	0.0000	0.0000	0.0000
0.2058	0.0551	0.0000	0.0000	0.0000
0.2069	0.0571	0.0000	0.0000	0.0000
0.2080	0.0593	0.0000	0.0000	0.0000
0.2091	0.0614	0.0000	0.0000	0.0000
0.2102	0.0637	0.0000	0.0000	0.0000
0.2113	0.0660	0.0000	0.0000	0.0000
0.2123	0.0684	0.0000	0.0000	0.0000
0.2134	0.0708	0.0000	0.0000	0.0000
0.2145	0.0733	0.0000	0.0000	0.0000
0.2156	0.0759	0.0000	0.0000	0.0000
0.2167	0.0786	0.0000	0.0000	0.0000
0.2178	0.0813	0.0000	0.0000	0.0000
0.2188	0.0842	0.0000	0.0000	0.0000
0.2199	0.0871	0.0000	0.0000	0.0000
0.2210	0.0900	0.0000	0.0000	0.0000
0.2221	0.0931	0.0000	0.0000	0.0000
0.2232	0.0962	0.0000	0.0000	0.0000
0.2243	0.0994	0.0000	0.0000	0.0000
0.2253	0.1028	0.0000	0.0000	0.0000
0.2264	0.1062	0.0000	0.0000	0.0000
0.2275	0.1096	0.0000	0.0000	0.0000
0.2286	0.1132	0.0000	0.0000	0.0000
0.2297	0.1169	0.0000	0.0000	0.0000
0.2308	0.1207	0.0000	0.0000	0.0000
0.2318	0.1245	0.0000	0.0000	0.0000
0.2329	0.1285	0.0000	0.0000	0.0000
0.2340	0.1326	0.0000	0.0000	0.0000
0.2351	0.1368	0.0000	0.0000	0.0000
0.2362	0.1410	0.0000	0.0000	0.0000
0.2373	0.1454	0.0000	0.0000	0.0000
0.2383	0.1499	0.0000	0.0000	0.0000
0.2394	0.1545	0.0000	0.0000	0.0000
0.2405	0.1593	0.0000	0.0000	0.0000
0.2416	0.1641	0.0000	-0.0000	-0.0000
0.2427	0.1690	0.0000	0.0000	0.0000
0.2438	0.1741	0.0000	0.0000	0.0000
0.2448	0.1793	0.0000	0.0000	0.0000
0.2459	0.1847	0.0000	0.0000	0.0000
0.2470	0.1901	0.0000	0.0000	0.0000
0.2481	0.1957	0.0000	0.0000	0.0000
0.2492	0.2014	0.0000	0.0000	0.0000
0.2503	0.2073	0.0000	0.0000	0.0000
0.2513	0.2133	0.0000	0.0000	0.0000
0.2524	0.2194	0.0000	0.0000	0.0000
0.2535	0.2257	0.0000	0.0000	0.0000
0.2546	0.2321	0.0000	0.0000	0.0000
0.2557	0.2386	0.0000	0.0000	0.0000
0.2568	0.2454	0.0000	0.0000	0.0000
0.2578	0.2522	0.0000	0.0000	0.0000
0.2589	0.2592	0.0000	0.0000	0.0000
0.2600	0.2664	0.0000	0.0000	0.0000
0.2611	0.2738	0.0000	-0.0000	-0.0000
0.2622	0.2813	0.0000	0.0000	0.0000
0.2633	0.2890	0.0000	0.0000	0.0000
0.2643	0.2968	0.0000	0.0000	0.0000
0.2654	0.3048	0.0000	0.0000	0.0000
0.2665	0.3130	0.0000	0.0000	0.0000
0.2676	0.3214	0.0000	0.0000	0.0000
0.2687	0.3300	0.0000	0.0000	0.0000
0.2698	0.3387	0.0000	0.0000	0.0000
0.2708	0.3476	0.0000	-0.0000	-0.0000
0.2719	0.3568	0.0000	0.0000	0.0000
0.2730	0.3661	0.0000	0.0000	0.0000
0.2741	0.3756	0.0000	0.0000	0.0000
0.2752	0.3853	0.0000	0.0000	0.0000
0.2763	0.3953	0.0000	0.0000	0.0000
0.2773	0.4054	0.0000	0.0000	0.0000
0.2784	0.4158	0.0000	0.0000	0.0000
0.2795	0.4264	0.0000	0.0000	0.0000
0.2806	0.4371	0.0000	0.0000	0.0000
0.2817	0.4482	0.0000	0.0000	0.0000
0.2828	0.4594	0.0000	0.0000	0.0000
0.2838	0.4709	0.0000	0.0000	0.0000
0.2849	0.4826	0.0000	0.0000	0.0000
0.2860	0.4946	0.0000	0.0000	0.0000
0.2871	0.5068	0.0000	0.0000	0.0000
0.2882	0.5192	0.0000	0.0000	0.0000
0.2893	0.5319	0.0000	0.0000	0.0000
0.2903	0.5449	0.0000	0.0000	0.0000
0.2914	0.5581	0.0000	0.0000	0.0000
0.2925	0.5716	0.0000	-0.0000	-0.0000
0.2936	0.5854	0.0000	0.0000	0.0000
0.2947	0.5994	0.0000	-0.0000	-0.0000
0.2958	0.6137	0.0000	0.0000	0.0000
0.2968	0.6283	0.0000	0.0000	0.0000
0.2979	0.6432	0.0000	0.0000	0.0000
0.2990	0.6584	0.0000	0.0000	0.0000
0.3001	0.6739	0.0000	0.0000	0.0000
0.3012	0.6897	0.0000	0.0000	0.0000
0.3023	0.7058	0.0000	-0.0000	-0.0000
0.3033	0.7222	0.0000	0.0000	0.0000
0.3044	0.7390	0.0000	0.0000	0.0000
0.3055	0.7561	0.0000	0.0000	0.0000
0.3066	0.7735	0.0000	0.0000	0.0000
0.3077	0.7912	0.0000	0.0000	0.0000
0.3088	0.8093	0.0000	0.0000	0.0000
0.3098	0.8277	0.0000	0.0000	0.0000
0.3109	0.8465	0.0000	0.0000	0.0000
0.3120	0.8656	0.0000	0.0000	0.0000
0.3131	0.8852	0.0000	0.0000	0.0000
0.3142	0.9051	0.0000	0.0000	0.0000
0.3153	0.9253	0.0000	0.0000	0.0000
0.3163	0.9460	0.0000	0.0000	0.0000
0.3174	0.9670	0.0000	0.0000	0.0000
0.3185	0.9885	0.0000	0.0000	0.0000
0.3196	1.0103	0.0000	0.0000	0.0000
0.3207	1.0326	0.0000	0.0000	0.0000
0.3218	1.0553	0.0000	0.0000	0.0000
0.3228	1.0784	0.0000	0.0000	0.0000
0.3239	1.1020	0.0000	-0.0000	-0.0000
0.3250	1.1260	0.0000	0.0000	0.0000
0.3261	1.1504	0.0000	0.0000	0.0000
0.3272	1.1754	0.0000	-0.0000	-0.0000
0.3283	1.2007	0.0000	0.0000	0.0000
0.3293	1.2266	0.0000	-0.0000	-0.0000
0.3304	1.2529	0.0000	0.0000	0.0000
0.3315	1.2798	0.0000	0.0000	0.0000
0.3326	1.3071	0.0000	0.0000	0.0000
0.3337	1.3349	0.0000	0.0000	0.0000
0.3348	1.3633	0.0000	0.0000	0.0000
0.3358	1.3922	0.0000	-0.0000	-0.0000
0.3369	1.4216	0.0000	0.0000	0.0000
0.3380	1.4516	0.0000	0.0000	0.0000
0.3391	1.4821	0.0000	0.0000	0.0000
0.3402	1.5132	0.0000	0.0000	0.0000
0.3413	1.5449	0.0000	0.0000	0.0000
0.3423	1.5771	0.0000	0.0000	0.0000
0.3434	1.6100	0.0000	0.0000	0.0000
0.3445	1.6434	0.0000	0.0000	0.0000
0.3456	1.6775	0.0000	-0.0000	-0.0000
0.3467	1.7122	0.0000	0.0000	0.0000
0.3478	1.7475	0.0000	0.0000	0.0000
0.3488	1.7835	0.0000	0.0000	0.0000
0.3499	1.8202	0.0000	0.0000	0.0000
0.3510	1.8575	0.0000	0.0000	0.0000
0.3521	1.8956	0.0000	0.0000	0.0000
0.3532	1.9343	0.0000	0.0000	0.0000
0.3543	1.9738	0.0000	0.0000	0.0000
0.3553	2.0139	0.0000	0.0000	0.0000
0.3564	2.0548	0.0000	0.0000	0.0000
0.3575	2.0965	0.0000	0.0000	0.0000
0.3586	2.1390	0.0000	0.0000	0.0000
0.3597	2.1822	0.0000	0.0000	0.0000
0.3608	2.2262	0.0000	0.0000	0.0000
0.3618	2.2710	0.0000	0.0000	0.0000
0.3629	2.3167	0.0000	0.0000	0.0000
0.3640	2.3632	0.0000	0.0000	0.0000
0.3651	2.4106	0.0000	0.0000	0.0000
0.3662	2.4588	0.0000	0.0000	0.0000
0.3673	2.5080	0.0000	-0.0000	-0.0000
0.3683	2.5580	0.0000	0.0000	0.0000
0.3694	2.6090	0.0000	0.0000	0.0000
0.3705	2.6610	0.0000	0.0000	0.0000
0.3716	2.7139	0.0000	0.0000	0.0000
0.3727	2.7677	0.0000	0.0000	0.0000
0.3738	2.8226	0.0000	0.0000	0.0000
0.3748	2.8785	0.0000	0.0000	0.0000
0.3759	2.9355	0.0000	0.0000	0.0000
0.3770	2.9935	0.0000	0.0000	0.0000
0.3781	3.0526	0.0000	0.0000	0.0000
0.3792	3.1129	0.0000	0.0000	0.0000
0.3803	3.1742	0.0000	0.0000	0.0000
0.3813	3.2367	0.0000	0.0000	0.0000
0.3824	3.3004	0.0000	0.0000	0.0000
0.3835	3.3653	0.0000	0.0000	0.0000
0.3846	3.4314	0.0000	0.0000	0.0000
0.3857	3.4988	0.0000	-0.0000	-0.0000
0.3868	3.5674	0.0000	0.0000	0.0000
0.3878	3.6373	0.0000	0.0000	0.0000
0.3889	3.7086	0.0000	0.0000	0.0000
0.3900	3.7813	0.0000	0.0000	0.0000
0.3911	3.8553	0.0000	0.0000	0.0000
0.3922	3.9307	0.0000	0.0000	0.0000
0.3933	4.0076	0.0000	0.0000	0.0000
0.3943	4.0860	0.0000	0.0000	0.0000
0.3954	4.1659	0.0000	0.0000	0.0000
0.3965	4.2474	0.0000	0.0000	0.0000
0.3976	4.3304	0.0000	0.0000	0.0000
0.3987	4.4150	0.0000	0.0000	0.0000
0.3998	4.5013	0.0000	0.0000	0.0000
0.4008	4.5893	0.0000	0.0000	0.0000
0.4019	4.6790	0.0000	0.0000	0.0000
0.4030	4.7704	0.0000	0.0000	0.0000
0.4041	4.8637	0.0000	0.0000	0.0000
0.4052	4.9588	0.0000	0.0000	0.0000
0.4063	5.0558	0.0000	0.0000	0.0000
0.4073	5.1547	0.0000	0.0000	0.0000
0.4084	5.2556	0.0000	0.0000	0.0000
0.4095	5.3586	0.0000	0.0000	0.0000
0.4106	5.4636	0.0000	0.0000	0.0000
0.4117	5.5707	0.0000	0.0000	0.0000
0.4128	5.6800	0.0000	0.0000	0.0000
0.4138	5.7915	0.0000	0.0000	0.0000
0.4149	5.9052	0.0000	0.0000	0.0000
0.4160	6.0213	0.0000	0.0000	0.0000
0.4171	6.1398	0.0000	0.0000	0.0000
0.4182	6.2607	0.0000	0.0000	0.0000
0.4193	6.3842	0.0000	0.0000	0.0000
0.4203	6.5102	0.0000	0.0000	0.0000
0.4214	6.6388	0.0000	0.0000	0.0000
0.4225	6.7701	0.0000	0.0000	0.0000
0.4236	6.9042	0.0000	0.0000	0.0000
0.4247	7.0411	0.0000	0.0000	0.0000
0.4258	7.1809	0.0000	0.0000	0.0000
0.4268	7.3237	0.0000	0.0000	0.0000
0.4279	7.4696	0.0000	0.0000	0.0000
0.4290	7.6186	0.0000	0.0000	0.0000
0.4301	7.7708	0.0000	0.0000	0.0000
0.4312	7.9263	0.0000	0.0000	0.0000
0.4323	8.0852	0.0000	0.0000	0.0000
0.4333	8.2476	0.0000	0.0000	0.0000
0.4344	8.4136	0.0000	0.0000	0.0000
0.4355	8.5832	0.0000	0.0000	0.0000
0.4366	8.7566	0.0000	0.0000	0.0000
0.4377	8.9339	0.0000	0.0000	0.0000
0.4388	9.1152	0.0000	0.0000	0.0000
0.4398	9.3005	0.0000	0.0000	0.0000
0.4409	9.4901	0.0000	0.0000	0.0000
0.4420	9.6840	0.0000	0.0000	0.0000
0.4431	9.8824	0.0000	0.0000	0.0000
0.4442	10.0853	0.0000	0.0000	0.0000
0.4453	10.2929	0.0000	0.0000	0.0000
0.4463	10.5054	0.0000	0.0000	0.0000
0.4474	10.7229	0.0000	0.0000	0.0000
0.4485	10.9455	0.0000	0.0000	0.0000
0.4496	11.1734	0.0000	0.0000	0.0000
0.4507	11.4067	0.0000	0.0000	0.0000
0.4518	11.6457	0.0000	0.0000	0.0000
0.4528	11.8904	0.0000	0.0000	0.0000
0.4539	12.1411	0.0000	0.0000	0.0000
0.4550	12.3979	0.0000	0.0000	0.0000
0.4561	12.6610	0.0000	0.0000	0.0000
0.4572	12.9306	0.0000	0.0000	0.0000
0.4583	13.2069	0.0000	0.0000	0.0000
0.4593	13.4902	0.0000	0.0000	0.0000
0.4604	13.7806	0.0000	0.0000	0.0000
0.4615	14.0784	0.0000	-0.0000	-0.0000
0.4626	14.3838	0.0000	0.0000	0.0000
0.4637	14.6970	0.0000	0.0000	0.0000
0.4648	15.0183	0.0000	0.0000	0.0000
0.4658	15.3480	0.0000	0.0000	0.0000
0.4669	15.6864	0.0000	0.0000	0.0000
0.4680	16.0336	0.0000	0.0000	0.0000
0.4691	16.3901	0.0000	0.0000	0.0000
0.4702	16.7560	0.0000	0.0000	0.0000
0.4713	17.1318	0.0000	0.0000	0.0000
0.4723	17.5177	0.0000	0.0000	0.0000
0.4734	17.9142	0.0000	0.0000	0.0000
0.4745	18.3214	0.0000	0.0000	0.0000
0.4756	18.7399	0.0000	0.0000	0.0000
0.4767	19.1700	0.0000	0.0000	0.0000
0.4778	19.6120	0.0000	0.0000	0.0000
0.4788	20.0665	0.0000	0.0000	0.0000
0.4799	20.5337	0.0000	0.0000	0.0000
0.4810	21.0141	0.0000	0.0000	0.0000
0.4821	21.5083	0.0000	0.0000	0.0000
0.4832	22.0165	0.0000	-0.0000	-0.0000
0.4843	22.5394	0.0000	0.0000	0.0000
0.4853	23.0774	0.0000	0.0000	0.0000
0.4864	23.6310	0.0000	0.0000	0.0000
0.4875	24.2008	0.0000	0.0000	0.0000
0.4886	24.7873	0.0000	0.0000	0.0000
0.4897	25.3910	0.0000	0.0000	0.0000
0.4908	26.0125	0.0000	0.0000	0.0000
0.4918	26.6523	0.0000	0.0000	0.0000
0.4929	27.3112	0.0000	0.0000	0.0000
0.4940	27.9896	0.0000	0.0000	0.0000
0.4951	28.6883	0.0000	0.0000	0.0000
0.4962	29.4077	0.0000	0.0000	0.0000
0.4973	30.1486	0.0000	0.0000	0.0000
0.4983	30.9116	0.0000	0.0000	0.0000
0.4994	31.6974	0.0000	0.0000	0.0000
0.5005	32.5065	0.0000	0.0000	0.0000
0.5016	33.3396	0.0000	0.0000	0.0000
0.5027	34.1973	0.0000	0.0000	0.0000
0.5038	35.0803	0.0000	0.0000	0.0000
0.5048	35.9891	0.0000	0.0000	0.0000
0.5059	36.9244	0.0000	-0.0000	-0.0000
0.5070	37.8866	0.0000	-0.0000	-0.0000
0.5081	38.8764	0.0000	0.0000	0.0000
0.5092	39.8941	0.0000	0.0000	0.0000
0.5103	40.9402	0.0000	0.0000	0.0000
0.5113	42.0150	0.0000	0.0000	0.0000
0.5124	43.1190	0.0000	0.0000	0.0000
0.5135	44.2522	0.0000	0.0000	0.0000
0.5146	45.4149	0.0000	0.0000	0.0000
0.5157	46.6071	0.0000	0.0000	0.0000
0.5168	47.8287	0.0000	0.0000	0.0000
0.5178	49.0795	0.0000	0.0000	0.0000
0.5189	50.3593	0.0000	0.0000	0.0000
0.5200	51.6676	0.0000	0.0000	0.0000
0.5211	53.0038	0.0000	0.0000	0.0000
0.5222	54.3673	0.0000	0.0000	0.0000
0.5233	55.7570	0.0000	0.0000	0.0000
0.5243	57.1720	0.0000	0.0000	0.0000
0.5254	58.6110	0.0000	0.0000	0.0000
0.5265	60.0727	0.0000	0.0000	0.0000
0.5276	61.5554	0.0000	0.0000	0.0000
0.5287	63.0575	0.0000	0.0000	0.0000
0.5298	64.5771	0.0000	0.0000	0.0000
0.5308	66.1121	0.0000	0.0000	0.0000
0.5319	67.6604	0.0000	0.0000	0.0000
0.5330	69.2198	0.0000	0.0000	0.0000
0.5341	70.7879	0.0000	0.0000	0.0000
0.5352	72.3622	0.0000	0.0000	0.0000
0.5363	73.9401	0.0000	0.0000	0.0000
0.5373	75.5193	0.0000	0.0000	0.0000
0.5384	77.0970	0.0000	0.0000	0.0000
0.5395	78.6709	0.0000	0.0000	0.0000
0.5406	80.2382	0.0000	0.0000	0.0000
0.5417	81.7967	0.0000	0.0000	0.0000
0.5428	83.3440	0.0000	0.0000	0.0000
0.5438	84.8777	0.0000	0.0000	0.0000
0.5449	86.3957	0.0000	0.0000	0.0000
0.5460	87.8961	0.0000	-0.0000	-0.0000
0.5471	89.3770	0.0000	0.0000	0.0000
0.5482	90.8366	0.0000	0.0000	0.0000
0.5493	92.2735	0.0000	0.0000	0.0000
0.5503	93.6862	0.0000	0.0000	0.0000
0.5514	95.0735	0.0000	0.0000	0.0000
0.5525	96.4344	0.0000	0.0000	0.0000
0.5536	97.7680	0.0000	0.0000	0.0000
0.5547	99.0736	0.0000	0.0000	0.0000
0.5558	100.3506	0.0000	0.0000	0.0000
0.5568	101.5986	0.0000	0.0000	0.0000
0.5579	102.8173	0.0000	0.0000	0.0000
0.5590	104.0066	0.0000	0.0000	0.0000
0.5601	105.1663	0.0000	0.0000	0.0000
0.5612	106.2966	0.0000	0.0000	0.0000
0.5623	107.3975	0.0000	0.0000	0.0000
0.5633	108.4694	0.0000	0.0000	0.0000
0.5644	109.5125	0.0000	0.0000	0.0000
0.5655	110.5272	0.0000	0.0000	0.0000
0.5666	111.5139	0.0000	0.0000	0.0000
0.5677	112.4732	0.0000	0.0000	0.0000
0.5688	113.4055	0.0000	0.0000	0.0000
0.5698	114.3113	0.0000	0.0000	0.0000
0.5709	115.1914	0.0000	0.0000	0.0000
0.5720	116.0461	0.0000	0.0000	0.0000
0.5731	116.8763	0.0000	0.0000	0.0000
0.5742	117.6825	0.0000	0.0000	0.0000
0.5753	118.4654	0.0000	0.0000	0.0000
0.5763	119.2255	0.0000	0.0000	0.0000
0.5774	119.9636	0.0000	0.0000	0.0000
0.5785	120.6802	0.0000	0.0000	0.0000
0.5796	121.3760	0.0000	0.0000	0.0000
0.5807	122.0516	0.0000	0.0000	0.0000
0.5818	122.7077	0.0000	0.0000	0.0000
0.5828	123.3448	0.0000	0.0000	0.0000
0.5839	123.9636	0.0000	0.0000	0.0000
0.5850	124.5645	0.0000	0.0000	0.0000
0.5861	125.1483	0.0000	0.0000	0.0000
0.5872	125.7153	0.0000	0.0000	0.0000
0.5883	126.2662	0.0000	0.0000	0.0000
0.5893	126.8015	0.0000	0.0000	0.0000
0.5904	127.3217	0.0000	0.0000	0.0000
0.5915	127.8273	0.0000	0.0000	0.0000
0.5926	128.3187	0.0000	0.0000	0.0000
0.5937	128.7965	0.0000	0.0000	0.0000
0.5948	129.2610	0.0000	0.0000	0.0000
0.5958	129.7128	0.0000	0.0000	0.0000
0.5969	130.1521	0.0000	0.0000	0.0000
0.5980	130.5795	0.0000	0.0000	0.0000
0.5991	130.9953	0.0000	0.0000	0.0000
0.6002	131.3999	0.0000	0.0000	0.0000
0.6013	131.7936	0.0000	0.0000	0.0000
0.6023	132.1769	0.0000	0.0000	0.0000
0.6034	132.5500	0.0000	0.0000	0.0000
0.6045	132.9132	0.0000	0.0000	0.0000
0.6056	133.2669	0.0000	-0.0000	-0.0000
0.6067	133.6114	0.0000	0.0000	0.0000
0.6078	133.9470	0.0000	0.0000	0.0000
0.6088	134.2739	0.0000	0.0000	0.0000
0.6099	134.5925	0.0000	-0.0000	-0.0000
0.6110	134.9029	0.0000	0.0000	0.0000
0.6121	135.2055	0.0000	0.0000	0.0000
0.6132	135.5005	0.0000	0.0000	0.0000
0.6143	135.7881	0.0000	0.0000	0.0000
0.6153	136.0685	0.0000	0.0000	0.0000
0.6164	136.3419	0.0000	0.0000	0.0000
0.6175	136.6087	0.0000	0.0000	0.0000
0.6186	136.8689	0.0000	0.0000	0.0000
0.6197	137.1227	0.0000	0.0000	0.0000
0.6208	137.3705	0.0000	0.0000	0.0000
0.6218	137.6122	0.0000	0.0000	0.0000
0.6229	137.8482	0.0000	0.0000	0.0000
0.6240	138.0785	0.0000	0.0000	0.0000
0.6251	138.3033	0.0000	0.0000	0.0000
0.6262	138.5229	0.0000	0.0000	0.0000
0.6273	138.7373	0.0000	0.0000	0.0000
0.6283	138.9466	0.0000	0.0000	0.0000
0.6294	139.1512	0.0000	0.0000	0.0000
0.6305	139.3509	0.0000	0.0000	0.0000
0.6316	139.5461	0.0000	0.0000	0.0000
0.6327	139.7368	0.0000	0.0000	0.0000
0.6338	139.9231	0.0000	0.0000	0.0000
0.6348	140.1052	0.0000	0.0000	0.0000
0.6359	140.2832	0.0000	0.0000	0.0000
0.6370	140.4572	0.0000	0.0000	0.0000
0.6381	140.6272	0.0000	0.0000	0.0000
0.6392	140.7935	0.0000	0.0000	0.0000
0.6403	140.9560	0.0000	0.0000	0.0000
0.6413	141.1150	0.0000	0.0000	0.0000
0.6424	141.2704	0.0000	0.0000	0.0000
0.6435	141.4224	0.0000	0.0000	0.0000
0.6446	141.5711	0.0000	0.0000	0.0000
0.6457	141.7165	0.0000	0.0000	0.0000
0.6468	141.8588	0.0000	0.0000	0.0000
0.6478	141.9980	0.0000	0.0000	0.0000
0.6489	142.1341	0.0000	0.0000	0.0000
0.6500	142.2674	0.0000	0.0000	0.0000
0.6511	142.3977	0.0000	0.0000	0.0000
0.6522	142.5253	0.0000	0.0000	0.0000
0.6533	142.6501	0.0000	0.0000	0.0000
0.6543	142.7723	0.0000	0.0000	0.0000
0.6554	142.8919	0.0000	0.0000	0.0000
0.6565	143.0089	0.0000	0.0000	0.0000
0.6576	143.1234	0.0000	0.0000	0.0000
0.6587	143.2356	0.0000	0.0000	0.0000
0.6598	143.3454	0.0000	0.0000	0.0000
0.6608	143.4528	0.0000	0.0000	0.0000
0.6619	143.5580	0.0000	0.0000	0.0000
0.6630	143.6610	0.0000	0.0000	0.0000
0.6641	143.7619	0.0000	0.0000	0.0000
0.6652	143.8606	0.0000	0.0000	0.0000
0.6663	143.9573	0.0000	0.0000	0.0000
0.6673	144.0520	0.0000	0.0000	0.0000
0.6684	144.1447	0.0000	0.0000	0.0000
0.6695	144.2355	0.0000	0.0000	0.0000
0.6706	144.3244	0.0000	0.0000	0.0000
0.6717	144.4115	0.0000	0.0000	0.0000
0.6728	144.4967	0.0000	0.0000	0.0000
0.6738	144.5802	0.0000	-0.0000	-0.0000
0.6749	144.6620	0.0000	0.0000	0.0000
0.6760	144.7420	0.0000	0.0000	0.0000
0.6771	144.8205	0.0000	0.0000	0.0000
0.6782	144.8973	0.0000	0.0000	0.0000
0.6793	144.9725	0.0000	0.0000	0.0000
0.6803	145.0461	0.0000	0.0000	0.0000
0.6814	145.1183	0.0000	0.0000	0.0000
0.6825	145.1889	0.0000	0.0000	0.0000
0.6836	145.2581	0.0000	0.0000	0.0000
0.6847	145.3259	0.0000	0.0000	0.0000
0.6858	145.3922	0.0000	0.0000	0.0000
0.6868	145.4572	0.0000	0.0000	0.0000
0.6879	145.5209	0.0000	0.0000	0.0000
0.6890	145.5832	0.0000	0.0000	0.0000
0.6901	145.6442	0.0000	0.0000	0.0000
0.6912	145.7039	0.0000	0.0000	0.0000
0.6923	145.7624	0.0000	0.0000	0.0000
0.6933	145.8197	0.0000	0.0000	0.0000
0.6944	145.8758	0.0000	0.0000	0.0000
0.6955	145.9307	0.0000	0.0000	0.0000
0.6966	145.9845	0.0000	0.0000	0.0000
0.6977	146.0371	0.0000	0.0000	0.0000
0.6988	146.0886	0.0000	-0.0000	-0.0000
0.6998	146.1391	0.0000	0.0000	0.0000
0.7009	146.1884	0.0000	0.0000	0.0000
0.7020	146.2367	0.0000	0.0000	0.0000
0.7031	146.2840	0.0000	-0.0000	-0.0000
0.7042	146.3303	0.0000	0.0000	0.0000
0.7053	146.3755	0.0000	0.0000	0.0000
0.7063	146.4198	0.0000	0.0000	0.0000
