canal,I_gamma
2034,88
2035,81
2036,80
2037,101
2038,84
2039,107
2040,92
2041,91
2042,88
2043,83
2044,94
2045,86
2046,69
2047,95
2048,101
2049,76
2050,86
2051,71
2052,105
2053,79
2054,96
2055,89
2056,87
2057,81
2058,80
2059,70
2060,75
2061,92
2062,80
2063,80
2064,75
2065,76
2066,73
2067,89
2068,101
2069,79
2070,87
2071,89
2072,78
2073,104
2074,86
2075,85
2076,78
2077,89
2078,77
2079,85
2080,98
2081,71
2082,88
2083,91
2084,87
2085,80
2086,81
2087,67
2088,104
2089,95
2090,81
2091,96
2092,90
2093,88
2094,70
2095,83
2096,73
2097,86
2098,85
2099,82
2100,83
2101,72
2102,77
2103,105
2104,84
2105,80
2106,84
2107,81
2108,89
2109,76
2110,75
2111,96
2112,100
2113,106
2114,71
2115,70
2116,91
2117,96
2118,93
2119,87
2120,70
2121,81
2122,95
2123,86
2124,95
2125,84
2126,92
2127,82
2128,89
2129,79
2130,85
2131,68
2132,80
2133,73
2134,86
2135,77
2136,84
2137,79
2138,83
2139,87
2140,64
2141,83
2142,94
2143,78
2144,73
2145,79
2146,95
2147,87
2148,84
2149,83
2150,99
2151,86
2152,86
2153,78
2154,92
2155,70
2156,93
2157,87
2158,84
2159,92
2160,65
2161,74
2162,63
2163,61
2164,83
2165,72
2166,84
2167,80
2168,73
2169,71
2170,70
2171,86
2172,86
2173,85
2174,75
2175,83
2176,84
2177,77
2178,75
2179,83
2180,88
2181,71
2182,83
2183,80
2184,88
2185,73
2186,70
2187,81
2188,64
2189,80
2190,96
2191,88
2192,69
2193,74
2194,77
2195,70
2196,92
2197,93
2198,85
2199,81
2200,73
2201,69
2202,74
2203,87
2204,83
2205,93
2206,88
2207,85
2208,86
2209,69
2210,81
2211,68
2212,88
2213,70
2214,78
2215,72
2216,66
2217,72
2218,80
2219,73
2220,69
2221,69
2222,75
2223,77
2224,91
2225,78
2226,83
2227,82
2228,70
2229,84
2230,80
2231,79
2232,81
2233,76
2234,72
2235,74
2236,78
2237,72
2238,66
2239,90
2240,81
2241,81
2242,70
2243,64
2244,76
2245,72
2246,76
2247,81
2248,72
2249,81
2250,82
2251,85
2252,67
2253,72
2254,81
2255,60
2256,64
2257,84
2258,77
2259,66
2260,79
2261,87
2262,79
2263,81
2264,80
2265,66
2266,64
2267,85
2268,78
2269,65
2270,66
2271,85
2272,74
2273,81
2274,78
2275,91
2276,75
2277,69
2278,74
2279,63
2280,75
2281,75
2282,64
2283,80
2284,72
2285,69
2286,76
2287,71
2288,73
2289,72
2290,72
2291,87
2292,82
2293,93
2294,64
2295,73
2296,80
2297,58
2298,89
2299,77
2300,68
2301,71
2302,79
2303,86
2304,86
2305,87
2306,76
2307,85
2308,100
2309,67
2310,81
2311,84
2312,93
2313,78
2314,78
2315,79
2316,75
2317,58
2318,73
2319,71
2320,89
2321,76
2322,79
2323,68
2324,73
2325,54
2326,76
2327,67
2328,53
2329,62
2330,64
2331,67
2332,55
2333,57
2334,55
2335,61
2336,63
2337,59
2338,46
2339,54
2340,45
2341,51
2342,46
2343,51
2344,61
2345,48
2346,47
2347,51
2348,51
2349,54
2350,47
2351,53
2352,48
2353,42
2354,52
2355,41
2356,47
2357,65
2358,49
2359,42
2360,47
2361,43
2362,54
2363,50
2364,34
2365,38
2366,50
2367,61
2368,68
2369,62
2370,48
2371,55
2372,41
2373,60
2374,34
2375,42
2376,42
2377,41
2378,39
2379,51
2380,34
2381,38
2382,37
2383,50
2384,41
2385,36
2386,65
2387,54
2388,58
2389,53
2390,29
2391,39
2392,53
2393,45
2394,35
2395,43
2396,46
2397,32
2398,47
2399,41
2400,31
2401,38
2402,40
2403,49
2404,44
2405,43
2406,46
2407,41
2408,37
2409,46
2410,51
2411,49
2412,35
2413,42
2414,39
2415,44
2416,34
2417,39
2418,40
2419,44
2420,47
2421,43
2422,47
2423,45
2424,41
2425,32
2426,50
2427,48
2428,39
2429,64
2430,64
2431,62
2432,93
2433,168
2434,238
2435,381
2436,688
2437,1000
2438,1421
2439,1786
2440,2033
2441,2171
2442,2192
2443,2076
2444,1704
2445,1516
2446,1117
2447,820
2448,620
2449,460
2450,312
2451,193
2452,142
2453,103
2454,82
2455,64
2456,53
2457,36
2458,45
2459,35
2460,35
2461,38
2462,30
2463,30
2464,30
2465,26
2466,39
2467,28
2468,16
2469,25
2470,22
2471,27
2472,29
2473,31
2474,35
2475,30
2476,29
2477,32
2478,28
2479,17
2480,25
2481,31
2482,17
2483,22
2484,12
2485,22
2486,17
2487,16
2488,15
2489,24
2490,23
2491,32
2492,31
2493,19
2494,18
2495,29
2496,25
2497,20
2498,16
2499,24
2500,23
2501,18
2502,20
2503,21
2504,12
2505,20
2506,25
2507,25
2508,15
2509,26
2510,29
2511,20
2512,14
2513,21
2514,26
2515,16
2516,14
2517,14
2518,17
2519,21
2520,16
2521,15
2522,11
2523,29
2524,14
2525,19
2526,17
2527,16
2528,12
2529,13
2530,21
2531,18
2532,23
2533,15
2534,21
2535,22
2536,13
2537,21
2538,13
2539,14
2540,20
2541,16
2542,10
2543,9
2544,12
2545,15
2546,21
2547,14
2548,18
2549,18
2550,11
2551,11
2552,18
2553,17
2554,13
2555,13
2556,14
2557,11
2558,14
2559,17
2560,19
2561,23
2562,14
2563,19
2564,8
2565,12
2566,9
2567,9
2568,20
2569,12
2570,12
2571,7
2572,4
2573,13
2574,9
2575,12
2576,11
2577,15
2578,7
2579,8
2580,19
2581,13
2582,4
2583,20
2584,14
2585,9
2586,14
2587,16
2588,13
2589,9
2590,14
2591,14
2592,11
2593,11
2594,15
2595,7
2596,13
2597,10
2598,11
2599,16
2600,14
2601,8
2602,11
2603,14
2604,9
2605,14
2606,10
2607,12
2608,13
2609,8
2610,16
2611,13
2612,11
2613,7
2614,14
2615,18
2616,10
2617,8
2618,9
2619,19
2620,8
2621,8
2622,10
2623,13
2624,6
2625,13
2626,10
2627,16
2628,10
2629,11
2630,10
2631,8
2632,6
2633,11
2634,7
2635,10
2636,5
2637,17
2638,5
2639,12
2640,8
2641,20
2642,15
2643,26
2644,28
2645,52
2646,71
2647,111
2648,158
2649,236
2650,255
2651,295
2652,298
2653,302
2654,264
2655,209
2656,150
2657,127
2658,110
2659,76
2660,44
2661,33
2662,38
2663,16
2664,14
2665,10
2666,10
2667,11
2668,10
2669,16
2670,9
2671,8
2672,7
2673,13
2674,12
2675,8
2676,8
2677,11
2678,13
2679,11
2680,5
2681,5
2682,12
2683,6
2684,11
2685,5
2686,7
2687,6
2688,5
2689,6
2690,11
2691,6
2692,7
2693,9
2694,10
2695,8
2696,5
2697,13
2698,7
2699,5
2700,6
2701,15
2702,8
2703,4
2704,11
2705,7
2706,6
2707,5
2708,9
2709,4
2710,2
2711,10
2712,9
2713,8
2714,10
2715,8
2716,6
2717,5
2718,5
2719,4
2720,17
2721,5
2722,10
2723,5
2724,9
2725,8
2726,5
2727,14
2728,8
2729,9
2730,11
2731,12
2732,5
2733,8
2734,6
2735,3
2736,7
2737,6
2738,9
2739,10
2740,5
2741,7
2742,12
2743,13
2744,8
2745,12
2746,8
2747,9
2748,11
2749,12
2750,8
2751,7
2752,9
2753,11
2754,11
2755,10
2756,10
2757,11
2758,13
2759,7
2760,7
2761,25
2762,38
2763,61
2764,146
2765,241
2766,345
2767,602
2768,896
2769,1329
2770,1670
2771,1873
2772,2018
2773,1889
2774,1653
2775,1400
2776,1193
2777,987
2778,750
2779,519
2780,354
2781,278
2782,159
2783,90
2784,64
2785,46
2786,38
2787,26
2788,18
2789,9
2790,12
2791,7
2792,12
2793,12
2794,8
2795,4
2796,6
2797,2
2798,5
2799,7
2800,2
2801,2
2802,6
2803,3
2804,4
2805,3
2806,2
2807,3
2808,2
2809,4
2810,6
2811,5
2812,5
2813,2
2814,3
2815,3
2816,3
2817,1
2818,3
2819,4
2820,5
2821,4
2822,4
2823,2
2824,3
2825,4
2826,1
2827,2
2828,8
2829,4
2830,6
2831,3
2832,6
2833,7
2834,2
2835,2
2836,5
2837,6
2838,1
2839,2
2840,6
2841,1
2842,2
2843,2
2844,3
2845,3
2846,6
2847,2
2848,3
2849,2
2850,2
2851,2
2852,3
2853,3
2854,3
2855,0
2856,7
2857,3
2858,3
2859,1
2860,4
2861,4
2862,2
2863,8
2864,2
2865,1
2866,3
2867,2
2868,2
2869,2
2870,3
2871,3
2872,4
2873,1
2874,2
2875,3
2876,5
2877,4
2878,0
2879,4
2880,6
