# E_lab [MeV]	delta_real [deg]	delta_imag [deg]	cross_section [mb]	S_factor [MeV*mb]
0.0002	-0.0000	0.0000	0.0000	0.0000
0.0002	-0.0000	0.0000	0.0000	0.0000
0.0002	-0.0000	0.0000	0.0000	0.0000
0.0003	-0.0000	0.0000	0.0000	0.0000
0.0003	-0.0000	0.0000	0.0000	0.0000
0.0003	-0.0000	0.0000	0.0000	0.0000
0.0003	-0.0000	0.0000	0.0000	0.0000
0.0003	-0.0000	0.0000	0.0000	0.0000
0.0003	-0.0000	0.0000	0.0000	0.0000
0.0004	-0.0000	0.0000	0.0000	0.0000
0.0004	-0.0000	0.0000	0.0000	0.0000
0.0004	-0.0000	0.0000	0.0000	0.0000
0.0004	-0.0000	0.0000	0.0000	0.0000
0.0004	-0.0000	0.0000	0.0000	0.0000
0.0004	-0.0000	0.0000	0.0000	0.0000
0.0005	-0.0000	0.0000	0.0000	0.0000
0.0005	-0.0000	0.0000	0.0000	0.0000
0.0005	-0.0000	0.0000	0.0000	0.0000
0.0005	-0.0000	0.0000	0.0000	0.0000
0.0005	-0.0000	0.0000	0.0000	0.0000
0.0005	-0.0000	0.0000	0.0000	0.0000
0.0006	-0.0000	0.0000	0.0000	0.0000
0.0006	-0.0000	0.0000	0.0000	0.0000
0.0006	-0.0000	0.0000	0.0000	0.0000
0.0006	-0.0000	0.0000	0.0000	0.0000
0.0006	-0.0000	0.0000	0.0000	0.0000
0.0006	-0.0000	0.0000	0.0000	0.0000
0.0007	-0.0000	0.0000	0.0000	0.0000
0.0007	-0.0000	0.0000	0.0000	0.0000
0.0007	-0.0000	0.0000	0.0000	0.0000
0.0007	-0.0000	0.0000	0.0000	0.0000
0.0007	-0.0000	0.0000	0.0000	0.0000
0.0007	-0.0000	0.0000	0.0000	0.0000
0.0008	-0.0000	0.0000	0.0000	0.0000
0.0008	-0.0000	0.0000	0.0000	0.0000
0.0008	-0.0000	0.0000	0.0000	0.0000
0.0008	-0.0000	0.0000	0.0000	0.0000
0.0008	-0.0000	0.0000	0.0000	0.0000
0.0008	-0.0000	0.0000	0.0000	0.0000
0.0009	-0.0000	0.0000	0.0000	0.0000
0.0009	-0.0000	0.0000	0.0000	0.0000
0.0009	-0.0000	0.0000	0.0000	0.0000
0.0009	-0.0000	0.0000	0.0000	0.0000
0.0009	-0.0000	0.0000	0.0000	0.0000
0.0009	-0.0000	0.0000	0.0000	0.0000
0.0010	-0.0000	0.0000	0.0000	0.0000
0.0010	-0.0000	0.0000	0.0000	0.0000
0.0010	-0.0000	0.0000	0.0000	0.0000
0.0010	-0.0000	0.0000	0.0000	0.0000
0.0010	-0.0000	0.0000	0.0000	0.0000
0.0010	-0.0000	0.0000	0.0000	0.0000
0.0011	-0.0000	0.0000	0.0000	0.0000
0.0011	-0.0000	0.0000	0.0000	0.0000
0.0011	-0.0000	0.0000	0.0000	0.0000
0.0011	-0.0000	0.0000	0.0000	0.0000
0.0011	-0.0000	0.0000	0.0000	0.0000
0.0011	-0.0000	0.0000	0.0000	0.0000
0.0012	-0.0000	0.0000	0.0000	0.0000
0.0012	-0.0000	0.0000	0.0000	0.0000
0.0012	-0.0000	0.0000	0.0000	0.0000
0.0012	-0.0000	0.0000	0.0000	0.0000
0.0012	-0.0000	0.0000	0.0000	0.0000
0.0012	-0.0000	0.0000	0.0000	0.0000
0.0013	-0.0000	0.0000	0.0000	0.0000
0.0013	-0.0000	0.0000	0.0000	0.0000
0.0013	-0.0000	0.0000	0.0000	0.0000
0.0013	-0.0000	0.0000	0.0000	0.0000
0.0013	-0.0000	0.0000	0.0000	0.0000
0.0013	-0.0000	0.0000	0.0000	0.0000
0.0014	-0.0000	0.0000	0.0000	0.0000
0.0014	-0.0000	0.0000	0.0000	0.0000
0.0014	-0.0000	0.0000	0.0000	0.0000
0.0014	-0.0000	0.0000	0.0000	0.0000
0.0014	-0.0000	0.0000	0.0000	0.0000
0.0014	-0.0000	0.0000	0.0000	0.0000
0.0015	-0.0000	0.0000	0.0000	0.0000
0.0015	-0.0000	0.0000	0.0000	0.0000
0.0015	-0.0000	0.0000	0.0000	0.0000
0.0015	-0.0000	0.0000	0.0000	0.0000
0.0015	-0.0000	0.0000	0.0000	0.0000
0.0015	-0.0000	0.0000	0.0000	0.0000
0.0016	-0.0000	0.0000	0.0000	0.0000
0.0016	-0.0000	0.0000	0.0000	0.0000
0.0016	-0.0000	0.0000	0.0000	0.0000
0.0016	-0.0000	0.0000	0.0000	0.0000
0.0016	-0.0000	0.0000	0.0000	0.0000
0.0016	-0.0000	0.0000	0.0000	0.0000
0.0017	-0.0000	0.0000	0.0000	0.0000
0.0017	-0.0000	0.0000	0.0000	0.0000
0.0017	-0.0000	0.0000	0.0000	0.0000
0.0017	-0.0000	0.0000	0.0000	0.0000
0.0017	-0.0000	0.0000	0.0000	0.0000
0.0017	-0.0000	0.0000	0.0000	0.0000
0.0018	-0.0000	0.0000	0.0000	0.0000
0.0018	-0.0000	0.0000	0.0000	0.0000
0.0018	-0.0000	0.0000	0.0000	0.0000
0.0018	-0.0000	0.0000	0.0000	0.0000
0.0018	-0.0000	0.0000	0.0000	0.0000
0.0018	-0.0000	0.0000	0.0000	0.0000
0.0019	-0.0000	0.0000	0.0000	0.0000
0.0019	-0.0000	0.0000	0.0000	0.0000
0.0019	-0.0000	0.0000	0.0000	0.0000
0.0019	-0.0000	0.0000	0.0000	0.0000
0.0019	-0.0000	0.0000	0.0000	0.0000
0.0019	-0.0000	0.0000	0.0000	0.0000
0.0020	-0.0000	0.0000	0.0000	0.0000
0.0020	-0.0000	0.0000	0.0000	0.6154
0.0020	-0.0000	0.0000	0.0000	0.5388
0.0020	-0.0000	0.0000	0.0000	0.4725
0.0020	-0.0000	0.0000	0.0000	0.4151
0.0020	-0.0000	0.0000	0.0000	0.3652
0.0021	-0.0000	0.0000	0.0000	0.3219
0.0021	-0.0000	0.0000	0.0000	0.2841
0.0021	-0.0000	0.0000	0.0000	0.2511
0.0021	-0.0000	0.0000	0.0000	0.2223
0.0021	-0.0000	0.0000	0.0000	0.3941
0.0021	-0.0000	0.0000	0.0000	0.3499
0.0022	-0.0000	0.0000	0.0000	0.3111
0.0022	-0.0000	0.0000	0.0000	0.2769
0.0022	-0.0000	0.0000	0.0000	0.3702
0.0022	-0.0000	0.0000	0.0000	0.3305
0.0022	-0.0000	0.0000	0.0000	0.2953
0.0022	-0.0000	0.0000	0.0000	0.3524
0.0023	-0.0000	0.0000	0.0000	0.3157
0.0023	-0.0000	0.0000	0.0000	0.2832
0.0023	-0.0000	0.0000	0.0000	0.3179
0.0023	-0.0000	0.0000	0.0000	0.2859
0.0023	-0.0000	0.0000	0.0000	0.3088
0.0023	-0.0000	0.0000	0.0000	0.3247
0.0024	-0.0000	0.0000	0.0000	0.2929
0.0024	-0.0000	0.0000	0.0000	0.3024
0.0024	-0.0000	0.0000	0.0000	0.3075
0.0024	-0.0000	0.0000	0.0000	0.3093
0.0024	-0.0000	0.0000	0.0000	0.3083
0.0024	-0.0000	0.0000	0.0000	0.3050
0.0025	-0.0000	0.0000	0.0000	0.3000
0.0025	-0.0000	0.0000	0.0000	0.3145
0.0025	-0.0000	0.0000	0.0000	0.3052
0.0025	-0.0000	0.0000	0.0000	0.3126
0.0025	-0.0000	0.0000	0.0000	0.3165
0.0025	-0.0000	0.0000	0.0000	0.3032
0.0026	-0.0000	0.0000	0.0000	0.3032
0.0026	-0.0000	0.0000	0.0000	0.3132
0.0026	-0.0000	0.0000	0.0000	0.3085
0.0026	-0.0000	0.0000	0.0000	0.3126
0.0026	-0.0000	0.0000	0.0000	0.3141
0.0026	-0.0000	0.0000	0.0000	0.3135
0.0027	-0.0000	0.0000	0.0000	0.3110
0.0027	-0.0000	0.0000	0.0000	0.3071
0.0027	-0.0000	0.0000	0.0000	0.3085
0.0027	-0.0000	0.0000	0.0000	0.3079
0.0027	-0.0000	0.0000	0.0000	0.3113
0.0027	-0.0000	0.0000	0.0000	0.3072
0.0028	-0.0000	0.0000	0.0000	0.3116
0.0028	-0.0000	0.0000	0.0000	0.3093
0.0028	-0.0000	0.0000	0.0000	0.3097
0.0028	-0.0000	0.0000	0.0000	0.3084
0.0028	-0.0000	0.0000	0.0000	0.3093
0.0028	-0.0000	0.0000	0.0000	0.3084
0.0029	-0.0000	0.0000	0.0000	0.3091
0.0029	-0.0000	0.0000	0.0000	0.3082
0.0029	-0.0000	0.0000	0.0000	0.3085
0.0029	-0.0000	0.0000	0.0000	0.3097
0.0029	-0.0000	0.0000	0.0000	0.3093
0.0029	-0.0000	0.0000	0.0000	0.3095
0.0030	-0.0000	0.0000	0.0000	0.3103
0.0030	-0.0000	0.0000	0.0000	0.3096
0.0030	-0.0000	0.0000	0.0000	0.3093
0.0030	-0.0000	0.0000	0.0000	0.3092
0.0030	-0.0000	0.0000	0.0000	0.3093
0.0030	-0.0000	0.0000	0.0000	0.3094
0.0031	-0.0000	0.0000	0.0000	0.3095
0.0031	-0.0000	0.0000	0.0000	0.3096
0.0031	-0.0000	0.0000	0.0000	0.3094
0.0031	-0.0000	0.0000	0.0000	0.3092
0.0031	-0.0000	0.0000	0.0000	0.3096
0.0031	-0.0000	0.0000	0.0000	0.3097
0.0032	-0.0000	0.0000	0.0000	0.3095
0.0032	-0.0000	0.0000	0.0000	0.3090
0.0032	-0.0000	0.0000	0.0000	0.3097
0.0032	-0.0000	0.0000	0.0000	0.3091
0.0032	-0.0000	0.0000	0.0000	0.3095
0.0032	-0.0000	0.0000	0.0000	0.3094
0.0033	-0.0000	0.0000	0.0000	0.3093
0.0033	-0.0000	0.0000	0.0000	0.3093
0.0033	-0.0000	0.0000	0.0000	0.3093
0.0033	-0.0000	0.0000	0.0000	0.3093
0.0033	-0.0000	0.0000	0.0000	0.3096
0.0033	-0.0000	0.0000	0.0000	0.3093
0.0034	-0.0000	0.0000	0.0000	0.3092
0.0034	-0.0000	0.0000	0.0000	0.3094
0.0034	-0.0000	0.0000	0.0000	0.3092
0.0034	-0.0000	0.0000	0.0000	0.3092
0.0034	-0.0000	0.0000	0.0000	0.3092
0.0034	-0.0000	0.0000	0.0000	0.3092
0.0035	-0.0000	0.0000	0.0000	0.3094
0.0035	-0.0000	0.0000	0.0000	0.3093
0.0035	-0.0000	0.0000	0.0000	0.3093
0.0035	-0.0000	0.0000	0.0000	0.3093
0.0035	-0.0000	0.0000	0.0000	0.3093
0.0035	-0.0000	0.0000	0.0000	0.3092
0.0036	-0.0000	0.0000	0.0000	0.3093
0.0036	-0.0000	0.0000	0.0000	0.3092
0.0036	-0.0000	0.0000	0.0000	0.3092
0.0036	-0.0000	0.0000	0.0000	0.3093
0.0036	-0.0000	0.0000	0.0000	0.3093
0.0036	-0.0000	0.0000	0.0000	0.3093
0.0037	-0.0000	0.0000	0.0000	0.3093
0.0037	-0.0000	0.0000	0.0000	0.3093
0.0037	-0.0000	0.0000	0.0000	0.3092
0.0037	-0.0000	0.0000	0.0000	0.3093
0.0037	-0.0000	0.0000	0.0000	0.3092
0.0037	-0.0000	0.0000	0.0000	0.3092
0.0038	-0.0000	0.0000	0.0000	0.3092
0.0038	-0.0000	0.0000	0.0000	0.3093
0.0038	-0.0000	0.0000	0.0000	0.3092
0.0038	-0.0000	0.0000	0.0000	0.3092
0.0038	-0.0000	0.0000	0.0000	0.3092
0.0038	-0.0000	0.0000	0.0000	0.3092
0.0039	-0.0000	0.0000	0.0000	0.3092
0.0039	-0.0000	0.0000	0.0000	0.3092
0.0039	-0.0000	0.0000	0.0000	0.3092
0.0039	-0.0000	0.0000	0.0000	0.3092
0.0039	-0.0000	0.0000	0.0000	0.3092
0.0039	-0.0000	0.0000	0.0000	0.3092
0.0040	-0.0000	0.0000	0.0000	0.3092
0.0040	-0.0000	0.0000	0.0000	0.3092
0.0040	-0.0000	0.0000	0.0000	0.3092
0.0040	-0.0000	0.0000	0.0000	0.3091
0.0040	-0.0000	0.0000	0.0000	0.3091
0.0040	-0.0000	0.0000	0.0000	0.3091
0.0041	-0.0000	0.0000	0.0000	0.3091
0.0041	-0.0000	0.0000	0.0000	0.3091
0.0041	-0.0000	0.0000	0.0000	0.3091
0.0041	-0.0000	0.0000	0.0000	0.3091
0.0041	-0.0000	0.0000	0.0000	0.3091
0.0041	-0.0000	0.0000	0.0000	0.3091
0.0042	-0.0000	0.0000	0.0000	0.3091
0.0042	-0.0000	0.0000	0.0000	0.3091
0.0042	-0.0000	0.0000	0.0000	0.3091
0.0042	-0.0000	0.0000	0.0000	0.3091
0.0042	-0.0000	0.0000	0.0000	0.3091
0.0042	-0.0000	0.0000	0.0000	0.3091
0.0043	-0.0000	0.0000	0.0000	0.3091
0.0043	-0.0000	0.0000	0.0000	0.3091
0.0043	-0.0000	0.0000	0.0000	0.3091
0.0043	-0.0000	0.0000	0.0000	0.3091
0.0043	-0.0000	0.0000	0.0000	0.3091
0.0043	-0.0000	0.0000	0.0000	0.3091
0.0044	-0.0000	0.0000	0.0000	0.3091
0.0044	-0.0000	0.0000	0.0000	0.3090
0.0044	-0.0000	0.0000	0.0000	0.3090
0.0044	-0.0000	0.0000	0.0000	0.3090
0.0044	-0.0000	0.0000	0.0000	0.3090
0.0044	-0.0000	0.0000	0.0000	0.3090
0.0045	-0.0000	0.0000	0.0000	0.3090
0.0045	-0.0000	0.0000	0.0000	0.3090
0.0045	-0.0000	0.0000	0.0000	0.3090
0.0045	-0.0000	0.0000	0.0000	0.3090
0.0045	-0.0000	0.0000	0.0000	0.3090
0.0045	-0.0000	0.0000	0.0000	0.3090
0.0046	-0.0000	0.0000	0.0000	0.3090
0.0046	-0.0000	0.0000	0.0000	0.3090
0.0046	-0.0000	0.0000	0.0000	0.3090
0.0046	-0.0000	0.0000	0.0000	0.3090
0.0046	-0.0000	0.0000	0.0000	0.3090
0.0046	-0.0000	0.0000	0.0000	0.3090
0.0047	-0.0000	0.0000	0.0000	0.3090
0.0047	-0.0000	0.0000	0.0000	0.3090
0.0047	-0.0000	0.0000	0.0000	0.3090
0.0047	-0.0000	0.0000	0.0000	0.3090
0.0047	-0.0000	0.0000	0.0000	0.3089
0.0047	-0.0000	0.0000	0.0000	0.3089
0.0048	-0.0000	0.0000	0.0000	0.3089
0.0048	-0.0000	0.0000	0.0000	0.3089
0.0048	-0.0000	0.0000	0.0000	0.3089
0.0048	-0.0000	0.0000	0.0000	0.3089
0.0048	-0.0000	0.0000	0.0000	0.3089
0.0048	-0.0000	0.0000	0.0000	0.3089
0.0049	-0.0000	0.0000	0.0000	0.3089
0.0049	-0.0000	0.0000	0.0000	0.3089
0.0049	-0.0000	0.0000	0.0000	0.3089
0.0049	-0.0000	0.0000	0.0000	0.3089
0.0049	-0.0000	0.0000	0.0000	0.3089
0.0049	-0.0000	0.0000	0.0000	0.3089
0.0050	-0.0000	0.0000	0.0000	0.3089
0.0050	-0.0000	0.0000	0.0000	0.3089
0.0050	-0.0000	0.0000	0.0000	0.3089
0.0050	-0.0000	0.0000	0.0000	0.3089
0.0050	-0.0000	0.0000	0.0000	0.3089
0.0050	-0.0000	0.0000	0.0000	0.3089
0.0051	-0.0000	0.0000	0.0000	0.3088
0.0051	-0.0000	0.0000	0.0000	0.3088
0.0051	-0.0000	0.0000	0.0000	0.3088
0.0051	-0.0000	0.0000	0.0000	0.3088
0.0051	-0.0000	0.0000	0.0000	0.3088
0.0051	-0.0000	0.0000	0.0000	0.3088
0.0052	-0.0000	0.0000	0.0000	0.3088
0.0052	-0.0000	0.0000	0.0000	0.3088
0.0052	-0.0000	0.0000	0.0000	0.3088
0.0052	-0.0000	0.0000	0.0000	0.3088
0.0052	-0.0000	0.0000	0.0000	0.3088
0.0052	-0.0000	0.0000	0.0000	0.3088
0.0053	-0.0000	0.0000	0.0000	0.3088
0.0053	-0.0000	0.0000	0.0000	0.3088
0.0053	-0.0000	0.0000	0.0000	0.3088
0.0053	-0.0000	0.0000	0.0000	0.3088
0.0053	-0.0000	0.0000	0.0000	0.3088
0.0053	-0.0000	0.0000	0.0000	0.3088
0.0054	-0.0000	0.0000	0.0000	0.3088
0.0054	-0.0000	0.0000	0.0000	0.3088
0.0054	-0.0000	0.0000	0.0000	0.3088
0.0054	-0.0000	0.0000	0.0000	0.3087
0.0054	-0.0000	0.0000	0.0000	0.3087
0.0054	-0.0000	0.0000	0.0000	0.3087
0.0055	-0.0000	0.0000	0.0000	0.3087
0.0055	-0.0000	0.0000	0.0000	0.3087
0.0055	-0.0000	0.0000	0.0000	0.3087
0.0055	-0.0000	0.0000	0.0000	0.3087
0.0055	-0.0000	0.0000	0.0000	0.3087
0.0055	-0.0000	0.0000	0.0000	0.3087
0.0056	-0.0000	0.0000	0.0000	0.3087
0.0056	-0.0000	0.0000	0.0000	0.3087
0.0056	-0.0000	0.0000	0.0000	0.3087
0.0056	-0.0000	0.0000	0.0000	0.3087
0.0056	-0.0000	0.0000	0.0000	0.3087
0.0056	-0.0000	0.0000	0.0000	0.3087
0.0057	-0.0000	0.0000	0.0000	0.3087
0.0057	-0.0000	0.0000	0.0000	0.3087
0.0057	-0.0000	0.0000	0.0000	0.3087
0.0057	-0.0000	0.0000	0.0000	0.3087
0.0057	-0.0000	0.0000	0.0000	0.3087
0.0057	-0.0000	0.0000	0.0000	0.3086
0.0058	-0.0000	0.0000	0.0000	0.3086
0.0058	-0.0000	0.0000	0.0000	0.3086
0.0058	-0.0000	0.0000	0.0000	0.3086
0.0058	-0.0000	0.0000	0.0000	0.3086
0.0058	-0.0000	0.0000	0.0000	0.3086
0.0058	-0.0000	0.0000	0.0000	0.3086
0.0059	-0.0000	0.0000	0.0000	0.3086
0.0059	-0.0000	0.0000	0.0000	0.3086
0.0059	-0.0000	0.0000	0.0000	0.3086
0.0059	-0.0000	0.0000	0.0000	0.3086
0.0059	-0.0000	0.0000	0.0000	0.3086
0.0059	-0.0000	0.0000	0.0000	0.3086
0.0060	-0.0000	0.0000	0.0000	0.3086
0.0060	-0.0000	0.0000	0.0000	0.3086
0.0060	-0.0000	0.0000	0.0000	0.3086
0.0060	-0.0000	0.0000	0.0000	0.3086
0.0060	-0.0000	0.0000	0.0000	0.3086
0.0060	-0.0000	0.0000	0.0000	0.3086
0.0061	-0.0000	0.0000	0.0000	0.3086
0.0061	-0.0000	0.0000	0.0000	0.3086
0.0061	-0.0000	0.0000	0.0000	0.3085
0.0061	-0.0000	0.0000	0.0000	0.3085
0.0061	-0.0000	0.0000	0.0000	0.3085
0.0061	-0.0000	0.0000	0.0000	0.3085
0.0062	-0.0000	0.0000	0.0000	0.3085
0.0062	-0.0000	0.0000	0.0000	0.3085
0.0062	-0.0000	0.0000	0.0000	0.3085
0.0062	-0.0000	0.0000	0.0000	0.3085
0.0062	-0.0000	0.0000	0.0000	0.3085
0.0062	-0.0000	0.0000	0.0000	0.3085
0.0063	-0.0000	0.0000	0.0000	0.3085
0.0063	-0.0000	0.0000	0.0000	0.3085
0.0063	-0.0000	0.0000	0.0000	0.3085
0.0063	-0.0000	0.0000	0.0000	0.3085
0.0063	-0.0000	0.0000	0.0000	0.3085
0.0063	-0.0000	0.0000	0.0000	0.3085
0.0064	-0.0000	0.0000	0.0000	0.3085
0.0064	-0.0000	0.0000	0.0000	0.3085
0.0064	-0.0000	0.0000	0.0000	0.3085
0.0064	-0.0000	0.0000	0.0000	0.3085
0.0064	-0.0000	0.0000	0.0000	0.3085
0.0064	-0.0000	0.0000	0.0000	0.3084
0.0065	-0.0000	0.0000	0.0000	0.3084
0.0065	-0.0000	0.0000	0.0000	0.3084
0.0065	-0.0000	0.0000	0.0000	0.3084
0.0065	-0.0000	0.0000	0.0000	0.3084
0.0065	-0.0000	0.0000	0.0000	0.3084
0.0065	-0.0000	0.0000	0.0000	0.3084
0.0066	-0.0000	0.0000	0.0000	0.3084
0.0066	-0.0000	0.0000	0.0000	0.3084
0.0066	-0.0000	0.0000	0.0000	0.3084
0.0066	-0.0000	0.0000	0.0000	0.3084
0.0066	-0.0000	0.0000	0.0000	0.3084
0.0066	-0.0000	0.0000	0.0000	0.3084
0.0067	-0.0000	0.0000	0.0000	0.3084
0.0067	-0.0000	0.0000	0.0000	0.3084
0.0067	-0.0000	0.0000	0.0000	0.3084
0.0067	-0.0000	0.0000	0.0000	0.3084
0.0067	-0.0000	0.0000	0.0000	0.3084
0.0067	-0.0000	0.0000	0.0000	0.3084
0.0068	-0.0000	0.0000	0.0000	0.3084
0.0068	-0.0000	0.0000	0.0000	0.3084
0.0068	-0.0000	0.0000	0.0000	0.3083
0.0068	-0.0000	0.0000	0.0000	0.3083
0.0068	-0.0000	0.0000	0.0000	0.3083
0.0068	-0.0000	0.0000	0.0000	0.3083
0.0069	-0.0000	0.0000	0.0000	0.3083
0.0069	-0.0000	0.0000	0.0000	0.3083
0.0069	-0.0000	0.0000	0.0000	0.3083
0.0069	-0.0000	0.0000	0.0000	0.3083
0.0069	-0.0000	0.0000	0.0000	0.3083
0.0069	-0.0000	0.0000	0.0000	0.3083
0.0069	-0.0000	0.0000	0.0000	0.3083
0.0070	-0.0000	0.0000	0.0000	0.3083
0.0070	-0.0000	0.0000	0.0000	0.3083
0.0070	-0.0000	0.0000	0.0000	0.3083
0.0070	-0.0000	0.0000	0.0000	0.3083
0.0070	-0.0000	0.0000	0.0000	0.3083
0.0070	-0.0000	0.0000	0.0000	0.3083
0.0071	-0.0000	0.0000	0.0000	0.3083
0.0071	-0.0000	0.0000	0.0000	0.3083
0.0071	-0.0000	0.0000	0.0000	0.3083
0.0071	-0.0000	0.0000	0.0000	0.3083
0.0071	-0.0000	0.0000	0.0000	0.3082
0.0071	-0.0000	0.0000	0.0000	0.3082
0.0072	-0.0000	0.0000	0.0000	0.3082
0.0072	-0.0000	0.0000	0.0000	0.3082
0.0072	-0.0000	0.0000	0.0000	0.3082
0.0072	-0.0000	0.0000	0.0000	0.3082
0.0072	-0.0000	0.0000	0.0000	0.3082
0.0072	-0.0000	0.0000	0.0000	0.3082
0.0073	-0.0000	0.0000	0.0000	0.3082
0.0073	-0.0000	0.0000	0.0000	0.3082
0.0073	-0.0000	0.0000	0.0000	0.3082
0.0073	-0.0000	0.0000	0.0000	0.3082
0.0073	-0.0000	0.0000	0.0000	0.3082
0.0073	-0.0000	0.0000	0.0000	0.3082
0.0074	-0.0000	0.0000	0.0000	0.3082
0.0074	-0.0000	0.0000	0.0000	0.3082
0.0074	-0.0000	0.0000	0.0000	0.3082
0.0074	-0.0000	0.0000	0.0000	0.3082
0.0074	-0.0000	0.0000	0.0000	0.3082
0.0074	-0.0000	0.0000	0.0000	0.3082
0.0075	-0.0000	0.0000	0.0000	0.3082
0.0075	-0.0000	0.0000	0.0000	0.3081
0.0075	-0.0000	0.0000	0.0000	0.3081
0.0075	-0.0000	0.0000	0.0000	0.3081
0.0075	-0.0000	0.0000	0.0000	0.3081
0.0075	-0.0000	0.0000	0.0000	0.3081
0.0076	-0.0000	0.0000	0.0000	0.3081
0.0076	-0.0000	0.0000	0.0000	0.3081
0.0076	-0.0000	0.0000	0.0000	0.3081
0.0076	-0.0000	0.0000	0.0000	0.3081
0.0076	-0.0000	0.0000	0.0000	0.3081
0.0076	-0.0000	0.0000	0.0000	0.3081
0.0077	-0.0000	0.0000	0.0000	0.3081
0.0077	-0.0000	0.0000	0.0000	0.3081
0.0077	-0.0000	0.0000	0.0000	0.3081
0.0077	-0.0000	0.0000	0.0000	0.3081
0.0077	-0.0000	0.0000	0.0000	0.3081
0.0077	-0.0000	0.0000	0.0000	0.3081
0.0078	-0.0000	0.0000	0.0000	0.3081
0.0078	-0.0000	0.0000	0.0000	0.3081
0.0078	-0.0000	0.0000	0.0000	0.3081
0.0078	-0.0000	0.0000	0.0000	0.3081
0.0078	-0.0000	0.0000	0.0000	0.3080
0.0078	-0.0000	0.0000	0.0000	0.3080
0.0079	-0.0000	0.0000	0.0000	0.3080
0.0079	-0.0000	0.0000	0.0000	0.3080
0.0079	-0.0000	0.0000	0.0000	0.3080
0.0079	-0.0000	0.0000	0.0000	0.3080
0.0079	-0.0000	0.0000	0.0000	0.3080
0.0079	-0.0000	0.0000	0.0000	0.3080
0.0080	-0.0000	0.0000	0.0000	0.3080
0.0080	-0.0000	0.0000	0.0000	0.3080
0.0080	-0.0000	0.0000	0.0000	0.3080
0.0080	-0.0000	0.0000	0.0000	0.3080
0.0080	-0.0000	0.0000	0.0000	0.3080
0.0080	-0.0000	0.0000	0.0000	0.3080
0.0081	-0.0000	0.0000	0.0000	0.3080
0.0081	-0.0000	0.0000	0.0000	0.3080
0.0081	-0.0000	0.0000	0.0000	0.3080
0.0081	-0.0000	0.0000	0.0000	0.3080
0.0081	-0.0000	0.0000	0.0000	0.3080
0.0081	-0.0000	0.0000	0.0000	0.3080
0.0082	-0.0000	0.0000	0.0000	0.3080
0.0082	-0.0000	0.0000	0.0000	0.3079
0.0082	-0.0000	0.0000	0.0000	0.3079
0.0082	-0.0000	0.0000	0.0000	0.3079
0.0082	-0.0000	0.0000	0.0000	0.3079
0.0082	-0.0000	0.0000	0.0000	0.3079
0.0083	-0.0000	0.0000	0.0000	0.3079
0.0083	-0.0000	0.0000	0.0000	0.3079
0.0083	-0.0000	0.0000	0.0000	0.3079
0.0083	-0.0000	0.0000	0.0000	0.3079
0.0083	-0.0000	0.0000	0.0000	0.3079
0.0083	-0.0000	0.0000	0.0000	0.3079
0.0084	-0.0000	0.0000	0.0000	0.3079
0.0084	-0.0000	0.0000	0.0000	0.3079
0.0084	-0.0000	0.0000	0.0000	0.3079
0.0084	-0.0000	0.0000	0.0000	0.3079
0.0084	-0.0000	0.0000	0.0000	0.3079
0.0084	-0.0000	0.0000	0.0000	0.3079
0.0085	-0.0000	0.0000	0.0000	0.3079
0.0085	-0.0000	0.0000	0.0000	0.3079
0.0085	-0.0000	0.0000	0.0000	0.3079
0.0085	-0.0000	0.0000	0.0000	0.3079
0.0085	-0.0000	0.0000	0.0000	0.3078
0.0085	-0.0000	0.0000	0.0000	0.3078
0.0086	-0.0000	0.0000	0.0000	0.3078
0.0086	-0.0000	0.0000	0.0000	0.3078
0.0086	-0.0000	0.0000	0.0000	0.3078
0.0086	-0.0000	0.0000	0.0000	0.3078
0.0086	-0.0000	0.0000	0.0000	0.3078
0.0086	-0.0000	0.0000	0.0000	0.3078
0.0087	-0.0000	0.0000	0.0000	0.3078
0.0087	-0.0000	0.0000	0.0000	0.3078
0.0087	-0.0000	0.0000	0.0000	0.3078
0.0087	-0.0000	0.0000	0.0000	0.3078
0.0087	-0.0000	0.0000	0.0000	0.3078
0.0087	-0.0000	0.0000	0.0000	0.3078
0.0088	-0.0000	0.0000	0.0000	0.3078
0.0088	-0.0000	0.0000	0.0000	0.3078
0.0088	-0.0000	0.0000	0.0000	0.3078
0.0088	-0.0000	0.0000	0.0000	0.3078
0.0088	-0.0000	0.0000	0.0000	0.3078
0.0088	-0.0000	0.0000	0.0000	0.3078
0.0089	-0.0000	0.0000	0.0000	0.3077
0.0089	-0.0000	0.0000	0.0000	0.3077
0.0089	-0.0000	0.0000	0.0000	0.3077
0.0089	-0.0000	0.0000	0.0000	0.3077
0.0089	-0.0000	0.0000	0.0000	0.3077
0.0089	-0.0000	0.0000	0.0000	0.3077
0.0090	-0.0000	0.0000	0.0000	0.3077
0.0090	-0.0000	0.0000	0.0000	0.3077
0.0090	-0.0000	0.0000	0.0000	0.3077
0.0090	-0.0000	0.0000	0.0000	0.3077
0.0090	-0.0000	0.0000	0.0000	0.3077
0.0090	-0.0000	0.0000	0.0000	0.3077
0.0091	-0.0000	0.0000	0.0000	0.3077
0.0091	-0.0000	0.0000	0.0000	0.3077
0.0091	-0.0000	0.0000	0.0000	0.3077
0.0091	-0.0000	0.0000	0.0000	0.3077
