# r [fm]	u_real	u_imag	|u|^2	du_real	du_imag	|du|^2
0.101000	0.099713	-0.000000	0.009943	0.991386	-0.000014	0.982846
0.102000	0.100704	-0.000000	0.010141	0.991213	-0.000014	0.982503
0.103000	0.101695	-0.000001	0.010342	0.991038	-0.000015	0.982157
0.104000	0.102686	-0.000001	0.010544	0.990862	-0.000015	0.981808
0.105000	0.103677	-0.000001	0.010749	0.990684	-0.000015	0.981455
0.106000	0.104667	-0.000001	0.010955	0.990504	-0.000016	0.981099
0.107000	0.105658	-0.000001	0.011164	0.990323	-0.000016	0.980740
0.108000	0.106648	-0.000001	0.011374	0.990140	-0.000016	0.980377
0.109000	0.107638	-0.000001	0.011586	0.989955	-0.000017	0.980011
0.110000	0.108628	-0.000001	0.011800	0.989768	-0.000017	0.979641
0.111000	0.109618	-0.000001	0.012016	0.989580	-0.000017	0.979269
0.112000	0.110607	-0.000001	0.012234	0.989390	-0.000017	0.978893
0.113000	0.111596	-0.000001	0.012454	0.989198	-0.000018	0.978514
0.114000	0.112586	-0.000001	0.012676	0.989005	-0.000018	0.978131
0.115000	0.113574	-0.000001	0.012899	0.988810	-0.000018	0.977745
0.116000	0.114563	-0.000001	0.013125	0.988613	-0.000019	0.977356
0.117000	0.115552	-0.000001	0.013352	0.988415	-0.000019	0.976964
0.118000	0.116540	-0.000001	0.013582	0.988214	-0.000019	0.976568
0.119000	0.117528	-0.000001	0.013813	0.988013	-0.000020	0.976169
0.120000	0.118516	-0.000001	0.014046	0.987809	-0.000020	0.975766
0.121000	0.119504	-0.000001	0.014281	0.987604	-0.000020	0.975361
0.122000	0.120491	-0.000001	0.014518	0.987397	-0.000021	0.974952
0.123000	0.121479	-0.000001	0.014757	0.987188	-0.000021	0.974540
0.124000	0.122466	-0.000001	0.014998	0.986977	-0.000021	0.974124
0.125000	0.123453	-0.000001	0.015241	0.986765	-0.000022	0.973706
0.126000	0.124439	-0.000001	0.015485	0.986551	-0.000022	0.973284
0.127000	0.125426	-0.000001	0.015732	0.986336	-0.000023	0.972858
0.128000	0.126412	-0.000001	0.015980	0.986119	-0.000023	0.972430
0.129000	0.127398	-0.000001	0.016230	0.985900	-0.000023	0.971998
0.130000	0.128384	-0.000001	0.016482	0.985679	-0.000024	0.971563
0.131000	0.129369	-0.000001	0.016736	0.985457	-0.000024	0.971125
0.132000	0.130355	-0.000001	0.016992	0.985233	-0.000024	0.970683
0.133000	0.131340	-0.000001	0.017250	0.985007	-0.000025	0.970239
0.134000	0.132325	-0.000001	0.017510	0.984779	-0.000025	0.969790
0.135000	0.133309	-0.000001	0.017771	0.984550	-0.000025	0.969339
0.136000	0.134294	-0.000001	0.018035	0.984319	-0.000026	0.968885
0.137000	0.135278	-0.000001	0.018300	0.984087	-0.000026	0.968427
0.138000	0.136262	-0.000001	0.018567	0.983853	-0.000027	0.967966
0.139000	0.137246	-0.000001	0.018836	0.983617	-0.000027	0.967502
0.140000	0.138229	-0.000001	0.019107	0.983379	-0.000027	0.967034
0.141000	0.139212	-0.000001	0.019380	0.983140	-0.000028	0.966564
0.142000	0.140195	-0.000001	0.019655	0.982899	-0.000028	0.966090
0.143000	0.141178	-0.000001	0.019931	0.982656	-0.000029	0.965613
0.144000	0.142161	-0.000001	0.020210	0.982412	-0.000029	0.965132
0.145000	0.143143	-0.000001	0.020490	0.982165	-0.000029	0.964649
0.146000	0.144125	-0.000001	0.020772	0.981918	-0.000030	0.964162
0.147000	0.145107	-0.000001	0.021056	0.981668	-0.000030	0.963672
0.148000	0.146088	-0.000002	0.021342	0.981417	-0.000031	0.963179
0.149000	0.147070	-0.000002	0.021629	0.981164	-0.000031	0.962683
0.150000	0.148051	-0.000002	0.021919	0.980909	-0.000031	0.962183
0.151000	0.149031	-0.000002	0.022210	0.980653	-0.000032	0.961681
0.152000	0.150012	-0.000002	0.022504	0.980395	-0.000032	0.961175
0.153000	0.150992	-0.000002	0.022799	0.980136	-0.000033	0.960666
0.154000	0.151972	-0.000002	0.023096	0.979874	-0.000033	0.960153
0.155000	0.152952	-0.000002	0.023394	0.979611	-0.000034	0.959638
0.156000	0.153931	-0.000002	0.023695	0.979346	-0.000034	0.959119
0.157000	0.154911	-0.000002	0.023997	0.979080	-0.000034	0.958598
0.158000	0.155890	-0.000002	0.024302	0.978812	-0.000035	0.958073
0.159000	0.156868	-0.000002	0.024608	0.978542	-0.000035	0.957545
0.160000	0.157847	-0.000002	0.024916	0.978271	-0.000036	0.957013
0.161000	0.158825	-0.000002	0.025225	0.977997	-0.000036	0.956479
0.162000	0.159803	-0.000002	0.025537	0.977723	-0.000037	0.955941
0.163000	0.160780	-0.000002	0.025850	0.977446	-0.000037	0.955401
0.164000	0.161758	-0.000002	0.026166	0.977168	-0.000038	0.954857
0.165000	0.162735	-0.000002	0.026483	0.976888	-0.000038	0.954310
0.166000	0.163711	-0.000002	0.026801	0.976606	-0.000038	0.953760
0.167000	0.164688	-0.000002	0.027122	0.976323	-0.000039	0.953206
0.168000	0.165664	-0.000002	0.027445	0.976038	-0.000039	0.952650
0.169000	0.166640	-0.000002	0.027769	0.975751	-0.000040	0.952091
0.170000	0.167616	-0.000002	0.028095	0.975463	-0.000040	0.951528
0.171000	0.168591	-0.000002	0.028423	0.975173	-0.000041	0.950962
0.172000	0.169566	-0.000002	0.028753	0.974881	-0.000041	0.950393
0.173000	0.170541	-0.000002	0.029084	0.974588	-0.000042	0.949821
0.174000	0.171515	-0.000002	0.029417	0.974293	-0.000042	0.949246
0.175000	0.172489	-0.000002	0.029753	0.973996	-0.000043	0.948668
0.176000	0.173463	-0.000003	0.030089	0.973698	-0.000043	0.948087
0.177000	0.174437	-0.000003	0.030428	0.973397	-0.000044	0.947503
0.178000	0.175410	-0.000003	0.030769	0.973096	-0.000044	0.946915
0.179000	0.176383	-0.000003	0.031111	0.972792	-0.000045	0.946325
0.180000	0.177355	-0.000003	0.031455	0.972487	-0.000045	0.945731
0.181000	0.178328	-0.000003	0.031801	0.972180	-0.000046	0.945134
0.182000	0.179300	-0.000003	0.032148	0.971872	-0.000046	0.944535
0.183000	0.180271	-0.000003	0.032498	0.971562	-0.000047	0.943932
0.184000	0.181243	-0.000003	0.032849	0.971250	-0.000047	0.943326
0.185000	0.182214	-0.000003	0.033202	0.970936	-0.000048	0.942717
0.186000	0.183185	-0.000003	0.033557	0.970621	-0.000048	0.942105
0.187000	0.184155	-0.000003	0.033913	0.970304	-0.000049	0.941490
0.188000	0.185125	-0.000003	0.034271	0.969985	-0.000049	0.940872
0.189000	0.186095	-0.000003	0.034631	0.969665	-0.000050	0.940251
0.190000	0.187065	-0.000003	0.034993	0.969343	-0.000050	0.939627
0.191000	0.188034	-0.000003	0.035357	0.969020	-0.000051	0.938999
0.192000	0.189003	-0.000003	0.035722	0.968695	-0.000051	0.938369
0.193000	0.189971	-0.000003	0.036089	0.968368	-0.000052	0.937736
0.194000	0.190939	-0.000003	0.036458	0.968039	-0.000053	0.937100
0.195000	0.191907	-0.000003	0.036828	0.967709	-0.000053	0.936460
0.196000	0.192875	-0.000003	0.037201	0.967377	-0.000054	0.935818
0.197000	0.193842	-0.000004	0.037575	0.967043	-0.000054	0.935173
0.198000	0.194809	-0.000004	0.037951	0.966708	-0.000055	0.934524
0.199000	0.195776	-0.000004	0.038328	0.966371	-0.000055	0.933873
0.200000	0.196742	-0.000004	0.038707	0.966032	-0.000056	0.933219
0.201000	0.197708	-0.000004	0.039088	0.965692	-0.000056	0.932561
0.202000	0.198673	-0.000004	0.039471	0.965350	-0.000057	0.931901
0.203000	0.199638	-0.000004	0.039855	0.965007	-0.000057	0.931238
0.204000	0.200603	-0.000004	0.040242	0.964661	-0.000058	0.930571
0.205000	0.201568	-0.000004	0.040630	0.964314	-0.000059	0.929902
0.206000	0.202532	-0.000004	0.041019	0.963966	-0.000059	0.929230
0.207000	0.203496	-0.000004	0.041410	0.963616	-0.000060	0.928555
0.208000	0.204459	-0.000004	0.041803	0.963264	-0.000060	0.927877
0.209000	0.205422	-0.000004	0.042198	0.962910	-0.000061	0.927196
0.210000	0.206385	-0.000004	0.042595	0.962555	-0.000061	0.926512
0.211000	0.207347	-0.000004	0.042993	0.962198	-0.000062	0.925825
0.212000	0.208309	-0.000004	0.043393	0.961839	-0.000063	0.925135
0.213000	0.209271	-0.000004	0.043794	0.961479	-0.000063	0.924442
0.214000	0.210232	-0.000005	0.044198	0.961117	-0.000064	0.923746
0.215000	0.211193	-0.000005	0.044603	0.960754	-0.000064	0.923048
0.216000	0.212154	-0.000005	0.045009	0.960388	-0.000065	0.922346
0.217000	0.213114	-0.000005	0.045418	0.960022	-0.000066	0.921642
0.218000	0.214074	-0.000005	0.045828	0.959653	-0.000066	0.920934
0.219000	0.215033	-0.000005	0.046239	0.959283	-0.000067	0.920224
0.220000	0.215992	-0.000005	0.046653	0.958911	-0.000067	0.919511
0.221000	0.216951	-0.000005	0.047068	0.958538	-0.000068	0.918794
0.222000	0.217909	-0.000005	0.047484	0.958163	-0.000069	0.918075
0.223000	0.218867	-0.000005	0.047903	0.957786	-0.000069	0.917354
0.224000	0.219825	-0.000005	0.048323	0.957407	-0.000070	0.916629
0.225000	0.220782	-0.000005	0.048745	0.957027	-0.000070	0.915901
0.226000	0.221739	-0.000005	0.049168	0.956645	-0.000071	0.915171
0.227000	0.222695	-0.000005	0.049593	0.956262	-0.000072	0.914437
0.228000	0.223652	-0.000006	0.050020	0.955877	-0.000072	0.913701
0.229000	0.224607	-0.000006	0.050448	0.955490	-0.000073	0.912962
0.230000	0.225562	-0.000006	0.050878	0.955102	-0.000074	0.912220
0.231000	0.226517	-0.000006	0.051310	0.954712	-0.000074	0.911475
0.232000	0.227472	-0.000006	0.051743	0.954320	-0.000075	0.910727
0.233000	0.228426	-0.000006	0.052178	0.953927	-0.000076	0.909977
0.234000	0.229380	-0.000006	0.052615	0.953532	-0.000076	0.909224
0.235000	0.230333	-0.000006	0.053053	0.953136	-0.000077	0.908468
0.236000	0.231286	-0.000006	0.053493	0.952737	-0.000077	0.907709
0.237000	0.232239	-0.000006	0.053935	0.952338	-0.000078	0.906947
0.238000	0.233191	-0.000006	0.054378	0.951936	-0.000079	0.906182
0.239000	0.234142	-0.000006	0.054823	0.951533	-0.000079	0.905415
0.240000	0.235094	-0.000006	0.055269	0.951128	-0.000080	0.904645
0.241000	0.236045	-0.000007	0.055717	0.950722	-0.000081	0.903872
0.242000	0.236995	-0.000007	0.056167	0.950314	-0.000081	0.903096
0.243000	0.237945	-0.000007	0.056618	0.949904	-0.000082	0.902317
0.244000	0.238895	-0.000007	0.057071	0.949493	-0.000083	0.901536
0.245000	0.239844	-0.000007	0.057525	0.949080	-0.000083	0.900752
0.246000	0.240793	-0.000007	0.057981	0.948665	-0.000084	0.899965
0.247000	0.241742	-0.000007	0.058439	0.948249	-0.000085	0.899176
0.248000	0.242690	-0.000007	0.058898	0.947831	-0.000085	0.898383
0.249000	0.243637	-0.000007	0.059359	0.947411	-0.000086	0.897588
0.250000	0.244585	-0.000007	0.059822	0.946990	-0.000087	0.896790
0.251000	0.245531	-0.000007	0.060286	0.946567	-0.000087	0.895990
0.252000	0.246478	-0.000007	0.060751	0.946143	-0.000088	0.895186
0.253000	0.247424	-0.000008	0.061218	0.945717	-0.000089	0.894380
0.254000	0.248369	-0.000008	0.061687	0.945289	-0.000090	0.893572
0.255000	0.249314	-0.000008	0.062158	0.944860	-0.000090	0.892760
0.256000	0.250259	-0.000008	0.062629	0.944429	-0.000091	0.891946
0.257000	0.251203	-0.000008	0.063103	0.943996	-0.000092	0.891129
0.258000	0.252147	-0.000008	0.063578	0.943562	-0.000092	0.890309
0.259000	0.253090	-0.000008	0.064055	0.943126	-0.000093	0.889487
0.260000	0.254033	-0.000008	0.064533	0.942689	-0.000094	0.888662
0.261000	0.254976	-0.000008	0.065013	0.942250	-0.000094	0.887834
0.262000	0.255918	-0.000008	0.065494	0.941809	-0.000095	0.887004
0.263000	0.256859	-0.000008	0.065977	0.941367	-0.000096	0.886171
0.264000	0.257800	-0.000009	0.066461	0.940923	-0.000097	0.885335
0.265000	0.258741	-0.000009	0.066947	0.940477	-0.000097	0.884497
0.266000	0.259681	-0.000009	0.067434	0.940030	-0.000098	0.883656
0.267000	0.260621	-0.000009	0.067923	0.939581	-0.000099	0.882812
0.268000	0.261560	-0.000009	0.068414	0.939131	-0.000100	0.881966
0.269000	0.262499	-0.000009	0.068906	0.938678	-0.000100	0.881117
0.270000	0.263438	-0.000009	0.069399	0.938225	-0.000101	0.880266
0.271000	0.264376	-0.000009	0.069895	0.937769	-0.000102	0.879412
0.272000	0.265313	-0.000009	0.070391	0.937313	-0.000102	0.878555
0.273000	0.266250	-0.000009	0.070889	0.936854	-0.000103	0.877695
0.274000	0.267187	-0.000010	0.071389	0.936394	-0.000104	0.876833
0.275000	0.268123	-0.000010	0.071890	0.935932	-0.000105	0.875969
0.276000	0.269059	-0.000010	0.072393	0.935469	-0.000105	0.875102
0.277000	0.269994	-0.000010	0.072897	0.935004	-0.000106	0.874232
0.278000	0.270929	-0.000010	0.073402	0.934537	-0.000107	0.873359
0.279000	0.271863	-0.000010	0.073910	0.934069	-0.000108	0.872484
0.280000	0.272797	-0.000010	0.074418	0.933599	-0.000108	0.871607
0.281000	0.273730	-0.000010	0.074928	0.933127	-0.000109	0.870727
0.282000	0.274663	-0.000010	0.075440	0.932654	-0.000110	0.869844
0.283000	0.275596	-0.000011	0.075953	0.932180	-0.000111	0.868959
0.284000	0.276528	-0.000011	0.076468	0.931703	-0.000112	0.868071
0.285000	0.277459	-0.000011	0.076984	0.931225	-0.000112	0.867181
0.286000	0.278390	-0.000011	0.077501	0.930746	-0.000113	0.866288
0.287000	0.279321	-0.000011	0.078020	0.930265	-0.000114	0.865393
0.288000	0.280251	-0.000011	0.078540	0.929782	-0.000115	0.864495
0.289000	0.281180	-0.000011	0.079062	0.929298	-0.000115	0.863595
0.290000	0.282109	-0.000011	0.079586	0.928812	-0.000116	0.862692
0.291000	0.283038	-0.000011	0.080110	0.928324	-0.000117	0.861786
0.292000	0.283966	-0.000012	0.080637	0.927835	-0.000118	0.860878
0.293000	0.284893	-0.000012	0.081164	0.927345	-0.000119	0.859968
0.294000	0.285821	-0.000012	0.081693	0.926852	-0.000119	0.859055
0.295000	0.286747	-0.000012	0.082224	0.926358	-0.000120	0.858140
0.296000	0.287673	-0.000012	0.082756	0.925863	-0.000121	0.857222
0.297000	0.288599	-0.000012	0.083289	0.925366	-0.000122	0.856302
0.298000	0.289524	-0.000012	0.083824	0.924867	-0.000123	0.855379
0.299000	0.290449	-0.000012	0.084360	0.924367	-0.000123	0.854454
0.300000	0.291373	-0.000013	0.084898	0.923865	-0.000124	0.853526
0.301000	0.292296	-0.000013	0.085437	0.923361	-0.000125	0.852596
0.302000	0.293219	-0.000013	0.085978	0.922856	-0.000126	0.851663
0.303000	0.294142	-0.000013	0.086520	0.922349	-0.000127	0.850729
0.304000	0.295064	-0.000013	0.087063	0.921841	-0.000127	0.849791
0.305000	0.295986	-0.000013	0.087608	0.921331	-0.000128	0.848851
0.306000	0.296907	-0.000013	0.088154	0.920820	-0.000129	0.847909
0.307000	0.297827	-0.000013	0.088701	0.920307	-0.000130	0.846965
0.308000	0.298747	-0.000014	0.089250	0.919792	-0.000131	0.846018
0.309000	0.299667	-0.000014	0.089800	0.919276	-0.000132	0.845068
0.310000	0.300586	-0.000014	0.090352	0.918758	-0.000132	0.844117
0.311000	0.301504	-0.000014	0.090905	0.918239	-0.000133	0.843162
0.312000	0.302422	-0.000014	0.091459	0.917718	-0.000134	0.842206
0.313000	0.303340	-0.000014	0.092015	0.917195	-0.000135	0.841247
0.314000	0.304257	-0.000014	0.092572	0.916671	-0.000136	0.840286
0.315000	0.305173	-0.000014	0.093131	0.916145	-0.000137	0.839322
0.316000	0.306089	-0.000015	0.093691	0.915618	-0.000137	0.838356
0.317000	0.307004	-0.000015	0.094252	0.915089	-0.000138	0.837388
0.318000	0.307919	-0.000015	0.094814	0.914559	-0.000139	0.836418
0.319000	0.308834	-0.000015	0.095378	0.914027	-0.000140	0.835445
0.320000	0.309747	-0.000015	0.095943	0.913493	-0.000141	0.834470
0.321000	0.310661	-0.000015	0.096510	0.912958	-0.000142	0.833492
0.322000	0.311573	-0.000015	0.097078	0.912421	-0.000143	0.832512
0.323000	0.312485	-0.000016	0.097647	0.911883	-0.000143	0.831530
0.324000	0.313397	-0.000016	0.098218	0.911343	-0.000144	0.830546
0.325000	0.314308	-0.000016	0.098790	0.910801	-0.000145	0.829559
0.326000	0.315219	-0.000016	0.099363	0.910258	-0.000146	0.828570
0.327000	0.316129	-0.000016	0.099937	0.909714	-0.000147	0.827579
0.328000	0.317038	-0.000016	0.100513	0.909167	-0.000148	0.826586
0.329000	0.317947	-0.000016	0.101090	0.908620	-0.000149	0.825590
0.330000	0.318855	-0.000017	0.101669	0.908070	-0.000149	0.824592
0.331000	0.319763	-0.000017	0.102248	0.907519	-0.000150	0.823592
0.332000	0.320670	-0.000017	0.102829	0.906967	-0.000151	0.822589
0.333000	0.321577	-0.000017	0.103412	0.906413	-0.000152	0.821584
0.334000	0.322483	-0.000017	0.103995	0.905857	-0.000153	0.820578
0.335000	0.323389	-0.000017	0.104580	0.905300	-0.000154	0.819569
0.336000	0.324294	-0.000018	0.105166	0.904741	-0.000155	0.818557
0.337000	0.325198	-0.000018	0.105754	0.904181	-0.000156	0.817544
0.338000	0.326102	-0.000018	0.106343	0.903619	-0.000157	0.816528
0.339000	0.327005	-0.000018	0.106933	0.903056	-0.000158	0.815510
0.340000	0.327908	-0.000018	0.107524	0.902491	-0.000158	0.814490
0.341000	0.328810	-0.000018	0.108116	0.901924	-0.000159	0.813468
0.342000	0.329712	-0.000018	0.108710	0.901356	-0.000160	0.812443
0.343000	0.330613	-0.000019	0.109305	0.900787	-0.000161	0.811417
0.344000	0.331514	-0.000019	0.109901	0.900216	-0.000162	0.810388
0.345000	0.332414	-0.000019	0.110499	0.899643	-0.000163	0.809357
0.346000	0.333313	-0.000019	0.111098	0.899069	-0.000164	0.808324
0.347000	0.334212	-0.000019	0.111697	0.898493	-0.000165	0.807289
0.348000	0.335110	-0.000019	0.112299	0.897915	-0.000166	0.806252
0.349000	0.336008	-0.000020	0.112901	0.897336	-0.000167	0.805213
0.350000	0.336905	-0.000020	0.113505	0.896756	-0.000168	0.804171
0.351000	0.337801	-0.000020	0.114110	0.896174	-0.000168	0.803128
0.352000	0.338697	-0.000020	0.114716	0.895590	-0.000169	0.802082
0.353000	0.339592	-0.000020	0.115323	0.895005	-0.000170	0.801034
0.354000	0.340487	-0.000020	0.115931	0.894419	-0.000171	0.799985
0.355000	0.341381	-0.000021	0.116541	0.893830	-0.000172	0.798933
0.356000	0.342275	-0.000021	0.117152	0.893241	-0.000173	0.797879
0.357000	0.343168	-0.000021	0.117764	0.892649	-0.000174	0.796823
0.358000	0.344060	-0.000021	0.118377	0.892056	-0.000175	0.795765
0.359000	0.344952	-0.000021	0.118992	0.891462	-0.000176	0.794705
0.360000	0.345843	-0.000021	0.119607	0.890866	-0.000177	0.793643
0.361000	0.346733	-0.000022	0.120224	0.890269	-0.000178	0.792578
0.362000	0.347623	-0.000022	0.120842	0.889670	-0.000179	0.791512
0.363000	0.348513	-0.000022	0.121461	0.889069	-0.000180	0.790444
0.364000	0.349402	-0.000022	0.122081	0.888467	-0.000181	0.789374
0.365000	0.350290	-0.000022	0.122703	0.887864	-0.000182	0.788302
0.366000	0.351177	-0.000023	0.123325	0.887258	-0.000183	0.787228
0.367000	0.352064	-0.000023	0.123949	0.886652	-0.000184	0.786151
0.368000	0.352951	-0.000023	0.124574	0.886044	-0.000185	0.785073
0.369000	0.353836	-0.000023	0.125200	0.885434	-0.000186	0.783993
0.370000	0.354721	-0.000023	0.125827	0.884823	-0.000187	0.782911
0.371000	0.355606	-0.000023	0.126456	0.884210	-0.000187	0.781827
0.372000	0.356490	-0.000024	0.127085	0.883596	-0.000188	0.780741
0.373000	0.357373	-0.000024	0.127716	0.882980	-0.000189	0.779653
0.374000	0.358256	-0.000024	0.128347	0.882362	-0.000190	0.778564
0.375000	0.359138	-0.000024	0.128980	0.881744	-0.000191	0.777472
0.376000	0.360019	-0.000024	0.129614	0.881123	-0.000192	0.776378
0.377000	0.360900	-0.000025	0.130249	0.880501	-0.000193	0.775283
0.378000	0.361780	-0.000025	0.130885	0.879878	-0.000194	0.774185
0.379000	0.362660	-0.000025	0.131522	0.879253	-0.000195	0.773086
0.380000	0.363539	-0.000025	0.132160	0.878627	-0.000196	0.771985
0.381000	0.364417	-0.000025	0.132800	0.877999	-0.000197	0.770882
0.382000	0.365295	-0.000026	0.133440	0.877369	-0.000198	0.769777
0.383000	0.366172	-0.000026	0.134082	0.876738	-0.000199	0.768670
0.384000	0.367048	-0.000026	0.134724	0.876106	-0.000200	0.767561
0.385000	0.367924	-0.000026	0.135368	0.875472	-0.000201	0.766451
0.386000	0.368799	-0.000026	0.136013	0.874836	-0.000202	0.765338
0.387000	0.369674	-0.000027	0.136659	0.874199	-0.000203	0.764224
0.388000	0.370548	-0.000027	0.137306	0.873560	-0.000204	0.763108
0.389000	0.371421	-0.000027	0.137953	0.872920	-0.000205	0.761990
0.390000	0.372293	-0.000027	0.138602	0.872279	-0.000206	0.760870
0.391000	0.373165	-0.000027	0.139252	0.871636	-0.000207	0.759749
0.392000	0.374037	-0.000028	0.139903	0.870991	-0.000208	0.758626
0.393000	0.374907	-0.000028	0.140556	0.870345	-0.000209	0.757501
0.394000	0.375777	-0.000028	0.141209	0.869698	-0.000210	0.756374
0.395000	0.376647	-0.000028	0.141863	0.869048	-0.000211	0.755245
0.396000	0.377516	-0.000028	0.142518	0.868398	-0.000212	0.754115
0.397000	0.378384	-0.000029	0.143174	0.867746	-0.000214	0.752983
0.398000	0.379251	-0.000029	0.143831	0.867092	-0.000215	0.751849
0.399000	0.380118	-0.000029	0.144490	0.866437	-0.000216	0.750713
0.400000	0.380984	-0.000029	0.145149	0.865781	-0.000217	0.749576
0.401000	0.381849	-0.000030	0.145809	0.865123	-0.000218	0.748437
0.402000	0.382714	-0.000030	0.146470	0.864463	-0.000219	0.747296
0.403000	0.383578	-0.000030	0.147132	0.863802	-0.000220	0.746154
0.404000	0.384442	-0.000030	0.147795	0.863139	-0.000221	0.745010
0.405000	0.385305	-0.000030	0.148460	0.862475	-0.000222	0.743864
0.406000	0.386167	-0.000031	0.149125	0.861810	-0.000223	0.742716
0.407000	0.387028	-0.000031	0.149791	0.861143	-0.000224	0.741567
0.408000	0.387889	-0.000031	0.150458	0.860474	-0.000225	0.740416
0.409000	0.388749	-0.000031	0.151126	0.859804	-0.000226	0.739264
0.410000	0.389609	-0.000032	0.151795	0.859133	-0.000227	0.738110
0.411000	0.390467	-0.000032	0.152465	0.858460	-0.000228	0.736954
0.412000	0.391325	-0.000032	0.153136	0.857786	-0.000229	0.735796
0.413000	0.392183	-0.000032	0.153807	0.857110	-0.000230	0.734637
0.414000	0.393040	-0.000032	0.154480	0.856432	-0.000231	0.733477
0.415000	0.393896	-0.000033	0.155154	0.855754	-0.000232	0.732314
0.416000	0.394751	-0.000033	0.155829	0.855073	-0.000233	0.731150
0.417000	0.395606	-0.000033	0.156504	0.854391	-0.000235	0.729985
0.418000	0.396460	-0.000033	0.157181	0.853708	-0.000236	0.728818
0.419000	0.397313	-0.000034	0.157858	0.853023	-0.000237	0.727649
0.420000	0.398166	-0.000034	0.158536	0.852337	-0.000238	0.726479
0.421000	0.399018	-0.000034	0.159215	0.851650	-0.000239	0.725307
0.422000	0.399869	-0.000034	0.159895	0.850960	-0.000240	0.724134
0.423000	0.400720	-0.000035	0.160576	0.850270	-0.000241	0.722959
0.424000	0.401570	-0.000035	0.161258	0.849578	-0.000242	0.721782
0.425000	0.402419	-0.000035	0.161941	0.848884	-0.000243	0.720604
0.426000	0.403268	-0.000035	0.162625	0.848189	-0.000244	0.719425
0.427000	0.404115	-0.000036	0.163309	0.847493	-0.000245	0.718244
0.428000	0.404963	-0.000036	0.163995	0.846795	-0.000246	0.717061
0.429000	0.405809	-0.000036	0.164681	0.846095	-0.000248	0.715877
0.430000	0.406655	-0.000036	0.165368	0.845394	-0.000249	0.714692
0.431000	0.407500	-0.000037	0.166056	0.844692	-0.000250	0.713505
0.432000	0.408344	-0.000037	0.166745	0.843988	-0.000251	0.712316
0.433000	0.409188	-0.000037	0.167435	0.843283	-0.000252	0.711126
0.434000	0.410031	-0.000037	0.168125	0.842576	-0.000253	0.709935
0.435000	0.410873	-0.000038	0.168817	0.841868	-0.000254	0.708742
0.436000	0.411715	-0.000038	0.169509	0.841159	-0.000255	0.707548
0.437000	0.412555	-0.000038	0.170202	0.840448	-0.000256	0.706352
0.438000	0.413395	-0.000038	0.170896	0.839735	-0.000257	0.705155
0.439000	0.414235	-0.000039	0.171590	0.839021	-0.000259	0.703956
0.440000	0.415073	-0.000039	0.172286	0.838306	-0.000260	0.702756
0.441000	0.415911	-0.000039	0.172982	0.837589	-0.000261	0.701555
0.442000	0.416749	-0.000039	0.173679	0.836871	-0.000262	0.700352
0.443000	0.417585	-0.000040	0.174377	0.836151	-0.000263	0.699148
0.444000	0.418421	-0.000040	0.175076	0.835430	-0.000264	0.697943
0.445000	0.419256	-0.000040	0.175776	0.834707	-0.000265	0.696736
0.446000	0.420090	-0.000040	0.176476	0.833983	-0.000266	0.695528
0.447000	0.420924	-0.000041	0.177177	0.833257	-0.000268	0.694318
0.448000	0.421757	-0.000041	0.177879	0.832530	-0.000269	0.693107
0.449000	0.422589	-0.000041	0.178581	0.831802	-0.000270	0.691895
0.450000	0.423420	-0.000042	0.179285	0.831072	-0.000271	0.690681
0.451000	0.424251	-0.000042	0.179989	0.830341	-0.000272	0.689466
0.452000	0.425081	-0.000042	0.180694	0.829608	-0.000273	0.688250
0.453000	0.425910	-0.000042	0.181400	0.828874	-0.000274	0.687033
0.454000	0.426739	-0.000043	0.182106	0.828139	-0.000275	0.685814
0.455000	0.427567	-0.000043	0.182813	0.827402	-0.000277	0.684594
0.456000	0.428394	-0.000043	0.183521	0.826663	-0.000278	0.683372
0.457000	0.429220	-0.000043	0.184230	0.825924	-0.000279	0.682150
0.458000	0.430046	-0.000044	0.184939	0.825182	-0.000280	0.680926
0.459000	0.430870	-0.000044	0.185649	0.824440	-0.000281	0.679701
0.460000	0.431694	-0.000044	0.186360	0.823696	-0.000282	0.678475
0.461000	0.432518	-0.000045	0.187072	0.822950	-0.000284	0.677247
0.462000	0.433340	-0.000045	0.187784	0.822203	-0.000285	0.676018
0.463000	0.434162	-0.000045	0.188497	0.821455	-0.000286	0.674788
0.464000	0.434983	-0.000045	0.189210	0.820705	-0.000287	0.673557
0.465000	0.435804	-0.000046	0.189925	0.819954	-0.000288	0.672324
0.466000	0.436623	-0.000046	0.190640	0.819201	-0.000289	0.671091
0.467000	0.437442	-0.000046	0.191355	0.818447	-0.000290	0.669856
0.468000	0.438260	-0.000047	0.192072	0.817692	-0.000292	0.668620
0.469000	0.439077	-0.000047	0.192789	0.816935	-0.000293	0.667383
0.470000	0.439894	-0.000047	0.193507	0.816177	-0.000294	0.666145
0.471000	0.440710	-0.000047	0.194225	0.815417	-0.000295	0.664905
0.472000	0.441525	-0.000048	0.194944	0.814656	-0.000296	0.663665
0.473000	0.442339	-0.000048	0.195664	0.813894	-0.000298	0.662423
0.474000	0.443153	-0.000048	0.196384	0.813130	-0.000299	0.661180
0.475000	0.443965	-0.000049	0.197105	0.812364	-0.000300	0.659936
0.476000	0.444777	-0.000049	0.197827	0.811598	-0.000301	0.658691
0.477000	0.445588	-0.000049	0.198549	0.810830	-0.000302	0.657445
