# r [fm]	u_real	u_imag	|u|^2	du_real	du_imag	|du|^2
0.855000	0.685840	-0.000260	0.470377	0.434122	-0.000835	0.188463
0.856000	0.686274	-0.000261	0.470972	0.432939	-0.000836	0.187437
0.857000	0.686706	-0.000262	0.471566	0.431754	-0.000838	0.186412
0.858000	0.687137	-0.000263	0.472158	0.430569	-0.000839	0.185390
0.859000	0.687567	-0.000264	0.472749	0.429383	-0.000841	0.184371
0.860000	0.687996	-0.000264	0.473339	0.428197	-0.000842	0.183353
0.861000	0.688424	-0.000265	0.473927	0.427009	-0.000844	0.182338
0.862000	0.688850	-0.000266	0.474515	0.425821	-0.000845	0.181324
0.863000	0.689275	-0.000267	0.475101	0.424632	-0.000847	0.180313
0.864000	0.689699	-0.000268	0.475685	0.423443	-0.000848	0.179304
0.865000	0.690122	-0.000269	0.476269	0.422252	-0.000850	0.178298
0.866000	0.690544	-0.000270	0.476851	0.421061	-0.000851	0.177293
0.867000	0.690964	-0.000270	0.477432	0.419870	-0.000853	0.176291
0.868000	0.691384	-0.000271	0.478012	0.418677	-0.000854	0.175291
0.869000	0.691802	-0.000272	0.478590	0.417484	-0.000856	0.174294
0.870000	0.692219	-0.000273	0.479167	0.416290	-0.000857	0.173298
0.871000	0.692634	-0.000274	0.479742	0.415095	-0.000859	0.172305
0.872000	0.693049	-0.000275	0.480317	0.413900	-0.000860	0.171314
0.873000	0.693462	-0.000276	0.480890	0.412704	-0.000862	0.170325
0.874000	0.693874	-0.000276	0.481462	0.411507	-0.000863	0.169339
0.875000	0.694285	-0.000277	0.482032	0.410310	-0.000865	0.168355
0.876000	0.694695	-0.000278	0.482601	0.409111	-0.000866	0.167373
0.877000	0.695103	-0.000279	0.483169	0.407913	-0.000868	0.166393
0.878000	0.695511	-0.000280	0.483735	0.406713	-0.000869	0.165416
0.879000	0.695917	-0.000281	0.484300	0.405513	-0.000871	0.164441
0.880000	0.696322	-0.000282	0.484864	0.404312	-0.000872	0.163469
0.881000	0.696725	-0.000282	0.485426	0.403110	-0.000874	0.162498
0.882000	0.697128	-0.000283	0.485987	0.401908	-0.000875	0.161530
0.883000	0.697529	-0.000284	0.486547	0.400704	-0.000877	0.160565
0.884000	0.697929	-0.000285	0.487105	0.399501	-0.000878	0.159602
0.885000	0.698328	-0.000286	0.487662	0.398296	-0.000880	0.158641
0.886000	0.698726	-0.000287	0.488218	0.397091	-0.000881	0.157682
0.887000	0.699122	-0.000288	0.488772	0.395885	-0.000883	0.156726
0.888000	0.699518	-0.000289	0.489325	0.394679	-0.000884	0.155772
0.889000	0.699912	-0.000290	0.489877	0.393471	-0.000886	0.154821
0.890000	0.700305	-0.000290	0.490427	0.392263	-0.000887	0.153871
0.891000	0.700696	-0.000291	0.490975	0.391055	-0.000889	0.152925
0.892000	0.701087	-0.000292	0.491523	0.389846	-0.000890	0.151980
0.893000	0.701476	-0.000293	0.492069	0.388636	-0.000892	0.151039
0.894000	0.701864	-0.000294	0.492613	0.387425	-0.000893	0.150099
0.895000	0.702251	-0.000295	0.493156	0.386214	-0.000895	0.149162
0.896000	0.702636	-0.000296	0.493698	0.385002	-0.000896	0.148227
0.897000	0.703021	-0.000297	0.494238	0.383789	-0.000898	0.147295
0.898000	0.703404	-0.000298	0.494777	0.382576	-0.000899	0.146365
0.899000	0.703786	-0.000298	0.495315	0.381362	-0.000901	0.145438
0.900000	0.704167	-0.000299	0.495851	0.380148	-0.000902	0.144513
0.901000	0.704546	-0.000300	0.496386	0.378932	-0.000904	0.143591
0.902000	0.704925	-0.000301	0.496919	0.377717	-0.000905	0.142671
0.903000	0.705302	-0.000302	0.497451	0.376500	-0.000907	0.141753
0.904000	0.705678	-0.000303	0.497981	0.375283	-0.000908	0.140838
0.905000	0.706052	-0.000304	0.498510	0.374065	-0.000910	0.139925
0.906000	0.706426	-0.000305	0.499037	0.372847	-0.000911	0.139015
0.907000	0.706798	-0.000306	0.499564	0.371627	-0.000913	0.138108
0.908000	0.707169	-0.000307	0.500088	0.370408	-0.000914	0.137203
0.909000	0.707539	-0.000308	0.500611	0.369187	-0.000915	0.136300
0.910000	0.707907	-0.000308	0.501133	0.367966	-0.000917	0.135400
0.911000	0.708275	-0.000309	0.501653	0.366745	-0.000918	0.134502
0.912000	0.708641	-0.000310	0.502172	0.365522	-0.000920	0.133607
0.913000	0.709006	-0.000311	0.502689	0.364299	-0.000921	0.132715
0.914000	0.709370	-0.000312	0.503205	0.363076	-0.000923	0.131825
0.915000	0.709732	-0.000313	0.503720	0.361852	-0.000924	0.130937
0.916000	0.710093	-0.000314	0.504232	0.360627	-0.000926	0.130053
0.917000	0.710453	-0.000315	0.504744	0.359401	-0.000927	0.129170
0.918000	0.710812	-0.000316	0.505254	0.358175	-0.000929	0.128290
0.919000	0.711170	-0.000317	0.505762	0.356949	-0.000930	0.127413
0.920000	0.711526	-0.000318	0.506269	0.355721	-0.000932	0.126539
0.921000	0.711881	-0.000319	0.506775	0.354494	-0.000933	0.125667
0.922000	0.712235	-0.000320	0.507279	0.353265	-0.000935	0.124797
0.923000	0.712588	-0.000320	0.507781	0.352036	-0.000936	0.123930
0.924000	0.712939	-0.000321	0.508282	0.350806	-0.000938	0.123066
0.925000	0.713289	-0.000322	0.508782	0.349576	-0.000939	0.122204
0.926000	0.713638	-0.000323	0.509279	0.348345	-0.000941	0.121345
0.927000	0.713986	-0.000324	0.509776	0.347113	-0.000942	0.120489
0.928000	0.714332	-0.000325	0.510271	0.345881	-0.000944	0.119635
0.929000	0.714678	-0.000326	0.510764	0.344649	-0.000945	0.118783
0.930000	0.715022	-0.000327	0.511256	0.343415	-0.000947	0.117935
0.931000	0.715364	-0.000328	0.511746	0.342181	-0.000948	0.117089
0.932000	0.715706	-0.000329	0.512235	0.340947	-0.000950	0.116246
0.933000	0.716046	-0.000330	0.512722	0.339712	-0.000951	0.115405
0.934000	0.716385	-0.000331	0.513208	0.338476	-0.000952	0.114567
0.935000	0.716723	-0.000332	0.513692	0.337240	-0.000954	0.113732
0.936000	0.717060	-0.000333	0.514175	0.336003	-0.000955	0.112899
0.937000	0.717395	-0.000334	0.514656	0.334765	-0.000957	0.112069
0.938000	0.717729	-0.000335	0.515136	0.333527	-0.000958	0.111241
0.939000	0.718062	-0.000336	0.515614	0.332289	-0.000960	0.110417
0.940000	0.718394	-0.000337	0.516090	0.331050	-0.000961	0.109595
0.941000	0.718724	-0.000338	0.516565	0.329810	-0.000963	0.108776
0.942000	0.719054	-0.000339	0.517038	0.328570	-0.000964	0.107959
0.943000	0.719382	-0.000339	0.517510	0.327329	-0.000966	0.107145
0.944000	0.719708	-0.000340	0.517980	0.326087	-0.000967	0.106334
0.945000	0.720034	-0.000341	0.518449	0.324845	-0.000969	0.105525
0.946000	0.720358	-0.000342	0.518916	0.323603	-0.000970	0.104720
0.947000	0.720681	-0.000343	0.519381	0.322360	-0.000972	0.103917
0.948000	0.721003	-0.000344	0.519845	0.321116	-0.000973	0.103116
0.949000	0.721323	-0.000345	0.520307	0.319872	-0.000974	0.102319
0.950000	0.721642	-0.000346	0.520768	0.318627	-0.000976	0.101524
0.951000	0.721960	-0.000347	0.521227	0.317382	-0.000977	0.100732
0.952000	0.722277	-0.000348	0.521684	0.316136	-0.000979	0.099943
0.953000	0.722593	-0.000349	0.522140	0.314889	-0.000980	0.099156
0.954000	0.722907	-0.000350	0.522595	0.313643	-0.000982	0.098373
0.955000	0.723220	-0.000351	0.523047	0.312395	-0.000983	0.097592
0.956000	0.723532	-0.000352	0.523498	0.311147	-0.000985	0.096813
0.957000	0.723842	-0.000353	0.523948	0.309898	-0.000986	0.096038
0.958000	0.724152	-0.000354	0.524396	0.308649	-0.000988	0.095265
0.959000	0.724460	-0.000355	0.524842	0.307400	-0.000989	0.094496
0.960000	0.724766	-0.000356	0.525286	0.306150	-0.000990	0.093728
0.961000	0.725072	-0.000357	0.525729	0.304899	-0.000992	0.092964
0.962000	0.725376	-0.000358	0.526171	0.303648	-0.000993	0.092203
0.963000	0.725679	-0.000359	0.526610	0.302396	-0.000995	0.091444
0.964000	0.725981	-0.000360	0.527048	0.301144	-0.000996	0.090688
0.965000	0.726281	-0.000361	0.527485	0.299891	-0.000998	0.089935
0.966000	0.726581	-0.000362	0.527920	0.298637	-0.000999	0.089185
0.967000	0.726879	-0.000363	0.528353	0.297384	-0.001001	0.088438
0.968000	0.727176	-0.000364	0.528784	0.296129	-0.001002	0.087694
0.969000	0.727471	-0.000365	0.529214	0.294874	-0.001003	0.086952
0.970000	0.727765	-0.000366	0.529642	0.293619	-0.001005	0.086213
0.971000	0.728058	-0.000367	0.530069	0.292363	-0.001006	0.085477
0.972000	0.728350	-0.000368	0.530494	0.291107	-0.001008	0.084744
0.973000	0.728640	-0.000369	0.530917	0.289850	-0.001009	0.084014
0.974000	0.728930	-0.000370	0.531339	0.288593	-0.001011	0.083287
0.975000	0.729218	-0.000371	0.531759	0.287335	-0.001012	0.082562
0.976000	0.729504	-0.000372	0.532177	0.286076	-0.001014	0.081841
0.977000	0.729790	-0.000373	0.532593	0.284818	-0.001015	0.081122
0.978000	0.730074	-0.000374	0.533008	0.283558	-0.001016	0.080406
0.979000	0.730357	-0.000375	0.533421	0.282298	-0.001018	0.079693
0.980000	0.730639	-0.000376	0.533833	0.281038	-0.001019	0.078983
0.981000	0.730919	-0.000377	0.534243	0.279777	-0.001021	0.078276
0.982000	0.731198	-0.000378	0.534651	0.278516	-0.001022	0.077572
0.983000	0.731476	-0.000379	0.535057	0.277254	-0.001024	0.076871
0.984000	0.731753	-0.000380	0.535462	0.275992	-0.001025	0.076173
0.985000	0.732028	-0.000381	0.535865	0.274729	-0.001026	0.075477
0.986000	0.732302	-0.000382	0.536267	0.273466	-0.001028	0.074785
0.987000	0.732575	-0.000383	0.536666	0.272202	-0.001029	0.074095
0.988000	0.732847	-0.000384	0.537064	0.270938	-0.001031	0.073409
0.989000	0.733117	-0.000385	0.537460	0.269674	-0.001032	0.072725
0.990000	0.733386	-0.000386	0.537855	0.268408	-0.001034	0.072044
0.991000	0.733654	-0.000388	0.538248	0.267143	-0.001035	0.071366
0.992000	0.733920	-0.000389	0.538639	0.265877	-0.001036	0.070692
0.993000	0.734185	-0.000390	0.539028	0.264611	-0.001038	0.070020
0.994000	0.734449	-0.000391	0.539416	0.263344	-0.001039	0.069351
0.995000	0.734712	-0.000392	0.539802	0.262076	-0.001041	0.068685
0.996000	0.734974	-0.000393	0.540186	0.260808	-0.001042	0.068022
0.997000	0.735234	-0.000394	0.540569	0.259540	-0.001044	0.067362
0.998000	0.735493	-0.000395	0.540950	0.258271	-0.001045	0.066705
0.999000	0.735750	-0.000396	0.541329	0.257002	-0.001046	0.066051
1.000000	0.736007	-0.000397	0.541706	0.255733	-0.001048	0.065400
1.001000	0.736262	-0.000398	0.542081	0.254463	-0.001049	0.064752
1.002000	0.736516	-0.000399	0.542455	0.253192	-0.001051	0.064107
1.003000	0.736768	-0.000400	0.542827	0.251921	-0.001052	0.063465
1.004000	0.737019	-0.000401	0.543198	0.250650	-0.001053	0.062826
1.005000	0.737269	-0.000402	0.543566	0.249378	-0.001055	0.062191
1.006000	0.737518	-0.000403	0.543933	0.248106	-0.001056	0.061558
1.007000	0.737766	-0.000404	0.544298	0.246833	-0.001058	0.060928
1.008000	0.738012	-0.000405	0.544662	0.245560	-0.001059	0.060301
1.009000	0.738257	-0.000406	0.545023	0.244287	-0.001060	0.059677
1.010000	0.738500	-0.000407	0.545383	0.243013	-0.001062	0.059056
1.011000	0.738743	-0.000409	0.545741	0.241738	-0.001063	0.058439
1.012000	0.738984	-0.000410	0.546097	0.240464	-0.001065	0.057824
1.013000	0.739224	-0.000411	0.546452	0.239188	-0.001066	0.057212
1.014000	0.739462	-0.000412	0.546805	0.237913	-0.001067	0.056604
1.015000	0.739699	-0.000413	0.547156	0.236637	-0.001069	0.055998
1.016000	0.739935	-0.000414	0.547505	0.235360	-0.001070	0.055396
1.017000	0.740170	-0.000415	0.547852	0.234084	-0.001072	0.054796
1.018000	0.740404	-0.000416	0.548198	0.232806	-0.001073	0.054200
1.019000	0.740636	-0.000417	0.548542	0.231529	-0.001074	0.053607
1.020000	0.740867	-0.000418	0.548884	0.230251	-0.001076	0.053017
1.021000	0.741096	-0.000419	0.549224	0.228972	-0.001077	0.052430
1.022000	0.741325	-0.000420	0.549562	0.227694	-0.001079	0.051846
1.023000	0.741552	-0.000421	0.549899	0.226414	-0.001080	0.051265
1.024000	0.741777	-0.000422	0.550234	0.225135	-0.001081	0.050687
1.025000	0.742002	-0.000424	0.550567	0.223855	-0.001083	0.050112
1.026000	0.742225	-0.000425	0.550898	0.222574	-0.001084	0.049541
1.027000	0.742447	-0.000426	0.551228	0.221294	-0.001086	0.048972
1.028000	0.742668	-0.000427	0.551556	0.220013	-0.001087	0.048407
1.029000	0.742887	-0.000428	0.551882	0.218731	-0.001088	0.047844
1.030000	0.743105	-0.000429	0.552206	0.217449	-0.001090	0.047285
1.031000	0.743322	-0.000430	0.552528	0.216167	-0.001091	0.046729
1.032000	0.743538	-0.000431	0.552848	0.214884	-0.001092	0.046176
1.033000	0.743752	-0.000432	0.553167	0.213601	-0.001094	0.045627
1.034000	0.743965	-0.000433	0.553484	0.212318	-0.001095	0.045080
1.035000	0.744176	-0.000434	0.553799	0.211034	-0.001097	0.044537
1.036000	0.744387	-0.000436	0.554112	0.209750	-0.001098	0.043996
1.037000	0.744596	-0.000437	0.554423	0.208466	-0.001099	0.043459
1.038000	0.744804	-0.000438	0.554733	0.207181	-0.001101	0.042925
1.039000	0.745010	-0.000439	0.555041	0.205896	-0.001102	0.042394
1.040000	0.745216	-0.000440	0.555346	0.204610	-0.001103	0.041866
1.041000	0.745420	-0.000441	0.555650	0.203324	-0.001105	0.041342
1.042000	0.745622	-0.000442	0.555953	0.202038	-0.001106	0.040821
1.043000	0.745824	-0.000443	0.556253	0.200751	-0.001107	0.040302
1.044000	0.746024	-0.000444	0.556552	0.199464	-0.001109	0.039787
1.045000	0.746223	-0.000445	0.556848	0.198177	-0.001110	0.039275
1.046000	0.746420	-0.000447	0.557143	0.196889	-0.001112	0.038767
1.047000	0.746616	-0.000448	0.557436	0.195601	-0.001113	0.038261
1.048000	0.746811	-0.000449	0.557727	0.194313	-0.001114	0.037759
1.049000	0.747005	-0.000450	0.558017	0.193025	-0.001116	0.037260
1.050000	0.747197	-0.000451	0.558304	0.191736	-0.001117	0.036764
1.051000	0.747388	-0.000452	0.558590	0.190446	-0.001118	0.036271
1.052000	0.747578	-0.000453	0.558873	0.189157	-0.001120	0.035781
1.053000	0.747767	-0.000454	0.559155	0.187867	-0.001121	0.035295
1.054000	0.747954	-0.000456	0.559435	0.186576	-0.001122	0.034812
1.055000	0.748140	-0.000457	0.559714	0.185286	-0.001124	0.034332
1.056000	0.748325	-0.000458	0.559990	0.183995	-0.001125	0.033855
1.057000	0.748508	-0.000459	0.560264	0.182704	-0.001126	0.033382
1.058000	0.748690	-0.000460	0.560537	0.181412	-0.001128	0.032912
1.059000	0.748871	-0.000461	0.560808	0.180120	-0.001129	0.032445
1.060000	0.749050	-0.000462	0.561076	0.178828	-0.001130	0.031981
1.061000	0.749228	-0.000463	0.561343	0.177536	-0.001132	0.031520
1.062000	0.749405	-0.000465	0.561608	0.176243	-0.001133	0.031063
1.063000	0.749581	-0.000466	0.561872	0.174950	-0.001134	0.030609
1.064000	0.749755	-0.000467	0.562133	0.173656	-0.001136	0.030158
1.065000	0.749928	-0.000468	0.562392	0.172363	-0.001137	0.029710
1.066000	0.750100	-0.000469	0.562650	0.171069	-0.001138	0.029266
1.067000	0.750270	-0.000470	0.562906	0.169774	-0.001140	0.028825
1.068000	0.750439	-0.000471	0.563160	0.168480	-0.001141	0.028387
1.069000	0.750607	-0.000472	0.563411	0.167185	-0.001142	0.027952
1.070000	0.750774	-0.000474	0.563662	0.165890	-0.001144	0.027521
1.071000	0.750939	-0.000475	0.563910	0.164594	-0.001145	0.027093
1.072000	0.751103	-0.000476	0.564156	0.163298	-0.001146	0.026668
1.073000	0.751266	-0.000477	0.564400	0.162002	-0.001148	0.026246
1.074000	0.751427	-0.000478	0.564643	0.160706	-0.001149	0.025828
1.075000	0.751587	-0.000479	0.564883	0.159410	-0.001150	0.025413
1.076000	0.751746	-0.000481	0.565122	0.158113	-0.001152	0.025001
1.077000	0.751903	-0.000482	0.565359	0.156816	-0.001153	0.024592
1.078000	0.752059	-0.000483	0.565594	0.155518	-0.001154	0.024187
1.079000	0.752214	-0.000484	0.565827	0.154221	-0.001156	0.023785
1.080000	0.752368	-0.000485	0.566058	0.152923	-0.001157	0.023387
1.081000	0.752520	-0.000486	0.566287	0.151624	-0.001158	0.022991
1.082000	0.752671	-0.000487	0.566514	0.150326	-0.001159	0.022599
1.083000	0.752821	-0.000489	0.566739	0.149027	-0.001161	0.022210
1.084000	0.752969	-0.000490	0.566963	0.147728	-0.001162	0.021825
1.085000	0.753116	-0.000491	0.567184	0.146429	-0.001163	0.021443
1.086000	0.753262	-0.000492	0.567404	0.145130	-0.001165	0.021064
1.087000	0.753407	-0.000493	0.567622	0.143830	-0.001166	0.020688
1.088000	0.753550	-0.000494	0.567837	0.142530	-0.001167	0.020316
1.089000	0.753692	-0.000496	0.568051	0.141230	-0.001169	0.019947
1.090000	0.753832	-0.000497	0.568263	0.139929	-0.001170	0.019582
1.091000	0.753971	-0.000498	0.568473	0.138629	-0.001171	0.019219
1.092000	0.754109	-0.000499	0.568681	0.137328	-0.001172	0.018860
1.093000	0.754246	-0.000500	0.568887	0.136026	-0.001174	0.018505
1.094000	0.754381	-0.000501	0.569092	0.134725	-0.001175	0.018152
1.095000	0.754516	-0.000503	0.569294	0.133423	-0.001176	0.017803
1.096000	0.754648	-0.000504	0.569494	0.132122	-0.001178	0.017457
1.097000	0.754780	-0.000505	0.569693	0.130819	-0.001179	0.017115
1.098000	0.754910	-0.000506	0.569889	0.129517	-0.001180	0.016776
1.099000	0.755039	-0.000507	0.570084	0.128215	-0.001181	0.016440
1.100000	0.755166	-0.000509	0.570277	0.126912	-0.001183	0.016108
1.101000	0.755293	-0.000510	0.570467	0.125609	-0.001184	0.015779
1.102000	0.755418	-0.000511	0.570656	0.124306	-0.001185	0.015453
1.103000	0.755541	-0.000512	0.570843	0.123002	-0.001186	0.015131
1.104000	0.755664	-0.000513	0.571028	0.121699	-0.001188	0.014812
1.105000	0.755785	-0.000514	0.571211	0.120395	-0.001189	0.014496
1.106000	0.755904	-0.000516	0.571392	0.119091	-0.001190	0.014184
1.107000	0.756023	-0.000517	0.571571	0.117786	-0.001192	0.013875
1.108000	0.756140	-0.000518	0.571748	0.116482	-0.001193	0.013569
1.109000	0.756256	-0.000519	0.571923	0.115177	-0.001194	0.013267
1.110000	0.756370	-0.000520	0.572096	0.113872	-0.001195	0.012968
1.111000	0.756484	-0.000522	0.572268	0.112567	-0.001197	0.012673
1.112000	0.756595	-0.000523	0.572437	0.111262	-0.001198	0.012381
1.113000	0.756706	-0.000524	0.572604	0.109957	-0.001199	0.012092
1.114000	0.756815	-0.000525	0.572770	0.108651	-0.001200	0.011806
1.115000	0.756923	-0.000526	0.572933	0.107345	-0.001202	0.011524
1.116000	0.757030	-0.000528	0.573095	0.106039	-0.001203	0.011246
1.117000	0.757135	-0.000529	0.573254	0.104733	-0.001204	0.010970
1.118000	0.757240	-0.000530	0.573412	0.103427	-0.001205	0.010699
1.119000	0.757342	-0.000531	0.573568	0.102120	-0.001207	0.010430
1.120000	0.757444	-0.000532	0.573721	0.100813	-0.001208	0.010165
1.121000	0.757544	-0.000534	0.573873	0.099506	-0.001209	0.009903
1.122000	0.757643	-0.000535	0.574023	0.098199	-0.001210	0.009645
1.123000	0.757740	-0.000536	0.574171	0.096892	-0.001212	0.009390
1.124000	0.757837	-0.000537	0.574317	0.095585	-0.001213	0.009138
1.125000	0.757931	-0.000538	0.574460	0.094277	-0.001214	0.008890
1.126000	0.758025	-0.000540	0.574602	0.092969	-0.001215	0.008645
1.127000	0.758117	-0.000541	0.574742	0.091661	-0.001216	0.008403
1.128000	0.758208	-0.000542	0.574880	0.090353	-0.001218	0.008165
1.129000	0.758298	-0.000543	0.575016	0.089045	-0.001219	0.007931
1.130000	0.758387	-0.000545	0.575150	0.087737	-0.001220	0.007699
1.131000	0.758474	-0.000546	0.575283	0.086428	-0.001221	0.007471
1.132000	0.758559	-0.000547	0.575413	0.085120	-0.001223	0.007247
1.133000	0.758644	-0.000548	0.575541	0.083811	-0.001224	0.007026
1.134000	0.758727	-0.000549	0.575667	0.082502	-0.001225	0.006808
1.135000	0.758809	-0.000551	0.575791	0.081193	-0.001226	0.006594
1.136000	0.758889	-0.000552	0.575913	0.079884	-0.001227	0.006383
1.137000	0.758969	-0.000553	0.576034	0.078574	-0.001229	0.006175
1.138000	0.759047	-0.000554	0.576152	0.077265	-0.001230	0.005971
1.139000	0.759123	-0.000556	0.576268	0.075955	-0.001231	0.005771
1.140000	0.759198	-0.000557	0.576383	0.074645	-0.001232	0.005573
1.141000	0.759272	-0.000558	0.576495	0.073335	-0.001233	0.005380
1.142000	0.759345	-0.000559	0.576605	0.072025	-0.001235	0.005189
1.143000	0.759416	-0.000561	0.576714	0.070715	-0.001236	0.005002
1.144000	0.759487	-0.000562	0.576820	0.069405	-0.001237	0.004819
1.145000	0.759555	-0.000563	0.576925	0.068094	-0.001238	0.004638
1.146000	0.759623	-0.000564	0.577027	0.066784	-0.001239	0.004462
1.147000	0.759689	-0.000565	0.577128	0.065473	-0.001241	0.004288
1.148000	0.759754	-0.000567	0.577226	0.064163	-0.001242	0.004118
1.149000	0.759817	-0.000568	0.577323	0.062852	-0.001243	0.003952
1.150000	0.759879	-0.000569	0.577417	0.061541	-0.001244	0.003789
1.151000	0.759940	-0.000570	0.577510	0.060230	-0.001245	0.003629
1.152000	0.760000	-0.000572	0.577600	0.058919	-0.001247	0.003473
1.153000	0.760058	-0.000573	0.577689	0.057607	-0.001248	0.003320
1.154000	0.760115	-0.000574	0.577775	0.056296	-0.001249	0.003171
1.155000	0.760171	-0.000575	0.577860	0.054984	-0.001250	0.003025
1.156000	0.760225	-0.000577	0.577942	0.053673	-0.001251	0.002882
1.157000	0.760278	-0.000578	0.578023	0.052361	-0.001252	0.002743
1.158000	0.760330	-0.000579	0.578102	0.051049	-0.001254	0.002608
1.159000	0.760380	-0.000580	0.578178	0.049738	-0.001255	0.002475
1.160000	0.760429	-0.000582	0.578253	0.048426	-0.001256	0.002347
1.161000	0.760477	-0.000583	0.578326	0.047114	-0.001257	0.002221
1.162000	0.760523	-0.000584	0.578396	0.045802	-0.001258	0.002099
1.163000	0.760569	-0.000585	0.578465	0.044489	-0.001259	0.001981
1.164000	0.760612	-0.000587	0.578532	0.043177	-0.001261	0.001866
1.165000	0.760655	-0.000588	0.578596	0.041865	-0.001262	0.001754
1.166000	0.760696	-0.000589	0.578659	0.040552	-0.001263	0.001646
1.167000	0.760736	-0.000591	0.578720	0.039240	-0.001264	0.001541
1.168000	0.760775	-0.000592	0.578778	0.037927	-0.001265	0.001440
1.169000	0.760812	-0.000593	0.578835	0.036615	-0.001266	0.001342
1.170000	0.760848	-0.000594	0.578890	0.035302	-0.001267	0.001248
1.171000	0.760883	-0.000596	0.578943	0.033990	-0.001269	0.001157
1.172000	0.760916	-0.000597	0.578993	0.032677	-0.001270	0.001069
1.173000	0.760948	-0.000598	0.579042	0.031364	-0.001271	0.000985
1.174000	0.760979	-0.000599	0.579089	0.030051	-0.001272	0.000905
1.175000	0.761008	-0.000601	0.579134	0.028738	-0.001273	0.000827
1.176000	0.761036	-0.000602	0.579176	0.027425	-0.001274	0.000754
1.177000	0.761063	-0.000603	0.579217	0.026112	-0.001275	0.000683
1.178000	0.761088	-0.000605	0.579256	0.024799	-0.001277	0.000617
1.179000	0.761112	-0.000606	0.579293	0.023486	-0.001278	0.000553
1.180000	0.761135	-0.000607	0.579327	0.022173	-0.001279	0.000493
1.181000	0.761157	-0.000608	0.579360	0.020860	-0.001280	0.000437
1.182000	0.761177	-0.000610	0.579391	0.019546	-0.001281	0.000384
1.183000	0.761196	-0.000611	0.579420	0.018233	-0.001282	0.000334
1.184000	0.761213	-0.000612	0.579446	0.016920	-0.001283	0.000288
1.185000	0.761230	-0.000613	0.579471	0.015606	-0.001284	0.000245
1.186000	0.761245	-0.000615	0.579494	0.014293	-0.001285	0.000206
1.187000	0.761258	-0.000616	0.579515	0.012980	-0.001287	0.000170
1.188000	0.761271	-0.000617	0.579533	0.011666	-0.001288	0.000138
1.189000	0.761282	-0.000619	0.579550	0.010353	-0.001289	0.000109
1.190000	0.761291	-0.000620	0.579565	0.009039	-0.001290	0.000083
1.191000	0.761300	-0.000621	0.579578	0.007726	-0.001291	0.000061
1.192000	0.761307	-0.000622	0.579588	0.006412	-0.001292	0.000043
1.193000	0.761313	-0.000624	0.579597	0.005099	-0.001293	0.000028
1.194000	0.761317	-0.000625	0.579604	0.003785	-0.001294	0.000016
1.195000	0.761320	-0.000626	0.579609	0.002472	-0.001295	0.000008
1.196000	0.761322	-0.000628	0.579611	0.001158	-0.001296	0.000003
1.197000	0.761322	-0.000629	0.579612	-0.000155	-0.001298	0.000002
1.198000	0.761322	-0.000630	0.579611	-0.001469	-0.001299	0.000004
1.199000	0.761319	-0.000632	0.579608	-0.002782	-0.001300	0.000009
1.200000	0.761316	-0.000633	0.579603	-0.004096	-0.001301	0.000018
1.201000	0.761311	-0.000634	0.579595	-0.005409	-0.001302	0.000031
1.202000	0.761305	-0.000635	0.579586	-0.006723	-0.001303	0.000047
1.203000	0.761298	-0.000637	0.579575	-0.008036	-0.001304	0.000066
1.204000	0.761289	-0.000638	0.579562	-0.009349	-0.001305	0.000089
1.205000	0.761279	-0.000639	0.579546	-0.010663	-0.001306	0.000115
1.206000	0.761268	-0.000641	0.579529	-0.011976	-0.001307	0.000145
1.207000	0.761255	-0.000642	0.579510	-0.013290	-0.001308	0.000178
1.208000	0.761241	-0.000643	0.579489	-0.014603	-0.001309	0.000215
1.209000	0.761226	-0.000645	0.579465	-0.015916	-0.001310	0.000255
1.210000	0.761209	-0.000646	0.579440	-0.017230	-0.001311	0.000299
1.211000	0.761192	-0.000647	0.579413	-0.018543	-0.001313	0.000346
1.212000	0.761172	-0.000649	0.579384	-0.019856	-0.001314	0.000396
1.213000	0.761152	-0.000650	0.579353	-0.021170	-0.001315	0.000450
1.214000	0.761130	-0.000651	0.579319	-0.022483	-0.001316	0.000507
1.215000	0.761107	-0.000653	0.579284	-0.023796	-0.001317	0.000568
1.216000	0.761082	-0.000654	0.579247	-0.025109	-0.001318	0.000632
1.217000	0.761057	-0.000655	0.579208	-0.026422	-0.001319	0.000700
1.218000	0.761030	-0.000656	0.579166	-0.027735	-0.001320	0.000771
1.219000	0.761001	-0.000658	0.579123	-0.029048	-0.001321	0.000846
1.220000	0.760971	-0.000659	0.579078	-0.030361	-0.001322	0.000924
1.221000	0.760940	-0.000660	0.579031	-0.031674	-0.001323	0.001005
1.222000	0.760908	-0.000662	0.578982	-0.032987	-0.001324	0.001090
1.223000	0.760874	-0.000663	0.578930	-0.034299	-0.001325	0.001178
1.224000	0.760840	-0.000664	0.578877	-0.035612	-0.001326	0.001270
1.225000	0.760803	-0.000666	0.578822	-0.036925	-0.001327	0.001365
1.226000	0.760766	-0.000667	0.578765	-0.038237	-0.001328	0.001464
1.227000	0.760727	-0.000668	0.578706	-0.039550	-0.001329	0.001566
1.228000	0.760687	-0.000670	0.578644	-0.040862	-0.001330	0.001672
1.229000	0.760645	-0.000671	0.578581	-0.042175	-0.001331	0.001780
1.230000	0.760602	-0.000672	0.578516	-0.043487	-0.001332	0.001893
