# E_lab [MeV]	delta_real [deg]	delta_imag [deg]	cross_section [mb]	S_factor [MeV*mb]
0.2060	-2.5969	0.0032	0.0010	0.2688
0.2062	-2.6001	0.0032	0.0010	0.2688
0.2063	-2.6033	0.0032	0.0010	0.2688
0.2065	-2.6066	0.0032	0.0010	0.2688
0.2067	-2.6098	0.0032	0.0010	0.2688
0.2068	-2.6130	0.0032	0.0010	0.2687
0.2070	-2.6163	0.0032	0.0010	0.2687
0.2072	-2.6195	0.0033	0.0010	0.2687
0.2073	-2.6227	0.0033	0.0010	0.2687
0.2075	-2.6260	0.0033	0.0010	0.2687
0.2077	-2.6292	0.0033	0.0010	0.2687
0.2078	-2.6324	0.0033	0.0010	0.2687
0.2080	-2.6357	0.0033	0.0010	0.2687
0.2082	-2.6389	0.0033	0.0010	0.2686
0.2083	-2.6422	0.0033	0.0010	0.2686
0.2085	-2.6454	0.0033	0.0010	0.2686
0.2087	-2.6486	0.0033	0.0010	0.2686
0.2088	-2.6519	0.0033	0.0010	0.2686
0.2090	-2.6551	0.0033	0.0010	0.2686
0.2092	-2.6583	0.0033	0.0010	0.2686
0.2093	-2.6616	0.0033	0.0010	0.2685
0.2095	-2.6648	0.0033	0.0010	0.2685
0.2097	-2.6681	0.0033	0.0010	0.2685
0.2098	-2.6713	0.0033	0.0010	0.2685
0.2100	-2.6745	0.0033	0.0010	0.2685
0.2102	-2.6778	0.0033	0.0010	0.2685
0.2103	-2.6810	0.0033	0.0010	0.2685
0.2105	-2.6842	0.0033	0.0010	0.2685
0.2107	-2.6875	0.0033	0.0010	0.2684
0.2108	-2.6907	0.0033	0.0010	0.2684
0.2110	-2.6940	0.0033	0.0010	0.2684
0.2112	-2.6972	0.0033	0.0010	0.2684
0.2113	-2.7004	0.0033	0.0010	0.2684
0.2115	-2.7037	0.0034	0.0010	0.2684
0.2117	-2.7069	0.0034	0.0010	0.2684
0.2118	-2.7101	0.0034	0.0010	0.2683
0.2120	-2.7134	0.0034	0.0010	0.2683
0.2122	-2.7166	0.0034	0.0010	0.2683
0.2123	-2.7199	0.0034	0.0010	0.2683
0.2125	-2.7231	0.0034	0.0010	0.2683
0.2127	-2.7263	0.0034	0.0010	0.2683
0.2128	-2.7296	0.0034	0.0010	0.2683
0.2130	-2.7328	0.0034	0.0010	0.2683
0.2132	-2.7361	0.0034	0.0010	0.2682
0.2133	-2.7393	0.0034	0.0010	0.2682
0.2135	-2.7425	0.0034	0.0010	0.2682
0.2137	-2.7458	0.0034	0.0010	0.2682
0.2138	-2.7490	0.0034	0.0010	0.2682
0.2140	-2.7523	0.0034	0.0010	0.2682
0.2142	-2.7555	0.0034	0.0010	0.2682
0.2143	-2.7588	0.0034	0.0010	0.2681
0.2145	-2.7620	0.0034	0.0010	0.2681
0.2147	-2.7652	0.0034	0.0010	0.2681
0.2148	-2.7685	0.0034	0.0010	0.2681
0.2150	-2.7717	0.0034	0.0010	0.2681
0.2152	-2.7750	0.0034	0.0010	0.2681
0.2153	-2.7782	0.0034	0.0010	0.2681
0.2155	-2.7814	0.0034	0.0010	0.2681
0.2157	-2.7847	0.0034	0.0010	0.2680
0.2158	-2.7879	0.0035	0.0010	0.2680
0.2160	-2.7912	0.0035	0.0010	0.2680
0.2162	-2.7944	0.0035	0.0010	0.2680
0.2163	-2.7977	0.0035	0.0010	0.2680
0.2165	-2.8009	0.0035	0.0010	0.2680
0.2167	-2.8041	0.0035	0.0010	0.2680
0.2168	-2.8074	0.0035	0.0010	0.2680
0.2170	-2.8106	0.0035	0.0010	0.2679
0.2172	-2.8139	0.0035	0.0010	0.2679
0.2173	-2.8171	0.0035	0.0010	0.2679
0.2175	-2.8204	0.0035	0.0010	0.2679
0.2177	-2.8236	0.0035	0.0010	0.2679
0.2178	-2.8268	0.0035	0.0010	0.2679
0.2180	-2.8301	0.0035	0.0010	0.2679
0.2182	-2.8333	0.0035	0.0010	0.2679
0.2183	-2.8366	0.0035	0.0010	0.2678
0.2185	-2.8398	0.0035	0.0010	0.2678
0.2187	-2.8431	0.0035	0.0010	0.2678
0.2188	-2.8463	0.0035	0.0010	0.2678
0.2190	-2.8496	0.0035	0.0010	0.2678
0.2192	-2.8528	0.0035	0.0010	0.2678
0.2193	-2.8560	0.0035	0.0010	0.2678
0.2195	-2.8593	0.0035	0.0010	0.2678
0.2197	-2.8625	0.0035	0.0010	0.2677
0.2198	-2.8658	0.0035	0.0010	0.2677
0.2200	-2.8690	0.0035	0.0010	0.2677
0.2202	-2.8723	0.0036	0.0010	0.2677
0.2203	-2.8755	0.0036	0.0010	0.2677
0.2205	-2.8788	0.0036	0.0010	0.2677
0.2207	-2.8820	0.0036	0.0010	0.2677
0.2208	-2.8853	0.0036	0.0010	0.2677
0.2210	-2.8885	0.0036	0.0010	0.2676
0.2212	-2.8917	0.0036	0.0010	0.2676
0.2213	-2.8950	0.0036	0.0010	0.2676
0.2215	-2.8982	0.0036	0.0010	0.2676
0.2217	-2.9015	0.0036	0.0010	0.2676
0.2218	-2.9047	0.0036	0.0010	0.2676
0.2220	-2.9080	0.0036	0.0010	0.2676
0.2222	-2.9112	0.0036	0.0010	0.2676
0.2223	-2.9145	0.0036	0.0010	0.2675
0.2225	-2.9177	0.0036	0.0010	0.2675
0.2227	-2.9210	0.0036	0.0010	0.2675
0.2228	-2.9242	0.0036	0.0010	0.2675
0.2230	-2.9274	0.0036	0.0010	0.2675
0.2232	-2.9307	0.0036	0.0010	0.2675
0.2233	-2.9339	0.0036	0.0010	0.2675
0.2235	-2.9372	0.0036	0.0010	0.2675
0.2237	-2.9404	0.0036	0.0010	0.2674
0.2238	-2.9437	0.0036	0.0010	0.2674
0.2240	-2.9469	0.0036	0.0010	0.2674
0.2242	-2.9502	0.0036	0.0010	0.2674
0.2243	-2.9534	0.0036	0.0010	0.2674
0.2245	-2.9567	0.0037	0.0010	0.2674
0.2247	-2.9599	0.0037	0.0010	0.2674
0.2248	-2.9632	0.0037	0.0010	0.2674
0.2250	-2.9664	0.0037	0.0010	0.2674
0.2252	-2.9697	0.0037	0.0010	0.2673
0.2253	-2.9729	0.0037	0.0010	0.2673
0.2255	-2.9761	0.0037	0.0010	0.2673
0.2257	-2.9794	0.0037	0.0010	0.2673
0.2258	-2.9826	0.0037	0.0010	0.2673
0.2260	-2.9859	0.0037	0.0010	0.2673
0.2262	-2.9891	0.0037	0.0010	0.2673
0.2263	-2.9924	0.0037	0.0010	0.2673
0.2265	-2.9956	0.0037	0.0010	0.2672
0.2267	-2.9989	0.0037	0.0010	0.2672
0.2268	-3.0021	0.0037	0.0010	0.2672
0.2270	-3.0054	0.0037	0.0010	0.2672
0.2272	-3.0086	0.0037	0.0010	0.2672
0.2273	-3.0119	0.0037	0.0010	0.2672
0.2275	-3.0151	0.0037	0.0010	0.2672
0.2277	-3.0184	0.0037	0.0010	0.2672
0.2278	-3.0216	0.0037	0.0010	0.2672
0.2280	-3.0249	0.0037	0.0010	0.2671
0.2282	-3.0281	0.0037	0.0010	0.2671
0.2283	-3.0314	0.0037	0.0010	0.2671
0.2285	-3.0346	0.0037	0.0010	0.2671
0.2287	-3.0378	0.0037	0.0010	0.2671
0.2288	-3.0411	0.0038	0.0010	0.2671
0.2290	-3.0443	0.0038	0.0010	0.2671
0.2292	-3.0476	0.0038	0.0010	0.2671
0.2293	-3.0508	0.0038	0.0010	0.2671
0.2295	-3.0541	0.0038	0.0010	0.2670
0.2297	-3.0573	0.0038	0.0010	0.2670
0.2298	-3.0606	0.0038	0.0010	0.2670
0.2300	-3.0638	0.0038	0.0010	0.2670
0.2302	-3.0671	0.0038	0.0010	0.2670
0.2303	-3.0703	0.0038	0.0010	0.2670
0.2305	-3.0736	0.0038	0.0010	0.2670
0.2307	-3.0768	0.0038	0.0010	0.2670
0.2308	-3.0801	0.0038	0.0010	0.2670
0.2310	-3.0833	0.0038	0.0010	0.2669
0.2312	-3.0866	0.0038	0.0010	0.2669
0.2313	-3.0898	0.0038	0.0010	0.2669
0.2315	-3.0931	0.0038	0.0010	0.2669
0.2317	-3.0963	0.0038	0.0010	0.2669
0.2318	-3.0996	0.0038	0.0010	0.2669
0.2320	-3.1028	0.0038	0.0010	0.2669
0.2322	-3.1061	0.0038	0.0010	0.2669
0.2323	-3.1093	0.0038	0.0010	0.2668
0.2325	-3.1126	0.0038	0.0011	0.2668
0.2327	-3.1158	0.0038	0.0011	0.2668
0.2328	-3.1190	0.0038	0.0011	0.2668
0.2330	-3.1223	0.0038	0.0011	0.2668
0.2332	-3.1255	0.0039	0.0011	0.2668
0.2333	-3.1288	0.0039	0.0011	0.2668
0.2335	-3.1320	0.0039	0.0011	0.2668
0.2337	-3.1353	0.0039	0.0011	0.2668
0.2338	-3.1385	0.0039	0.0011	0.2668
0.2340	-3.1418	0.0039	0.0011	0.2667
0.2342	-3.1450	0.0039	0.0011	0.2667
0.2343	-3.1483	0.0039	0.0011	0.2667
0.2345	-3.1515	0.0039	0.0011	0.2667
0.2347	-3.1548	0.0039	0.0011	0.2667
0.2348	-3.1580	0.0039	0.0011	0.2667
0.2350	-3.1613	0.0039	0.0011	0.2667
0.2352	-3.1645	0.0039	0.0011	0.2667
0.2353	-3.1678	0.0039	0.0011	0.2667
0.2355	-3.1710	0.0039	0.0011	0.2666
0.2357	-3.1743	0.0039	0.0011	0.2666
0.2358	-3.1775	0.0039	0.0011	0.2666
0.2360	-3.1808	0.0039	0.0011	0.2666
0.2362	-3.1840	0.0039	0.0011	0.2666
0.2363	-3.1873	0.0039	0.0011	0.2666
0.2365	-3.1905	0.0039	0.0011	0.2666
0.2367	-3.1938	0.0039	0.0011	0.2666
0.2368	-3.1970	0.0039	0.0011	0.2666
0.2370	-3.2002	0.0039	0.0011	0.2665
0.2372	-3.2035	0.0039	0.0011	0.2665
0.2373	-3.2067	0.0039	0.0011	0.2665
0.2375	-3.2100	0.0040	0.0011	0.2665
0.2377	-3.2132	0.0040	0.0011	0.2665
0.2378	-3.2165	0.0040	0.0011	0.2665
0.2380	-3.2197	0.0040	0.0011	0.2665
0.2382	-3.2230	0.0040	0.0011	0.2665
0.2383	-3.2262	0.0040	0.0011	0.2665
0.2385	-3.2295	0.0040	0.0011	0.2664
0.2387	-3.2327	0.0040	0.0011	0.2664
0.2388	-3.2360	0.0040	0.0011	0.2664
0.2390	-3.2392	0.0040	0.0011	0.2664
0.2392	-3.2425	0.0040	0.0011	0.2664
0.2393	-3.2457	0.0040	0.0011	0.2664
0.2395	-3.2490	0.0040	0.0011	0.2664
0.2397	-3.2522	0.0040	0.0011	0.2664
0.2398	-3.2555	0.0040	0.0011	0.2664
0.2400	-3.2587	0.0040	0.0011	0.2664
0.2402	-3.2620	0.0040	0.0011	0.2663
0.2403	-3.2652	0.0040	0.0011	0.2663
0.2405	-3.2684	0.0040	0.0011	0.2663
0.2407	-3.2717	0.0040	0.0011	0.2663
0.2408	-3.2749	0.0040	0.0011	0.2663
0.2410	-3.2782	0.0040	0.0011	0.2663
0.2412	-3.2814	0.0040	0.0011	0.2663
0.2413	-3.2847	0.0040	0.0011	0.2663
0.2415	-3.2879	0.0040	0.0011	0.2663
0.2417	-3.2912	0.0040	0.0011	0.2663
0.2418	-3.2944	0.0040	0.0011	0.2662
0.2420	-3.2977	0.0041	0.0011	0.2662
0.2422	-3.3009	0.0041	0.0011	0.2662
0.2423	-3.3042	0.0041	0.0011	0.2662
0.2425	-3.3074	0.0041	0.0011	0.2662
0.2427	-3.3107	0.0041	0.0011	0.2662
0.2428	-3.3139	0.0041	0.0011	0.2662
0.2430	-3.3172	0.0041	0.0011	0.2662
0.2432	-3.3204	0.0041	0.0011	0.2662
0.2433	-3.3236	0.0041	0.0011	0.2661
0.2435	-3.3269	0.0041	0.0011	0.2661
0.2437	-3.3301	0.0041	0.0011	0.2661
0.2438	-3.3334	0.0041	0.0011	0.2661
0.2440	-3.3366	0.0041	0.0011	0.2661
0.2442	-3.3399	0.0041	0.0011	0.2661
0.2443	-3.3431	0.0041	0.0011	0.2661
0.2445	-3.3464	0.0041	0.0011	0.2661
0.2447	-3.3496	0.0041	0.0011	0.2661
0.2448	-3.3529	0.0041	0.0011	0.2661
0.2450	-3.3561	0.0041	0.0011	0.2660
0.2452	-3.3594	0.0041	0.0011	0.2660
0.2453	-3.3626	0.0041	0.0011	0.2660
0.2455	-3.3658	0.0041	0.0011	0.2660
0.2457	-3.3691	0.0041	0.0011	0.2660
0.2458	-3.3723	0.0041	0.0011	0.2660
0.2460	-3.3756	0.0041	0.0011	0.2660
0.2462	-3.3788	0.0041	0.0011	0.2660
0.2463	-3.3821	0.0042	0.0011	0.2660
0.2465	-3.3853	0.0042	0.0011	0.2660
0.2467	-3.3886	0.0042	0.0011	0.2660
0.2468	-3.3918	0.0042	0.0011	0.2659
0.2470	-3.3951	0.0042	0.0011	0.2659
0.2472	-3.3983	0.0042	0.0011	0.2659
0.2473	-3.4015	0.0042	0.0011	0.2659
0.2475	-3.4048	0.0042	0.0011	0.2659
0.2477	-3.4080	0.0042	0.0011	0.2659
0.2478	-3.4113	0.0042	0.0011	0.2659
0.2480	-3.4145	0.0042	0.0011	0.2659
0.2482	-3.4178	0.0042	0.0011	0.2659
0.2483	-3.4210	0.0042	0.0011	0.2659
0.2485	-3.4243	0.0042	0.0011	0.2658
0.2487	-3.4275	0.0042	0.0011	0.2658
0.2488	-3.4307	0.0042	0.0011	0.2658
0.2490	-3.4340	0.0042	0.0011	0.2658
0.2492	-3.4372	0.0042	0.0011	0.2658
0.2493	-3.4405	0.0042	0.0011	0.2658
0.2495	-3.4437	0.0042	0.0011	0.2658
0.2497	-3.4470	0.0042	0.0011	0.2658
0.2498	-3.4502	0.0042	0.0011	0.2658
0.2500	-3.4534	0.0042	0.0011	0.2658
0.2502	-3.4567	0.0042	0.0011	0.2657
0.2503	-3.4599	0.0042	0.0011	0.2657
0.2505	-3.4632	0.0042	0.0011	0.2657
0.2507	-3.4664	0.0043	0.0011	0.2657
0.2508	-3.4697	0.0043	0.0011	0.2657
0.2510	-3.4729	0.0043	0.0011	0.2657
0.2512	-3.4762	0.0043	0.0011	0.2657
0.2513	-3.4794	0.0043	0.0011	0.2657
0.2515	-3.4826	0.0043	0.0011	0.2657
0.2517	-3.4859	0.0043	0.0011	0.2657
0.2518	-3.4891	0.0043	0.0011	0.2657
0.2520	-3.4924	0.0043	0.0011	0.2656
0.2522	-3.4956	0.0043	0.0011	0.2656
0.2523	-3.4989	0.0043	0.0011	0.2656
0.2525	-3.5021	0.0043	0.0011	0.2656
0.2527	-3.5053	0.0043	0.0011	0.2656
0.2528	-3.5086	0.0043	0.0011	0.2656
0.2530	-3.5118	0.0043	0.0011	0.2656
0.2532	-3.5151	0.0043	0.0011	0.2656
0.2533	-3.5183	0.0043	0.0011	0.2656
0.2535	-3.5215	0.0043	0.0011	0.2656
0.2537	-3.5248	0.0043	0.0011	0.2656
0.2538	-3.5280	0.0043	0.0011	0.2655
0.2540	-3.5313	0.0043	0.0011	0.2655
0.2542	-3.5345	0.0043	0.0011	0.2655
0.2543	-3.5378	0.0043	0.0011	0.2655
0.2545	-3.5410	0.0043	0.0011	0.2655
0.2547	-3.5442	0.0043	0.0011	0.2655
0.2548	-3.5475	0.0043	0.0011	0.2655
0.2550	-3.5507	0.0043	0.0011	0.2655
0.2552	-3.5540	0.0044	0.0011	0.2655
0.2553	-3.5572	0.0044	0.0011	0.2655
0.2555	-3.5604	0.0044	0.0011	0.2654
0.2557	-3.5637	0.0044	0.0011	0.2654
0.2558	-3.5669	0.0044	0.0011	0.2654
0.2560	-3.5702	0.0044	0.0011	0.2654
0.2562	-3.5734	0.0044	0.0011	0.2654
0.2563	-3.5766	0.0044	0.0011	0.2654
0.2565	-3.5799	0.0044	0.0011	0.2654
0.2567	-3.5831	0.0044	0.0011	0.2654
0.2568	-3.5864	0.0044	0.0011	0.2654
0.2570	-3.5896	0.0044	0.0011	0.2654
0.2572	-3.5928	0.0044	0.0011	0.2654
0.2573	-3.5961	0.0044	0.0011	0.2653
0.2575	-3.5993	0.0044	0.0011	0.2653
0.2577	-3.6026	0.0044	0.0011	0.2653
0.2578	-3.6058	0.0044	0.0011	0.2653
0.2580	-3.6090	0.0044	0.0011	0.2653
0.2582	-3.6123	0.0044	0.0011	0.2653
0.2583	-3.6155	0.0044	0.0011	0.2653
0.2585	-3.6187	0.0044	0.0011	0.2653
0.2587	-3.6220	0.0044	0.0011	0.2653
0.2588	-3.6252	0.0044	0.0011	0.2653
0.2590	-3.6285	0.0044	0.0011	0.2653
0.2592	-3.6317	0.0044	0.0011	0.2653
0.2593	-3.6349	0.0044	0.0011	0.2652
0.2595	-3.6382	0.0045	0.0011	0.2652
0.2597	-3.6414	0.0045	0.0011	0.2652
0.2598	-3.6447	0.0045	0.0011	0.2652
0.2600	-3.6479	0.0045	0.0011	0.2652
0.2602	-3.6511	0.0045	0.0011	0.2652
0.2603	-3.6544	0.0045	0.0011	0.2652
0.2605	-3.6576	0.0045	0.0011	0.2652
0.2607	-3.6608	0.0045	0.0011	0.2652
0.2608	-3.6641	0.0045	0.0011	0.2652
0.2610	-3.6673	0.0045	0.0011	0.2652
0.2612	-3.6705	0.0045	0.0011	0.2651
0.2613	-3.6738	0.0045	0.0011	0.2651
0.2615	-3.6770	0.0045	0.0011	0.2651
0.2617	-3.6803	0.0045	0.0011	0.2651
0.2618	-3.6835	0.0045	0.0011	0.2651
0.2620	-3.6867	0.0045	0.0011	0.2651
0.2622	-3.6900	0.0045	0.0011	0.2651
0.2623	-3.6932	0.0045	0.0011	0.2651
0.2625	-3.6964	0.0045	0.0011	0.2651
0.2627	-3.6997	0.0045	0.0011	0.2651
0.2628	-3.7029	0.0045	0.0011	0.2651
0.2630	-3.7061	0.0045	0.0011	0.2651
0.2632	-3.7094	0.0045	0.0011	0.2650
0.2633	-3.7126	0.0045	0.0011	0.2650
0.2635	-3.7158	0.0045	0.0011	0.2650
0.2637	-3.7191	0.0045	0.0011	0.2650
0.2638	-3.7223	0.0046	0.0011	0.2650
0.2640	-3.7255	0.0046	0.0011	0.2650
0.2642	-3.7288	0.0046	0.0011	0.2650
0.2643	-3.7320	0.0046	0.0011	0.2650
0.2645	-3.7352	0.0046	0.0011	0.2650
0.2647	-3.7385	0.0046	0.0011	0.2650
0.2648	-3.7417	0.0046	0.0011	0.2650
0.2650	-3.7449	0.0046	0.0011	0.2650
0.2652	-3.7482	0.0046	0.0011	0.2649
0.2653	-3.7514	0.0046	0.0011	0.2649
0.2655	-3.7546	0.0046	0.0011	0.2649
0.2657	-3.7579	0.0046	0.0011	0.2649
0.2658	-3.7611	0.0046	0.0011	0.2649
0.2660	-3.7643	0.0046	0.0011	0.2649
0.2662	-3.7676	0.0046	0.0011	0.2649
0.2663	-3.7708	0.0046	0.0011	0.2649
0.2665	-3.7740	0.0046	0.0011	0.2649
0.2667	-3.7773	0.0046	0.0011	0.2649
0.2668	-3.7805	0.0046	0.0011	0.2649
0.2670	-3.7837	0.0046	0.0011	0.2649
0.2672	-3.7870	0.0046	0.0011	0.2648
0.2673	-3.7902	0.0046	0.0011	0.2648
0.2675	-3.7934	0.0046	0.0011	0.2648
0.2677	-3.7967	0.0046	0.0011	0.2648
0.2678	-3.7999	0.0046	0.0011	0.2648
0.2680	-3.8031	0.0046	0.0011	0.2648
0.2682	-3.8064	0.0046	0.0011	0.2648
0.2683	-3.8096	0.0047	0.0011	0.2648
0.2685	-3.8128	0.0047	0.0011	0.2648
0.2687	-3.8160	0.0047	0.0011	0.2648
0.2688	-3.8193	0.0047	0.0011	0.2648
0.2690	-3.8225	0.0047	0.0011	0.2648
0.2692	-3.8257	0.0047	0.0011	0.2647
0.2693	-3.8290	0.0047	0.0011	0.2647
0.2695	-3.8322	0.0047	0.0011	0.2647
0.2697	-3.8354	0.0047	0.0011	0.2647
0.2698	-3.8386	0.0047	0.0011	0.2647
0.2700	-3.8419	0.0047	0.0011	0.2647
0.2702	-3.8451	0.0047	0.0011	0.2647
0.2703	-3.8483	0.0047	0.0011	0.2647
0.2705	-3.8516	0.0047	0.0011	0.2647
0.2707	-3.8548	0.0047	0.0011	0.2647
0.2708	-3.8580	0.0047	0.0011	0.2647
0.2710	-3.8612	0.0047	0.0011	0.2647
0.2712	-3.8645	0.0047	0.0011	0.2647
0.2713	-3.8677	0.0047	0.0011	0.2646
0.2715	-3.8709	0.0047	0.0011	0.2646
0.2717	-3.8742	0.0047	0.0011	0.2646
0.2718	-3.8774	0.0047	0.0011	0.2646
0.2720	-3.8806	0.0047	0.0011	0.2646
0.2722	-3.8838	0.0047	0.0011	0.2646
0.2723	-3.8871	0.0047	0.0011	0.2646
0.2725	-3.8903	0.0047	0.0011	0.2646
0.2727	-3.8935	0.0047	0.0011	0.2646
0.2728	-3.8967	0.0048	0.0011	0.2646
0.2730	-3.9000	0.0048	0.0011	0.2646
0.2732	-3.9032	0.0048	0.0011	0.2646
0.2733	-3.9064	0.0048	0.0011	0.2645
0.2735	-3.9096	0.0048	0.0011	0.2645
0.2737	-3.9129	0.0048	0.0011	0.2645
0.2738	-3.9161	0.0048	0.0011	0.2645
0.2740	-3.9193	0.0048	0.0011	0.2645
0.2742	-3.9225	0.0048	0.0011	0.2645
0.2743	-3.9258	0.0048	0.0011	0.2645
0.2745	-3.9290	0.0048	0.0011	0.2645
0.2747	-3.9322	0.0048	0.0011	0.2645
0.2748	-3.9354	0.0048	0.0011	0.2645
0.2750	-3.9387	0.0048	0.0011	0.2645
0.2752	-3.9419	0.0048	0.0011	0.2645
0.2753	-3.9451	0.0048	0.0011	0.2645
0.2755	-3.9483	0.0048	0.0011	0.2644
0.2757	-3.9516	0.0048	0.0011	0.2644
0.2758	-3.9548	0.0048	0.0011	0.2644
0.2760	-3.9580	0.0048	0.0011	0.2644
0.2762	-3.9612	0.0048	0.0011	0.2644
0.2763	-3.9645	0.0048	0.0011	0.2644
0.2765	-3.9677	0.0048	0.0011	0.2644
0.2767	-3.9709	0.0048	0.0011	0.2644
0.2768	-3.9741	0.0048	0.0011	0.2644
0.2770	-3.9773	0.0048	0.0011	0.2644
0.2772	-3.9806	0.0049	0.0011	0.2644
0.2773	-3.9838	0.0049	0.0011	0.2644
0.2775	-3.9870	0.0049	0.0011	0.2644
0.2777	-3.9902	0.0049	0.0011	0.2644
0.2778	-3.9934	0.0049	0.0011	0.2643
0.2780	-3.9967	0.0049	0.0011	0.2643
0.2782	-3.9999	0.0049	0.0011	0.2643
0.2783	-4.0031	0.0049	0.0011	0.2643
0.2785	-4.0063	0.0049	0.0011	0.2643
0.2787	-4.0095	0.0049	0.0011	0.2643
0.2788	-4.0128	0.0049	0.0011	0.2643
0.2790	-4.0160	0.0049	0.0011	0.2643
0.2792	-4.0192	0.0049	0.0011	0.2643
0.2793	-4.0224	0.0049	0.0011	0.2643
0.2795	-4.0256	0.0049	0.0011	0.2643
0.2797	-4.0289	0.0049	0.0011	0.2643
0.2798	-4.0321	0.0049	0.0011	0.2643
0.2800	-4.0353	0.0049	0.0011	0.2642
