# E_lab [MeV]	L_real	L_imag	|L|
0.110667	4.837628	-0.017823	4.837660
0.110833	4.837589	-0.017822	4.837621
0.111000	4.837549	-0.017822	4.837582
0.111167	4.837510	-0.017822	4.837543
0.111333	4.837471	-0.017821	4.837504
0.111500	4.837432	-0.017821	4.837465
0.111667	4.837393	-0.017821	4.837426
0.111833	4.837354	-0.017821	4.837387
0.112000	4.837315	-0.017820	4.837348
0.112167	4.837276	-0.017820	4.837309
0.112333	4.837237	-0.017820	4.837270
0.112500	4.837198	-0.017820	4.837231
0.112667	4.837159	-0.017819	4.837192
0.112833	4.837120	-0.017819	4.837152
0.113000	4.837081	-0.017819	4.837113
0.113167	4.837042	-0.017819	4.837074
0.113333	4.837002	-0.017818	4.837035
0.113500	4.836963	-0.017818	4.836996
0.113667	4.836924	-0.017818	4.836957
0.113833	4.836885	-0.017818	4.836918
0.114000	4.836846	-0.017817	4.836879
0.114167	4.836807	-0.017817	4.836840
0.114333	4.836768	-0.017817	4.836801
0.114500	4.836729	-0.017817	4.836762
0.114667	4.836690	-0.017816	4.836723
0.114833	4.836651	-0.017816	4.836684
0.115000	4.836612	-0.017816	4.836645
0.115167	4.836573	-0.017816	4.836606
0.115333	4.836534	-0.017815	4.836566
0.115500	4.836495	-0.017815	4.836527
0.115667	4.836456	-0.017815	4.836488
0.115833	4.836416	-0.017815	4.836449
0.116000	4.836377	-0.017814	4.836410
0.116167	4.836338	-0.017814	4.836371
0.116333	4.836299	-0.017814	4.836332
0.116500	4.836260	-0.017814	4.836293
0.116667	4.836221	-0.017813	4.836254
0.116833	4.836182	-0.017813	4.836215
0.117000	4.836143	-0.017813	4.836176
0.117167	4.836104	-0.017812	4.836137
0.117333	4.836065	-0.017812	4.836098
0.117500	4.836026	-0.017812	4.836059
0.117667	4.835987	-0.017812	4.836020
0.117833	4.835948	-0.017811	4.835981
0.118000	4.835909	-0.017811	4.835942
0.118167	4.835870	-0.017811	4.835902
0.118333	4.835831	-0.017811	4.835863
0.118500	4.835792	-0.017810	4.835824
0.118667	4.835753	-0.017810	4.835785
0.118833	4.835713	-0.017810	4.835746
0.119000	4.835674	-0.017810	4.835707
0.119167	4.835635	-0.017809	4.835668
0.119333	4.835596	-0.017809	4.835629
0.119500	4.835557	-0.017809	4.835590
0.119667	4.835518	-0.017809	4.835551
0.119833	4.835479	-0.017808	4.835512
0.120000	4.835440	-0.017808	4.835473
0.120167	4.835401	-0.017808	4.835434
0.120333	4.835362	-0.017808	4.835395
0.120500	4.835323	-0.017807	4.835356
0.120667	4.835284	-0.017807	4.835317
0.120833	4.835245	-0.017807	4.835278
0.121000	4.835206	-0.017807	4.835239
0.121167	4.835167	-0.017806	4.835200
0.121333	4.835128	-0.017806	4.835161
0.121500	4.835089	-0.017806	4.835122
0.121667	4.835050	-0.017806	4.835082
0.121833	4.835011	-0.017805	4.835043
0.122000	4.834972	-0.017805	4.835004
0.122167	4.834933	-0.017805	4.834965
0.122333	4.834894	-0.017805	4.834926
0.122500	4.834854	-0.017804	4.834887
0.122667	4.834815	-0.017804	4.834848
0.122833	4.834776	-0.017804	4.834809
0.123000	4.834737	-0.017803	4.834770
0.123167	4.834698	-0.017803	4.834731
0.123333	4.834659	-0.017803	4.834692
0.123500	4.834620	-0.017803	4.834653
0.123667	4.834581	-0.017802	4.834614
0.123833	4.834542	-0.017802	4.834575
0.124000	4.834503	-0.017802	4.834536
0.124167	4.834464	-0.017802	4.834497
0.124333	4.834425	-0.017801	4.834458
0.124500	4.834386	-0.017801	4.834419
0.124667	4.834347	-0.017801	4.834380
0.124833	4.834308	-0.017801	4.834341
0.125000	4.834269	-0.017800	4.834302
0.125167	4.834230	-0.017800	4.834263
0.125333	4.834191	-0.017800	4.834224
0.125500	4.834152	-0.017800	4.834185
0.125667	4.834113	-0.017799	4.834146
0.125833	4.834074	-0.017799	4.834107
0.126000	4.834035	-0.017799	4.834068
0.126167	4.833996	-0.017799	4.834028
0.126333	4.833957	-0.017798	4.833989
0.126500	4.833918	-0.017798	4.833950
0.126667	4.833879	-0.017798	4.833911
0.126833	4.833840	-0.017798	4.833872
0.127000	4.833801	-0.017797	4.833833
0.127167	4.833762	-0.017797	4.833794
0.127333	4.833723	-0.017797	4.833755
0.127500	4.833684	-0.017797	4.833716
0.127667	4.833644	-0.017796	4.833677
0.127833	4.833605	-0.017796	4.833638
0.128000	4.833566	-0.017796	4.833599
0.128167	4.833527	-0.017796	4.833560
0.128333	4.833488	-0.017795	4.833521
0.128500	4.833449	-0.017795	4.833482
0.128667	4.833410	-0.017795	4.833443
0.128833	4.833371	-0.017794	4.833404
0.129000	4.833332	-0.017794	4.833365
0.129167	4.833293	-0.017794	4.833326
0.129333	4.833254	-0.017794	4.833287
0.129500	4.833215	-0.017793	4.833248
0.129667	4.833176	-0.017793	4.833209
0.129833	4.833137	-0.017793	4.833170
0.130000	4.833098	-0.017793	4.833131
0.130167	4.833059	-0.017792	4.833092
0.130333	4.833020	-0.017792	4.833053
0.130500	4.832981	-0.017792	4.833014
0.130667	4.832942	-0.017792	4.832975
0.130833	4.832903	-0.017791	4.832936
0.131000	4.832864	-0.017791	4.832897
0.131167	4.832825	-0.017791	4.832858
0.131333	4.832786	-0.017791	4.832819
0.131500	4.832747	-0.017790	4.832780
0.131667	4.832708	-0.017790	4.832741
0.131833	4.832669	-0.017790	4.832702
0.132000	4.832630	-0.017790	4.832663
0.132167	4.832591	-0.017789	4.832624
0.132333	4.832552	-0.017789	4.832585
0.132500	4.832513	-0.017789	4.832546
0.132667	4.832474	-0.017789	4.832507
0.132833	4.832435	-0.017788	4.832468
0.133000	4.832396	-0.017788	4.832429
0.133167	4.832357	-0.017788	4.832390
0.133333	4.832318	-0.017788	4.832351
0.133500	4.832279	-0.017787	4.832312
0.133667	4.832240	-0.017787	4.832273
0.133833	4.832201	-0.017787	4.832234
0.134000	4.832162	-0.017787	4.832195
0.134167	4.832123	-0.017786	4.832156
0.134333	4.832084	-0.017786	4.832117
0.134500	4.832045	-0.017786	4.832078
0.134667	4.832006	-0.017786	4.832039
0.134833	4.831967	-0.017785	4.832000
0.135000	4.831928	-0.017785	4.831961
0.135167	4.831889	-0.017785	4.831922
0.135333	4.831850	-0.017784	4.831883
0.135500	4.831811	-0.017784	4.831844
0.135667	4.831772	-0.017784	4.831805
0.135833	4.831733	-0.017784	4.831766
0.136000	4.831694	-0.017783	4.831727
0.136167	4.831655	-0.017783	4.831688
0.136333	4.831616	-0.017783	4.831649
0.136500	4.831577	-0.017783	4.831610
0.136667	4.831538	-0.017782	4.831571
0.136833	4.831499	-0.017782	4.831532
0.137000	4.831460	-0.017782	4.831493
0.137167	4.831421	-0.017782	4.831454
0.137333	4.831382	-0.017781	4.831415
0.137500	4.831343	-0.017781	4.831376
0.137667	4.831304	-0.017781	4.831337
0.137833	4.831265	-0.017781	4.831298
0.138000	4.831226	-0.017780	4.831259
0.138167	4.831187	-0.017780	4.831220
0.138333	4.831148	-0.017780	4.831181
0.138500	4.831109	-0.017780	4.831142
0.138667	4.831070	-0.017779	4.831103
0.138833	4.831031	-0.017779	4.831064
0.139000	4.830992	-0.017779	4.831025
0.139167	4.830953	-0.017779	4.830986
0.139333	4.830914	-0.017778	4.830947
0.139500	4.830875	-0.017778	4.830908
0.139667	4.830836	-0.017778	4.830869
0.139833	4.830797	-0.017778	4.830830
0.140000	4.830758	-0.017777	4.830791
0.140167	4.830719	-0.017777	4.830752
0.140333	4.830680	-0.017777	4.830713
0.140500	4.830641	-0.017777	4.830674
0.140667	4.830602	-0.017776	4.830635
0.140833	4.830563	-0.017776	4.830596
0.141000	4.830524	-0.017776	4.830557
0.141167	4.830485	-0.017776	4.830518
0.141333	4.830446	-0.017775	4.830479
0.141500	4.830407	-0.017775	4.830440
0.141667	4.830368	-0.017775	4.830401
0.141833	4.830329	-0.017775	4.830362
0.142000	4.830290	-0.017774	4.830323
0.142167	4.830251	-0.017774	4.830284
0.142333	4.830212	-0.017774	4.830245
0.142500	4.830173	-0.017773	4.830206
0.142667	4.830134	-0.017773	4.830167
0.142833	4.830095	-0.017773	4.830128
0.143000	4.830056	-0.017773	4.830089
0.143167	4.830017	-0.017772	4.830050
0.143333	4.829978	-0.017772	4.830011
0.143500	4.829939	-0.017772	4.829972
0.143667	4.829900	-0.017772	4.829933
0.143833	4.829862	-0.017771	4.829894
0.144000	4.829823	-0.017771	4.829855
0.144167	4.829784	-0.017771	4.829816
0.144333	4.829745	-0.017771	4.829777
0.144500	4.829706	-0.017770	4.829738
0.144667	4.829667	-0.017770	4.829699
0.144833	4.829628	-0.017770	4.829660
0.145000	4.829589	-0.017770	4.829621
0.145167	4.829550	-0.017769	4.829582
0.145333	4.829511	-0.017769	4.829543
0.145500	4.829472	-0.017769	4.829504
0.145667	4.829433	-0.017769	4.829465
0.145833	4.829394	-0.017768	4.829427
0.146000	4.829355	-0.017768	4.829388
0.146167	4.829316	-0.017768	4.829349
0.146333	4.829277	-0.017768	4.829310
0.146500	4.829238	-0.017767	4.829271
0.146667	4.829199	-0.017767	4.829232
0.146833	4.829160	-0.017767	4.829193
0.147000	4.829121	-0.017767	4.829154
0.147167	4.829082	-0.017766	4.829115
0.147333	4.829043	-0.017766	4.829076
0.147500	4.829004	-0.017766	4.829037
0.147667	4.828965	-0.017766	4.828998
0.147833	4.828926	-0.017765	4.828959
0.148000	4.828887	-0.017765	4.828920
0.148167	4.828848	-0.017765	4.828881
0.148333	4.828809	-0.017765	4.828842
0.148500	4.828770	-0.017764	4.828803
0.148667	4.828731	-0.017764	4.828764
0.148833	4.828692	-0.017764	4.828725
0.149000	4.828653	-0.017764	4.828686
0.149167	4.828615	-0.017763	4.828647
0.149333	4.828576	-0.017763	4.828608
0.149500	4.828537	-0.017763	4.828569
0.149667	4.828498	-0.017762	4.828530
0.149833	4.828459	-0.017762	4.828491
0.150000	4.828420	-0.017762	4.828452
0.150167	4.828381	-0.017762	4.828413
0.150333	4.828342	-0.017761	4.828375
0.150500	4.828303	-0.017761	4.828336
0.150667	4.828264	-0.017761	4.828297
0.150833	4.828225	-0.017761	4.828258
0.151000	4.828186	-0.017760	4.828219
0.151167	4.828147	-0.017760	4.828180
0.151333	4.828108	-0.017760	4.828141
0.151500	4.828069	-0.017760	4.828102
0.151667	4.828030	-0.017759	4.828063
0.151833	4.827991	-0.017759	4.828024
0.152000	4.827952	-0.017759	4.827985
0.152167	4.827913	-0.017759	4.827946
0.152333	4.827874	-0.017758	4.827907
0.152500	4.827835	-0.017758	4.827868
0.152667	4.827796	-0.017758	4.827829
0.152833	4.827758	-0.017758	4.827790
0.153000	4.827719	-0.017757	4.827751
0.153167	4.827680	-0.017757	4.827712
0.153333	4.827641	-0.017757	4.827673
0.153500	4.827602	-0.017757	4.827634
0.153667	4.827563	-0.017756	4.827595
0.153833	4.827524	-0.017756	4.827557
0.154000	4.827485	-0.017756	4.827518
0.154167	4.827446	-0.017756	4.827479
0.154333	4.827407	-0.017755	4.827440
0.154500	4.827368	-0.017755	4.827401
0.154667	4.827329	-0.017755	4.827362
0.154833	4.827290	-0.017755	4.827323
0.155000	4.827251	-0.017754	4.827284
0.155167	4.827212	-0.017754	4.827245
0.155333	4.827173	-0.017754	4.827206
0.155500	4.827134	-0.017754	4.827167
0.155667	4.827095	-0.017753	4.827128
0.155833	4.827057	-0.017753	4.827089
0.156000	4.827018	-0.017753	4.827050
0.156167	4.826979	-0.017753	4.827011
0.156333	4.826940	-0.017752	4.826972
0.156500	4.826901	-0.017752	4.826933
0.156667	4.826862	-0.017752	4.826895
0.156833	4.826823	-0.017752	4.826856
0.157000	4.826784	-0.017751	4.826817
0.157167	4.826745	-0.017751	4.826778
0.157333	4.826706	-0.017751	4.826739
0.157500	4.826667	-0.017750	4.826700
0.157667	4.826628	-0.017750	4.826661
0.157833	4.826589	-0.017750	4.826622
0.158000	4.826550	-0.017750	4.826583
0.158167	4.826511	-0.017749	4.826544
0.158333	4.826473	-0.017749	4.826505
0.158500	4.826434	-0.017749	4.826466
0.158667	4.826395	-0.017749	4.826427
0.158833	4.826356	-0.017748	4.826388
0.159000	4.826317	-0.017748	4.826349
0.159167	4.826278	-0.017748	4.826310
0.159333	4.826239	-0.017748	4.826272
0.159500	4.826200	-0.017747	4.826233
0.159667	4.826161	-0.017747	4.826194
0.159833	4.826122	-0.017747	4.826155
0.160000	4.826083	-0.017747	4.826116
0.160167	4.826044	-0.017746	4.826077
0.160333	4.826005	-0.017746	4.826038
0.160500	4.825966	-0.017746	4.825999
0.160667	4.825928	-0.017746	4.825960
0.160833	4.825889	-0.017745	4.825921
0.161000	4.825850	-0.017745	4.825882
0.161167	4.825811	-0.017745	4.825843
0.161333	4.825772	-0.017745	4.825804
0.161500	4.825733	-0.017744	4.825766
0.161667	4.825694	-0.017744	4.825727
0.161833	4.825655	-0.017744	4.825688
0.162000	4.825616	-0.017744	4.825649
0.162167	4.825577	-0.017743	4.825610
0.162333	4.825538	-0.017743	4.825571
0.162500	4.825499	-0.017743	4.825532
0.162667	4.825460	-0.017743	4.825493
0.162833	4.825422	-0.017742	4.825454
0.163000	4.825383	-0.017742	4.825415
0.163167	4.825344	-0.017742	4.825376
0.163333	4.825305	-0.017742	4.825337
0.163500	4.825266	-0.017741	4.825298
0.163667	4.825227	-0.017741	4.825260
0.163833	4.825188	-0.017741	4.825221
0.164000	4.825149	-0.017741	4.825182
0.164167	4.825110	-0.017740	4.825143
0.164333	4.825071	-0.017740	4.825104
0.164500	4.825032	-0.017740	4.825065
0.164667	4.824993	-0.017740	4.825026
0.164833	4.824955	-0.017739	4.824987
0.165000	4.824916	-0.017739	4.824948
0.165167	4.824877	-0.017739	4.824909
0.165333	4.824838	-0.017738	4.824870
0.165500	4.824799	-0.017738	4.824832
0.165667	4.824760	-0.017738	4.824793
0.165833	4.824721	-0.017738	4.824754
0.166000	4.824682	-0.017737	4.824715
0.166167	4.824643	-0.017737	4.824676
0.166333	4.824604	-0.017737	4.824637
0.166500	4.824565	-0.017737	4.824598
0.166667	4.824527	-0.017736	4.824559
0.166833	4.824488	-0.017736	4.824520
0.167000	4.824449	-0.017736	4.824481
0.167167	4.824410	-0.017736	4.824442
0.167333	4.824371	-0.017735	4.824404
0.167500	4.824332	-0.017735	4.824365
0.167667	4.824293	-0.017735	4.824326
0.167833	4.824254	-0.017735	4.824287
0.168000	4.824215	-0.017734	4.824248
0.168167	4.824176	-0.017734	4.824209
0.168333	4.824137	-0.017734	4.824170
0.168500	4.824099	-0.017734	4.824131
0.168667	4.824060	-0.017733	4.824092
0.168833	4.824021	-0.017733	4.824053
0.169000	4.823982	-0.017733	4.824014
0.169167	4.823943	-0.017733	4.823976
0.169333	4.823904	-0.017732	4.823937
0.169500	4.823865	-0.017732	4.823898
0.169667	4.823826	-0.017732	4.823859
0.169833	4.823787	-0.017732	4.823820
0.170000	4.823748	-0.017731	4.823781
0.170167	4.823710	-0.017731	4.823742
0.170333	4.823671	-0.017731	4.823703
0.170500	4.823632	-0.017731	4.823664
0.170667	4.823593	-0.017730	4.823625
0.170833	4.823554	-0.017730	4.823587
0.171000	4.823515	-0.017730	4.823548
0.171167	4.823476	-0.017730	4.823509
0.171333	4.823437	-0.017729	4.823470
0.171500	4.823398	-0.017729	4.823431
0.171667	4.823360	-0.017729	4.823392
0.171833	4.823321	-0.017729	4.823353
0.172000	4.823282	-0.017728	4.823314
0.172167	4.823243	-0.017728	4.823275
0.172333	4.823204	-0.017728	4.823237
0.172500	4.823165	-0.017728	4.823198
0.172667	4.823126	-0.017727	4.823159
0.172833	4.823087	-0.017727	4.823120
0.173000	4.823048	-0.017727	4.823081
0.173167	4.823010	-0.017727	4.823042
0.173333	4.822971	-0.017726	4.823003
0.173500	4.822932	-0.017726	4.822964
0.173667	4.822893	-0.017726	4.822925
0.173833	4.822854	-0.017726	4.822887
0.174000	4.822815	-0.017725	4.822848
0.174167	4.822776	-0.017725	4.822809
0.174333	4.822737	-0.017725	4.822770
0.174500	4.822698	-0.017724	4.822731
0.174667	4.822660	-0.017724	4.822692
0.174833	4.822621	-0.017724	4.822653
0.175000	4.822582	-0.017724	4.822614
0.175167	4.822543	-0.017723	4.822575
0.175333	4.822504	-0.017723	4.822537
0.175500	4.822465	-0.017723	4.822498
0.175667	4.822426	-0.017723	4.822459
0.175833	4.822387	-0.017722	4.822420
0.176000	4.822349	-0.017722	4.822381
0.176167	4.822310	-0.017722	4.822342
0.176333	4.822271	-0.017722	4.822303
0.176500	4.822232	-0.017721	4.822264
0.176667	4.822193	-0.017721	4.822226
0.176833	4.822154	-0.017721	4.822187
0.177000	4.822115	-0.017721	4.822148
0.177167	4.822076	-0.017720	4.822109
0.177333	4.822037	-0.017720	4.822070
0.177500	4.821999	-0.017720	4.822031
0.177667	4.821960	-0.017720	4.821992
0.177833	4.821921	-0.017719	4.821953
0.178000	4.821882	-0.017719	4.821915
0.178167	4.821843	-0.017719	4.821876
0.178333	4.821804	-0.017719	4.821837
0.178500	4.821765	-0.017718	4.821798
0.178667	4.821727	-0.017718	4.821759
0.178833	4.821688	-0.017718	4.821720
0.179000	4.821649	-0.017718	4.821681
0.179167	4.821610	-0.017717	4.821642
0.179333	4.821571	-0.017717	4.821604
0.179500	4.821532	-0.017717	4.821565
0.179667	4.821493	-0.017717	4.821526
0.179833	4.821454	-0.017716	4.821487
0.180000	4.821416	-0.017716	4.821448
0.180167	4.821377	-0.017716	4.821409
0.180333	4.821338	-0.017716	4.821370
0.180500	4.821299	-0.017715	4.821332
0.180667	4.821260	-0.017715	4.821293
0.180833	4.821221	-0.017715	4.821254
0.181000	4.821182	-0.017715	4.821215
0.181167	4.821143	-0.017714	4.821176
0.181333	4.821105	-0.017714	4.821137
0.181500	4.821066	-0.017714	4.821098
0.181667	4.821027	-0.017714	4.821059
0.181833	4.820988	-0.017713	4.821021
0.182000	4.820949	-0.017713	4.820982
0.182167	4.820910	-0.017713	4.820943
0.182333	4.820871	-0.017713	4.820904
0.182500	4.820833	-0.017712	4.820865
0.182667	4.820794	-0.017712	4.820826
0.182833	4.820755	-0.017712	4.820787
0.183000	4.820716	-0.017712	4.820749
0.183167	4.820677	-0.017711	4.820710
0.183333	4.820638	-0.017711	4.820671
0.183500	4.820599	-0.017711	4.820632
0.183667	4.820561	-0.017710	4.820593
0.183833	4.820522	-0.017710	4.820554
0.184000	4.820483	-0.017710	4.820515
0.184167	4.820444	-0.017710	4.820477
0.184333	4.820405	-0.017709	4.820438
0.184500	4.820366	-0.017709	4.820399
0.184667	4.820327	-0.017709	4.820360
0.184833	4.820289	-0.017709	4.820321
0.185000	4.820250	-0.017708	4.820282
0.185167	4.820211	-0.017708	4.820243
0.185333	4.820172	-0.017708	4.820205
0.185500	4.820133	-0.017708	4.820166
0.185667	4.820094	-0.017707	4.820127
0.185833	4.820056	-0.017707	4.820088
0.186000	4.820017	-0.017707	4.820049
0.186167	4.819978	-0.017707	4.820010
0.186333	4.819939	-0.017706	4.819971
0.186500	4.819900	-0.017706	4.819933
0.186667	4.819861	-0.017706	4.819894
0.186833	4.819822	-0.017706	4.819855
0.187000	4.819784	-0.017705	4.819816
0.187167	4.819745	-0.017705	4.819777
0.187333	4.819706	-0.017705	4.819738
0.187500	4.819667	-0.017705	4.819700
0.187667	4.819628	-0.017704	4.819661
0.187833	4.819589	-0.017704	4.819622
0.188000	4.819550	-0.017704	4.819583
0.188167	4.819512	-0.017704	4.819544
0.188333	4.819473	-0.017703	4.819505
0.188500	4.819434	-0.017703	4.819466
0.188667	4.819395	-0.017703	4.819428
0.188833	4.819356	-0.017703	4.819389
0.189000	4.819317	-0.017702	4.819350
0.189167	4.819279	-0.017702	4.819311
0.189333	4.819240	-0.017702	4.819272
0.189500	4.819201	-0.017702	4.819233
0.189667	4.819162	-0.017701	4.819195
0.189833	4.819123	-0.017701	4.819156
0.190000	4.819084	-0.017701	4.819117
0.190167	4.819046	-0.017701	4.819078
0.190333	4.819007	-0.017700	4.819039
0.190500	4.818968	-0.017700	4.819000
0.190667	4.818929	-0.017700	4.818962
0.190833	4.818890	-0.017700	4.818923
0.191000	4.818851	-0.017699	4.818884
0.191167	4.818813	-0.017699	4.818845
0.191333	4.818774	-0.017699	4.818806
0.191500	4.818735	-0.017699	4.818767
0.191667	4.818696	-0.017698	4.818729
0.191833	4.818657	-0.017698	4.818690
0.192000	4.818618	-0.017698	4.818651
0.192167	4.818580	-0.017698	4.818612
0.192333	4.818541	-0.017697	4.818573
0.192500	4.818502	-0.017697	4.818534
0.192667	4.818463	-0.017697	4.818496
0.192833	4.818424	-0.017697	4.818457
0.193000	4.818385	-0.017696	4.818418
0.193167	4.818347	-0.017696	4.818379
0.193333	4.818308	-0.017696	4.818340
0.193500	4.818269	-0.017696	4.818301
0.193667	4.818230	-0.017695	4.818263
0.193833	4.818191	-0.017695	4.818224
0.194000	4.818152	-0.017695	4.818185
0.194167	4.818114	-0.017695	4.818146
0.194333	4.818075	-0.017694	4.818107
0.194500	4.818036	-0.017694	4.818068
0.194667	4.817997	-0.017694	4.818030
0.194833	4.817958	-0.017693	4.817991
0.195000	4.817920	-0.017693	4.817952
0.195167	4.817881	-0.017693	4.817913
0.195333	4.817842	-0.017693	4.817874
0.195500	4.817803	-0.017692	4.817836
0.195667	4.817764	-0.017692	4.817797
0.195833	4.817725	-0.017692	4.817758
0.196000	4.817687	-0.017692	4.817719
0.196167	4.817648	-0.017691	4.817680
0.196333	4.817609	-0.017691	4.817641
0.196500	4.817570	-0.017691	4.817603
0.196667	4.817531	-0.017691	4.817564
0.196833	4.817492	-0.017690	4.817525
0.197000	4.817454	-0.017690	4.817486
0.197167	4.817415	-0.017690	4.817447
0.197333	4.817376	-0.017690	4.817409
0.197500	4.817337	-0.017689	4.817370
0.197667	4.817298	-0.017689	4.817331
0.197833	4.817260	-0.017689	4.817292
0.198000	4.817221	-0.017689	4.817253
0.198167	4.817182	-0.017688	4.817214
0.198333	4.817143	-0.017688	4.817176
0.198500	4.817104	-0.017688	4.817137
0.198667	4.817066	-0.017688	4.817098
0.198833	4.817027	-0.017687	4.817059
0.199000	4.816988	-0.017687	4.817020
0.199167	4.816949	-0.017687	4.816982
0.199333	4.816910	-0.017687	4.816943
0.199500	4.816871	-0.017686	4.816904
0.199667	4.816833	-0.017686	4.816865
0.199833	4.816794	-0.017686	4.816826
0.200000	4.816755	-0.017686	4.816788
0.200167	4.816716	-0.017685	4.816749
0.200333	4.816677	-0.017685	4.816710
0.200500	4.816639	-0.017685	4.816671
0.200667	4.816600	-0.017685	4.816632
0.200833	4.816561	-0.017684	4.816593
0.201000	4.816522	-0.017684	4.816555
0.201167	4.816483	-0.017684	4.816516
0.201333	4.816445	-0.017684	4.816477
0.201500	4.816406	-0.017683	4.816438
0.201667	4.816367	-0.017683	4.816399
0.201833	4.816328	-0.017683	4.816361
0.202000	4.816289	-0.017683	4.816322
0.202167	4.816251	-0.017682	4.816283
0.202333	4.816212	-0.017682	4.816244
0.202500	4.816173	-0.017682	4.816205
0.202667	4.816134	-0.017682	4.816167
0.202833	4.816095	-0.017681	4.816128
0.203000	4.816057	-0.017681	4.816089
0.203167	4.816018	-0.017681	4.816050
0.203333	4.815979	-0.017681	4.816011
0.203500	4.815940	-0.017680	4.815973
0.203667	4.815901	-0.017680	4.815934
0.203833	4.815863	-0.017680	4.815895
0.204000	4.815824	-0.017680	4.815856
0.204167	4.815785	-0.017679	4.815817
0.204333	4.815746	-0.017679	4.815779
0.204500	4.815707	-0.017679	4.815740
0.204667	4.815669	-0.017679	4.815701
0.204833	4.815630	-0.017678	4.815662
0.205000	4.815591	-0.017678	4.815623
0.205167	4.815552	-0.017678	4.815585
0.205333	4.815513	-0.017678	4.815546
0.205500	4.815475	-0.017677	4.815507
0.205667	4.815436	-0.017677	4.815468
0.205833	4.815397	-0.017677	4.815430
0.206000	4.815358	-0.017677	4.815391
0.206167	4.815320	-0.017676	4.815352
0.206333	4.815281	-0.017676	4.815313
0.206500	4.815242	-0.017676	4.815274
0.206667	4.815203	-0.017676	4.815236
0.206833	4.815164	-0.017675	4.815197
0.207000	4.815126	-0.017675	4.815158
0.207167	4.815087	-0.017675	4.815119
0.207333	4.815048	-0.017674	4.815080
0.207500	4.815009	-0.017674	4.815042
0.207667	4.814970	-0.017674	4.815003
0.207833	4.814932	-0.017674	4.814964
0.208000	4.814893	-0.017673	4.814925
0.208167	4.814854	-0.017673	4.814887
0.208333	4.814815	-0.017673	4.814848
0.208500	4.814777	-0.017673	4.814809
0.208667	4.814738	-0.017672	4.814770
0.208833	4.814699	-0.017672	4.814731
0.209000	4.814660	-0.017672	4.814693
0.209167	4.814621	-0.017672	4.814654
0.209333	4.814583	-0.017671	4.814615
0.209500	4.814544	-0.017671	4.814576
0.209667	4.814505	-0.017671	4.814537
0.209833	4.814466	-0.017671	4.814499
0.210000	4.814427	-0.017670	4.814460
0.210167	4.814389	-0.017670	4.814421
0.210333	4.814350	-0.017670	4.814382
0.210500	4.814311	-0.017670	4.814344
0.210667	4.814272	-0.017669	4.814305
0.210833	4.814234	-0.017669	4.814266
0.211000	4.814195	-0.017669	4.814227
0.211167	4.814156	-0.017669	4.814188
0.211333	4.814117	-0.017668	4.814150
0.211500	4.814079	-0.017668	4.814111
0.211667	4.814040	-0.017668	4.814072
0.211833	4.814001	-0.017668	4.814033
0.212000	4.813962	-0.017667	4.813995
0.212167	4.813923	-0.017667	4.813956
0.212333	4.813885	-0.017667	4.813917
0.212500	4.813846	-0.017667	4.813878
0.212667	4.813807	-0.017666	4.813840
0.212833	4.813768	-0.017666	4.813801
0.213000	4.813730	-0.017666	4.813762
0.213167	4.813691	-0.017666	4.813723
0.213333	4.813652	-0.017665	4.813684
0.213500	4.813613	-0.017665	4.813646
0.213667	4.813574	-0.017665	4.813607
0.213833	4.813536	-0.017665	4.813568
0.214000	4.813497	-0.017664	4.813529
0.214167	4.813458	-0.017664	4.813491
0.214333	4.813419	-0.017664	4.813452
0.214500	4.813381	-0.017664	4.813413
0.214667	4.813342	-0.017663	4.813374
0.214833	4.813303	-0.017663	4.813336
0.215000	4.813264	-0.017663	4.813297
0.215167	4.813226	-0.017663	4.813258
0.215333	4.813187	-0.017662	4.813219
0.215500	4.813148	-0.017662	4.813180
0.215667	4.813109	-0.017662	4.813142
0.215833	4.813071	-0.017662	4.813103
0.216000	4.813032	-0.017661	4.813064
0.216167	4.812993	-0.017661	4.813025
0.216333	4.812954	-0.017661	4.812987
0.216500	4.812916	-0.017661	4.812948
0.216667	4.812877	-0.017660	4.812909
0.216833	4.812838	-0.017660	4.812870
0.217000	4.812799	-0.017660	4.812832
0.217167	4.812760	-0.017660	4.812793
0.217333	4.812722	-0.017659	4.812754
0.217500	4.812683	-0.017659	4.812715
0.217667	4.812644	-0.017659	4.812677
0.217833	4.812605	-0.017659	4.812638
0.218000	4.812567	-0.017658	4.812599
0.218167	4.812528	-0.017658	4.812560
0.218333	4.812489	-0.017658	4.812522
0.218500	4.812450	-0.017658	4.812483
0.218667	4.812412	-0.017657	4.812444
0.218833	4.812373	-0.017657	4.812405
0.219000	4.812334	-0.017657	4.812367
0.219167	4.812295	-0.017657	4.812328
0.219333	4.812257	-0.017656	4.812289
0.219500	4.812218	-0.017656	4.812250
0.219667	4.812179	-0.017656	4.812212
0.219833	4.812140	-0.017656	4.812173
0.220000	4.812102	-0.017655	4.812134
0.220167	4.812063	-0.017655	4.812095
0.220333	4.812024	-0.017655	4.812057
0.220500	4.811985	-0.017655	4.812018
0.220667	4.811947	-0.017654	4.811979
0.220833	4.811908	-0.017654	4.811940
0.221000	4.811869	-0.017654	4.811902
0.221167	4.811830	-0.017654	4.811863
0.221333	4.811792	-0.017653	4.811824
