# E [MeV]	delta_l [deg]
3.3100	0.8063
3.3200	0.8160
3.3300	0.8257
3.3400	0.8356
3.3500	0.8454
3.3600	0.8554
3.3700	0.8654
3.3800	0.8756
3.3900	0.8857
3.4000	0.8960
3.4100	0.9063
3.4200	0.9167
3.4300	0.9272
3.4400	0.9378
3.4500	0.9484
3.4600	0.9591
3.4700	0.9699
3.4800	0.9808
3.4900	0.9917
3.5000	1.0027
3.5100	1.0138
3.5200	1.0250
3.5300	1.0362
3.5400	1.0475
3.5500	1.0589
3.5600	1.0704
3.5700	1.0820
3.5800	1.0936
3.5900	1.1053
3.6000	1.1171
3.6100	1.1289
3.6200	1.1409
3.6300	1.1529
3.6400	1.1650
3.6500	1.1771
3.6600	1.1894
3.6700	1.2017
3.6800	1.2141
3.6900	1.2266
3.7000	1.2392
3.7100	1.2518
3.7200	1.2645
3.7300	1.2773
3.7400	1.2902
3.7500	1.3031
3.7600	1.3162
3.7700	1.3293
3.7800	1.3425
3.7900	1.3557
3.8000	1.3691
3.8100	1.3825
3.8200	1.3960
3.8300	1.4096
3.8400	1.4232
3.8500	1.4370
3.8600	1.4508
3.8700	1.4647
3.8800	1.4787
3.8900	1.4927
3.9000	1.5069
3.9100	1.5211
3.9200	1.5354
3.9300	1.5497
3.9400	1.5642
3.9500	1.5787
3.9600	1.5933
3.9700	1.6080
3.9800	1.6228
3.9900	1.6377
4.0000	1.6526
4.0100	1.6676
4.0200	1.6827
4.0300	1.6979
4.0400	1.7131
4.0500	1.7285
4.0600	1.7439
4.0700	1.7594
4.0800	1.7749
4.0900	1.7906
4.1000	1.8063
4.1100	1.8221
4.1200	1.8380
4.1300	1.8540
4.1400	1.8700
4.1500	1.8862
4.1600	1.9024
4.1700	1.9187
4.1800	1.9351
4.1900	1.9515
4.2000	1.9680
4.2100	1.9847
4.2200	2.0013
4.2300	2.0181
4.2400	2.0350
4.2500	2.0519
4.2600	2.0689
4.2700	2.0860
4.2800	2.1032
4.2900	2.1204
4.3000	2.1378
4.3100	2.1552
4.3200	2.1727
4.3300	2.1903
4.3400	2.2079
4.3500	2.2256
4.3600	2.2435
4.3700	2.2614
4.3800	2.2793
4.3900	2.2974
4.4000	2.3155
4.4100	2.3337
4.4200	2.3520
4.4300	2.3704
4.4400	2.3889
4.4500	2.4074
4.4600	2.4260
4.4700	2.4447
4.4800	2.4635
4.4900	2.4823
4.5000	2.5012
4.5100	2.5203
4.5200	2.5394
4.5300	2.5585
4.5400	2.5778
4.5500	2.5971
4.5600	2.6165
4.5700	2.6360
4.5800	2.6556
4.5900	2.6752
4.6000	2.6950
4.6100	2.7148
4.6200	2.7346
4.6300	2.7546
4.6400	2.7747
4.6500	2.7948
4.6600	2.8150
4.6700	2.8353
4.6800	2.8556
4.6900	2.8761
4.7000	2.8966
4.7100	2.9172
4.7200	2.9379
4.7300	2.9586
4.7400	2.9795
4.7500	3.0004
4.7600	3.0214
4.7700	3.0425
4.7800	3.0636
4.7900	3.0849
4.8000	3.1062
4.8100	3.1276
4.8200	3.1490
4.8300	3.1706
4.8400	3.1922
4.8500	3.2139
4.8600	3.2357
4.8700	3.2576
4.8800	3.2795
4.8900	3.3015
4.9000	3.3236
4.9100	3.3458
4.9200	3.3681
4.9300	3.3904
4.9400	3.4128
4.9500	3.4353
4.9600	3.4579
4.9700	3.4805
4.9800	3.5032
4.9900	3.5260
5.0000	3.5489
5.0100	3.5719
5.0200	3.5949
5.0300	3.6181
5.0400	3.6413
5.0500	3.6645
5.0600	3.6879
5.0700	3.7113
5.0800	3.7348
5.0900	3.7584
5.1000	3.7821
5.1100	3.8058
5.1200	3.8297
5.1300	3.8536
5.1400	3.8775
5.1500	3.9016
5.1600	3.9257
5.1700	3.9499
5.1800	3.9742
5.1900	3.9986
5.2000	4.0231
5.2100	4.0476
5.2200	4.0722
5.2300	4.0969
5.2400	4.1216
5.2500	4.1465
5.2600	4.1714
5.2700	4.1964
5.2800	4.2215
5.2900	4.2466
5.3000	4.2719
5.3100	4.2972
5.3200	4.3226
5.3300	4.3480
5.3400	4.3736
5.3500	4.3992
5.3600	4.4249
5.3700	4.4507
5.3800	4.4766
5.3900	4.5025
5.4000	4.5285
5.4100	4.5546
5.4200	4.5808
5.4300	4.6070
5.4400	4.6334
5.4500	4.6598
5.4600	4.6863
5.4700	4.7128
5.4800	4.7395
5.4900	4.7662
5.5000	4.7930
5.5100	4.8199
5.5200	4.8469
5.5300	4.8739
5.5400	4.9011
5.5500	4.9283
5.5600	4.9555
5.5700	4.9829
5.5800	5.0103
5.5900	5.0379
5.6000	5.0655
5.6100	5.0931
5.6200	5.1209
5.6300	5.1487
5.6400	5.1767
5.6500	5.2047
5.6600	5.2328
5.6700	5.2609
5.6800	5.2892
5.6900	5.3175
5.7000	5.3459
5.7100	5.3744
5.7200	5.4029
5.7300	5.4316
5.7400	5.4603
5.7500	5.4891
5.7600	5.5180
5.7700	5.5470
5.7800	5.5761
5.7900	5.6052
5.8000	5.6344
5.8100	5.6637
5.8200	5.6931
5.8300	5.7226
5.8400	5.7521
5.8500	5.7817
5.8600	5.8115
5.8700	5.8413
5.8800	5.8711
5.8900	5.9011
5.9000	5.9311
5.9100	5.9613
5.9200	5.9915
5.9300	6.0218
5.9400	6.0522
5.9500	6.0827
5.9600	6.1132
5.9700	6.1438
5.9800	6.1746
5.9900	6.2054
6.0000	6.2363
6.0100	6.2673
6.0200	6.2983
6.0300	6.3295
6.0400	6.3607
6.0500	6.3920
6.0600	6.4235
6.0700	6.4550
6.0800	6.4866
6.0900	6.5182
6.1000	6.5500
6.1100	6.5818
6.1200	6.6138
6.1300	6.6458
6.1400	6.6779
6.1500	6.7101
6.1600	6.7424
6.1700	6.7748
6.1800	6.8073
6.1900	6.8399
6.2000	6.8725
6.2100	6.9053
6.2200	6.9381
6.2300	6.9711
6.2400	7.0041
6.2500	7.0372
6.2600	7.0704
6.2700	7.1037
6.2800	7.1371
6.2900	7.1706
6.3000	7.2042
6.3100	7.2379
6.3200	7.2716
6.3300	7.3055
6.3400	7.3395
6.3500	7.3735
6.3600	7.4077
6.3700	7.4419
6.3800	7.4763
6.3900	7.5107
6.4000	7.5453
6.4100	7.5799
6.4200	7.6147
6.4300	7.6495
6.4400	7.6844
6.4500	7.7195
6.4600	7.7546
6.4700	7.7899
6.4800	7.8252
6.4900	7.8606
6.5000	7.8962
6.5100	7.9318
6.5200	7.9676
6.5300	8.0034
6.5400	8.0394
6.5500	8.0755
6.5600	8.1116
6.5700	8.1479
6.5800	8.1843
6.5900	8.2208
6.6000	8.2574
6.6100	8.2941
6.6200	8.3309
6.6300	8.3678
6.6400	8.4048
6.6500	8.4419
6.6600	8.4792
6.6700	8.5165
6.6800	8.5540
6.6900	8.5916
6.7000	8.6293
6.7100	8.6671
6.7200	8.7050
6.7300	8.7430
6.7400	8.7812
6.7500	8.8194
6.7600	8.8578
6.7700	8.8963
6.7800	8.9349
6.7900	8.9736
6.8000	9.0125
6.8100	9.0515
6.8200	9.0905
6.8300	9.1298
6.8400	9.1691
6.8500	9.2085
6.8600	9.2481
6.8700	9.2878
6.8800	9.3276
6.8900	9.3676
6.9000	9.4076
6.9100	9.4478
6.9200	9.4882
6.9300	9.5286
6.9400	9.5692
6.9500	9.6099
6.9600	9.6507
6.9700	9.6917
6.9800	9.7328
6.9900	9.7740
7.0000	9.8154
7.0100	9.8569
7.0200	9.8985
7.0300	9.9403
7.0400	9.9822
7.0500	10.0243
7.0600	10.0665
7.0700	10.1088
7.0800	10.1512
7.0900	10.1938
7.1000	10.2366
7.1100	10.2795
7.1200	10.3225
7.1300	10.3657
7.1400	10.4090
7.1500	10.4524
7.1600	10.4961
7.1700	10.5398
7.1800	10.5837
7.1900	10.6278
7.2000	10.6720
7.2100	10.7163
7.2200	10.7609
7.2300	10.8055
7.2400	10.8503
7.2500	10.8953
7.2600	10.9405
7.2700	10.9857
7.2800	11.0312
7.2900	11.0768
7.3000	11.1226
7.3100	11.1685
7.3200	11.2146
7.3300	11.2609
7.3400	11.3073
7.3500	11.3539
7.3600	11.4007
7.3700	11.4476
7.3800	11.4947
7.3900	11.5419
7.4000	11.5894
7.4100	11.6370
7.4200	11.6848
7.4300	11.7328
7.4400	11.7809
7.4500	11.8292
7.4600	11.8777
7.4700	11.9264
7.4800	11.9753
7.4900	12.0243
7.5000	12.0736
7.5100	12.1230
7.5200	12.1726
7.5300	12.2224
7.5400	12.2723
7.5500	12.3225
7.5600	12.3729
7.5700	12.4234
7.5800	12.4742
7.5900	12.5251
7.6000	12.5763
7.6100	12.6276
7.6200	12.6792
7.6300	12.7309
7.6400	12.7829
7.6500	12.8351
7.6600	12.8874
7.6700	12.9400
7.6800	12.9928
7.6900	13.0458
7.7000	13.0990
7.7100	13.1524
7.7200	13.2060
7.7300	13.2599
7.7400	13.3140
7.7500	13.3683
7.7600	13.4228
7.7700	13.4775
7.7800	13.5325
7.7900	13.5877
7.8000	13.6431
7.8100	13.6987
7.8200	13.7546
7.8300	13.8107
7.8400	13.8671
7.8500	13.9236
7.8600	13.9805
7.8700	14.0375
7.8800	14.0948
7.8900	14.1524
7.9000	14.2102
7.9100	14.2682
7.9200	14.3265
7.9300	14.3851
7.9400	14.4439
7.9500	14.5029
7.9600	14.5622
7.9700	14.6218
7.9800	14.6816
7.9900	14.7417
8.0000	14.8021
8.0100	14.8627
8.0200	14.9236
8.0300	14.9847
8.0400	15.0462
8.0500	15.1079
8.0600	15.1699
8.0700	15.2321
8.0800	15.2947
8.0900	15.3575
8.1000	15.4206
8.1100	15.4840
8.1200	15.5477
8.1300	15.6117
8.1400	15.6759
8.1500	15.7405
8.1600	15.8054
8.1700	15.8705
8.1800	15.9360
8.1900	16.0018
8.2000	16.0678
8.2100	16.1342
8.2200	16.2009
8.2300	16.2679
8.2400	16.3353
8.2500	16.4029
8.2600	16.4709
8.2700	16.5392
8.2800	16.6078
8.2900	16.6767
8.3000	16.7460
8.3100	16.8156
8.3200	16.8856
8.3300	16.9559
8.3400	17.0265
8.3500	17.0975
8.3600	17.1688
8.3700	17.2404
8.3800	17.3125
8.3900	17.3848
8.4000	17.4576
8.4100	17.5306
8.4200	17.6041
8.4300	17.6779
8.4400	17.7521
8.4500	17.8266
8.4600	17.9016
8.4700	17.9769
8.4800	18.0525
8.4900	18.1286
8.5000	18.2051
8.5100	18.2819
8.5200	18.3591
8.5300	18.4367
8.5400	18.5148
8.5500	18.5932
8.5600	18.6720
8.5700	18.7512
8.5800	18.8308
8.5900	18.9109
8.6000	18.9913
8.6100	19.0722
8.6200	19.1535
8.6300	19.2352
8.6400	19.3174
8.6500	19.4000
8.6600	19.4830
8.6700	19.5665
8.6800	19.6503
8.6900	19.7347
8.7000	19.8195
8.7100	19.9047
8.7200	19.9904
8.7300	20.0766
8.7400	20.1632
8.7500	20.2502
8.7600	20.3378
8.7700	20.4258
8.7800	20.5143
8.7900	20.6033
8.8000	20.6927
8.8100	20.7826
8.8200	20.8731
8.8300	20.9640
8.8400	21.0554
8.8500	21.1473
8.8600	21.2398
8.8700	21.3327
8.8800	21.4262
8.8900	21.5201
8.9000	21.6146
8.9100	21.7096
8.9200	21.8051
8.9300	21.9012
8.9400	21.9978
8.9500	22.0950
8.9600	22.1927
8.9700	22.2909
8.9800	22.3897
8.9900	22.4890
9.0000	22.5889
9.0100	22.6894
9.0200	22.7904
9.0300	22.8921
9.0400	22.9943
9.0500	23.0970
9.0600	23.2004
9.0700	23.3043
9.0800	23.4089
9.0900	23.5140
9.1000	23.6198
9.1100	23.7261
9.1200	23.8331
9.1300	23.9407
9.1400	24.0489
9.1500	24.1577
9.1600	24.2672
9.1700	24.3773
9.1800	24.4880
9.1900	24.5994
9.2000	24.7115
9.2100	24.8242
9.2200	24.9375
9.2300	25.0515
9.2400	25.1662
9.2500	25.2816
9.2600	25.3976
9.2700	25.5143
9.2800	25.6317
9.2900	25.7498
9.3000	25.8686
9.3100	25.9881
9.3200	26.1083
9.3300	26.2293
9.3400	26.3509
9.3500	26.4733
9.3600	26.5964
9.3700	26.7202
9.3800	26.8448
9.3900	26.9701
9.4000	27.0961
9.4100	27.2230
9.4200	27.3505
9.4300	27.4789
9.4400	27.6080
9.4500	27.7379
9.4600	27.8686
9.4700	28.0000
9.4800	28.1323
9.4900	28.2653
9.5000	28.3992
9.5100	28.5338
9.5200	28.6693
9.5300	28.8056
9.5400	28.9427
9.5500	29.0807
9.5600	29.2194
9.5700	29.3591
9.5800	29.4996
9.5900	29.6409
9.6000	29.7831
9.6100	29.9261
9.6200	30.0700
9.6300	30.2148
9.6400	30.3605
9.6500	30.5071
9.6600	30.6545
9.6700	30.8029
9.6800	30.9521
9.6900	31.1023
9.7000	31.2534
9.7100	31.4054
9.7200	31.5583
9.7300	31.7122
9.7400	31.8670
9.7500	32.0228
9.7600	32.1795
9.7700	32.3371
9.7800	32.4957
9.7900	32.6553
9.8000	32.8159
9.8100	32.9774
9.8200	33.1399
9.8300	33.3034
9.8400	33.4679
9.8500	33.6334
9.8600	33.7999
9.8700	33.9674
9.8800	34.1360
9.8900	34.3055
9.9000	34.4761
9.9100	34.6478
9.9200	34.8204
9.9300	34.9941
9.9400	35.1689
9.9500	35.3447
9.9600	35.5216
9.9700	35.6996
9.9800	35.8786
9.9900	36.0587
10.0000	36.2399
10.0100	36.4221
10.0200	36.6055
10.0300	36.7900
10.0400	36.9755
10.0500	37.1622
10.0600	37.3500
10.0700	37.5389
10.0800	37.7290
10.0900	37.9201
10.1000	38.1124
10.1100	38.3059
10.1200	38.5004
10.1300	38.6962
10.1400	38.8931
10.1500	39.0911
10.1600	39.2903
10.1700	39.4906
10.1800	39.6922
10.1900	39.8949
10.2000	40.0987
10.2100	40.3038
10.2200	40.5101
10.2300	40.7175
10.2400	40.9261
10.2500	41.1359
10.2600	41.3469
10.2700	41.5592
10.2800	41.7726
10.2900	41.9872
10.3000	42.2031
10.3100	42.4201
10.3200	42.6384
10.3300	42.8579
10.3400	43.0786
10.3500	43.3005
10.3600	43.5237
10.3700	43.7481
10.3800	43.9737
10.3900	44.2006
10.4000	44.4287
10.4100	44.6580
10.4200	44.8885
10.4300	45.1203
10.4400	45.3533
10.4500	45.5876
10.4600	45.8231
10.4700	46.0598
10.4800	46.2978
10.4900	46.5370
10.5000	46.7775
10.5100	47.0192
10.5200	47.2621
10.5300	47.5063
10.5400	47.7517
10.5500	47.9983
10.5600	48.2461
10.5700	48.4952
10.5800	48.7455
10.5900	48.9971
10.6000	49.2498
10.6100	49.5038
10.6200	49.7590
10.6300	50.0154
10.6400	50.2731
10.6500	50.5319
10.6600	50.7919
10.6700	51.0532
10.6800	51.3156
10.6900	51.5792
10.7000	51.8440
10.7100	52.1100
10.7200	52.3771
10.7300	52.6454
10.7400	52.9149
10.7500	53.1855
10.7600	53.4573
10.7700	53.7302
10.7800	54.0043
10.7900	54.2795
10.8000	54.5558
10.8100	54.8332
10.8200	55.1117
10.8300	55.3913
10.8400	55.6720
10.8500	55.9538
10.8600	56.2366
10.8700	56.5205
10.8800	56.8054
10.8900	57.0914
10.9000	57.3783
10.9100	57.6663
10.9200	57.9553
10.9300	58.2453
10.9400	58.5363
10.9500	58.8282
10.9600	59.1211
10.9700	59.4149
10.9800	59.7097
10.9900	60.0053
11.0000	60.3019
11.0100	60.5993
11.0200	60.8977
11.0300	61.1968
11.0400	61.4968
11.0500	61.7977
11.0600	62.0993
11.0700	62.4018
11.0800	62.7050
11.0900	63.0090
11.1000	63.3137
11.1100	63.6191
11.1200	63.9253
11.1300	64.2322
11.1400	64.5397
11.1500	64.8479
11.1600	65.1567
11.1700	65.4662
11.1800	65.7762
11.1900	66.0868
11.2000	66.3980
11.2100	66.7098
11.2200	67.0220
11.2300	67.3348
11.2400	67.6481
11.2500	67.9618
11.2600	68.2760
11.2700	68.5906
11.2800	68.9056
11.2900	69.2210
11.3000	69.5367
11.3100	69.8528
11.3200	70.1692
11.3300	70.4859
11.3400	70.8029
11.3500	71.1202
11.3600	71.4376
11.3700	71.7553
11.3800	72.0732
11.3900	72.3913
11.4000	72.7095
11.4100	73.0278
11.4200	73.3462
11.4300	73.6647
11.4400	73.9833
11.4500	74.3019
11.4600	74.6205
11.4700	74.9391
11.4800	75.2577
11.4900	75.5762
11.5000	75.8947
11.5100	76.2130
11.5200	76.5313
11.5300	76.8494
11.5400	77.1673
11.5500	77.4851
11.5600	77.8026
11.5700	78.1199
11.5800	78.4370
11.5900	78.7538
11.6000	79.0703
11.6100	79.3865
11.6200	79.7023
11.6300	80.0178
11.6400	80.3329
11.6500	80.6476
11.6600	80.9619
11.6700	81.2758
11.6800	81.5892
11.6900	81.9021
11.7000	82.2145
11.7100	82.5264
11.7200	82.8378
11.7300	83.1486
11.7400	83.4588
11.7500	83.7684
11.7600	84.0774
11.7700	84.3858
11.7800	84.6935
11.7900	85.0006
11.8000	85.3069
11.8100	85.6126
11.8200	85.9175
11.8300	86.2217
11.8400	86.5252
11.8500	86.8278
11.8600	87.1297
11.8700	87.4308
11.8800	87.7310
11.8900	88.0305
11.9000	88.3290
11.9100	88.6267
11.9200	88.9235
11.9300	89.2195
11.9400	89.5145
11.9500	89.8086
11.9600	90.1017
11.9700	90.3939
11.9800	90.6852
11.9900	90.9755
12.0000	91.2647
12.0100	91.5530
12.0200	91.8403
12.0300	92.1266
12.0400	92.4118
12.0500	92.6960
12.0600	92.9791
12.0700	93.2612
12.0800	93.5422
12.0900	93.8221
12.1000	94.1009
12.1100	94.3787
12.1200	94.6553
12.1300	94.9308
12.1400	95.2052
12.1500	95.4784
12.1600	95.7505
12.1700	96.0215
12.1800	96.2913
12.1900	96.5599
12.2000	96.8274
12.2100	97.0937
12.2200	97.3589
12.2300	97.6228
12.2400	97.8856
12.2500	98.1472
12.2600	98.4075
12.2700	98.6667
12.2800	98.9247
12.2900	99.1814
12.3000	99.4370
12.3100	99.6913
12.3200	99.9444
12.3300	100.1963
12.3400	100.4470
12.3500	100.6964
12.3600	100.9446
12.3700	101.1916
12.3800	101.4373
12.3900	101.6818
12.4000	101.9251
12.4100	102.1671
12.4200	102.4079
12.4300	102.6474
12.4400	102.8858
12.4500	103.1228
12.4600	103.3587
12.4700	103.5933
12.4800	103.8266
12.4900	104.0588
12.5000	104.2896
12.5100	104.5193
12.5200	104.7477
12.5300	104.9749
12.5400	105.2008
12.5500	105.4256
12.5600	105.6490
12.5700	105.8713
12.5800	106.0923
12.5900	106.3121
12.6000	106.5307
12.6100	106.7481
12.6200	106.9642
12.6300	107.1792
12.6400	107.3929
12.6500	107.6054
12.6600	107.8168
12.6700	108.0269
12.6800	108.2358
12.6900	108.4435
12.7000	108.6500
12.7100	108.8554
12.7200	109.0595
12.7300	109.2625
12.7400	109.4643
12.7500	109.6649
12.7600	109.8644
12.7700	110.0627
12.7800	110.2598
12.7900	110.4558
12.8000	110.6506
12.8100	110.8443
12.8200	111.0368
12.8300	111.2282
12.8400	111.4185
12.8500	111.6077
12.8600	111.7957
12.8700	111.9826
12.8800	112.1684
12.8900	112.3530
12.9000	112.5366
12.9100	112.7191
12.9200	112.9005
12.9300	113.0807
12.9400	113.2600
12.9500	113.4381
12.9600	113.6151
12.9700	113.7911
12.9800	113.9661
12.9900	114.1399
13.0000	114.3127
13.0100	114.4845
13.0200	114.6553
13.0300	114.8249
13.0400	114.9936
13.0500	115.1613
13.0600	115.3279
13.0700	115.4935
13.0800	115.6581
13.0900	115.8217
13.1000	115.9843
13.1100	116.1459
13.1200	116.3066
13.1300	116.4662
13.1400	116.6249
13.1500	116.7826
13.1600	116.9394
13.1700	117.0952
13.1800	117.2500
13.1900	117.4039
13.2000	117.5569
13.2100	117.7089
13.2200	117.8600
13.2300	118.0102
13.2400	118.1594
13.2500	118.3078
13.2600	118.4552
13.2700	118.6017
13.2800	118.7474
13.2900	118.8921
13.3000	119.0360
13.3100	119.1790
13.3200	119.3211
13.3300	119.4624
13.3400	119.6028
13.3500	119.7423
13.3600	119.8810
13.3700	120.0189
13.3800	120.1559
13.3900	120.2920
13.4000	120.4274
13.4100	120.5619
13.4200	120.6956
13.4300	120.8285
13.4400	120.9606
13.4500	121.0919
13.4600	121.2224
13.4700	121.3521
13.4800	121.4810
13.4900	121.6091
13.5000	121.7365
13.5100	121.8630
13.5200	121.9889
13.5300	122.1139
13.5400	122.2383
13.5500	122.3618
13.5600	122.4846
13.5700	122.6067
13.5800	122.7281
13.5900	122.8487
13.6000	122.9686
13.6100	123.0878
13.6200	123.2062
13.6300	123.3240
13.6400	123.4410
13.6500	123.5574
13.6600	123.6730
13.6700	123.7880
13.6800	123.9023
13.6900	124.0159
13.7000	124.1288
13.7100	124.2411
13.7200	124.3527
13.7300	124.4636
13.7400	124.5739
13.7500	124.6835
13.7600	124.7925
13.7700	124.9009
13.7800	125.0086
13.7900	125.1156
13.8000	125.2221
13.8100	125.3279
13.8200	125.4331
13.8300	125.5377
13.8400	125.6417
13.8500	125.7450
13.8600	125.8478
13.8700	125.9499
13.8800	126.0515
13.8900	126.1525
13.9000	126.2529
13.9100	126.3527
13.9200	126.4519
13.9300	126.5506
13.9400	126.6487
13.9500	126.7462
13.9600	126.8432
13.9700	126.9396
13.9800	127.0355
13.9900	127.1308
14.0000	127.2256
14.0100	127.3198
14.0200	127.4135
14.0300	127.5066
14.0400	127.5993
14.0500	127.6914
